Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,58.170396,[169 150] ; [ 20 117],[132.21710526 186.78289474] ; [56.78289474 80.21710526],1
d2,1,0.0,57.156381,[180 139] ; [ 25 113],[143.09628009 175.90371991] ; [61.90371991 76.09628009],1
a3,1,0.0,45.222195,[246  73] ; [61 75],[215.23736264 103.76263736] ; [91.76263736 44.23736264],1
d1,1,0.0,33.751583,[214 106] ; [52 86],[185.85152838 134.14847162] ; [80.14847162 57.85152838],1
u1,1,0.0,32.04411,[ 77 243] ; [  3 135],[ 55.89519651 264.10480349] ; [ 24.10480349 113.89519651],1
a6,1,0.0,31.174637,[270  49] ; [84 54],[247.10284464  71.89715536] ; [106.89715536  31.10284464],1
n4,1,5e-06,20.726788,[253  67] ; [80 57],[233.17286652  86.82713348] ; [99.82713348 37.17286652],1
p4,1,2.5e-05,17.788115,[197 123] ; [55 82],[176.45514223 143.54485777] ; [75.54485777 61.45514223],1
d5,1,2.5e-05,17.738519,[277  42] ; [97 41],[261.06345733  57.93654267] ; [112.93654267  25.06345733],1
r1,1,3.1e-05,17.339718,[271  48] ; [93 44],[254.64035088  64.35964912] ; [109.35964912  27.64035088],1
d3,1,0.000865,11.096145,[256  63] ; [90 47],[242.04824561  76.95175439] ; [103.95175439  33.04824561],1
v1,1,0.007963,7.041827,[163 148] ; [51 81],[150.23476298 160.76523702] ; [63.76523702 68.23476298],0
v2,1,0.008432,6.939449,[182 126] ; [59 71],[169.47031963 138.52968037] ; [71.52968037 58.47031963],0
d4,1,0.008639,6.896039,[271  48] ; [103  35],[261.06345733  57.93654267] ; [112.93654267  25.06345733],0
p9,1,0.021385,5.295115,[260  57] ; [97 37],[250.92904656  66.07095344] ; [106.07095344  27.92904656],0
s7,1,0.023951,5.098171,[122 182] ; [38 94],[111.55963303 192.44036697] ; [48.44036697 83.55963303],0
n5,1,0.0262,4.942778,[232  85] ; [86 51],[222.03964758  94.96035242] ; [95.96035242 41.03964758],0
p10,1,0.053871,3.716699,[250  68] ; [94 40],[242.01769912  75.98230088] ; [101.98230088  32.01769912],0
r4,1,0.056835,3.627419,[287  33] ; [115  23],[280.87336245  39.12663755] ; [121.12663755  16.87336245],0
a1,1,0.057127,3.618898,[ 17 303] ; [  2 136],[ 13.27510917 306.72489083] ; [  5.72489083 132.27510917],0
p3,1,0.069872,3.286018,[149 169] ; [52 86],[140.17105263 177.82894737] ; [60.82894737 77.17105263],0
