Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001973,9.574735,[19 17] ; [ 7 31],[12.64864865 23.35135135] ; [13.35135135 24.64864865],0
u1,1,0.03765,4.320768,[11 26] ; [ 4 34],[ 7.4 29.6] ; [ 7.6 30.4],0
p9,1,0.047023,3.944563,[36  1] ; [31  6],[33.5  3.5] ; [33.5  3.5],0
v1,1,0.048239,3.901646,[24 13] ; [16 22],[19.73333333 17.26666667] ; [20.26666667 17.73333333],0
u2,1,0.097961,2.738426,[2 7] ; [7 5],[3.85714286 5.14285714] ; [5.14285714 6.85714286],0
d4,1,0.113137,2.50984,[34  3] ; [30  8],[31.57333333  5.42666667] ; [32.42666667  5.57333333],0
p5,1,0.124465,2.360221,[ 6 31] ; [ 2 36],[ 3.94666667 33.05333333] ; [ 4.05333333 33.94666667],0
n2,1,0.143583,2.139137,[5 2] ; [15  1],[6.08695652 0.91304348] ; [13.91304348  2.08695652],0
r4,1,0.174467,1.844137,[36  1] ; [34  4],[34.53333333  2.46666667] ; [35.46666667  2.53333333],0
a7,1,0.179155,1.804617,[26 11] ; [21 17],[23.18666667 13.81333333] ; [23.81333333 14.18666667],0
r1,1,0.187974,1.733425,[31  6] ; [27 11],[28.61333333  8.38666667] ; [29.38666667  8.61333333],0
b5,1,0.198206,1.655541,[23 14] ; [18 20],[20.22666667 16.77333333] ; [20.77333333 17.22666667],0
a2,1,0.234949,1.410646,[10 27] ; [ 6 32],[ 7.89333333 29.10666667] ; [ 8.10666667 29.89333333],0
n3,1,0.265572,1.239477,[6 1] ; [10  6],[4.86956522 2.13043478] ; [11.13043478  4.86956522],0
n1,1,0.265572,1.239477,[1 6] ; [ 6 10],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
s6,1,0.278299,1.175376,[33  3] ; [37  1],[34.05405405  1.94594595] ; [35.94594595  2.05405405],0
r3,1,0.303868,1.057143,[36  1] ; [34  3],[35.  2.] ; [35.  2.],0
a5,1,0.309307,1.033634,[30  7] ; [27 11],[28.12  8.88] ; [28.88  9.12],0
p7,1,0.328123,0.956292,[28  8] ; [25 12],[26.1369863  9.8630137] ; [26.8630137 10.1369863],0
d3,1,0.329599,0.950472,[29  8] ; [26 12],[27.13333333  9.86666667] ; [27.86666667 10.13333333],0
n4,1,0.375354,0.785864,[26 11] ; [23 15],[24.17333333 12.82666667] ; [24.82666667 13.17333333],0
s8,1,0.4041,0.696093,[23 14] ; [20 18],[21.21333333 15.78666667] ; [21.78666667 16.21333333],0
p11,1,0.407602,0.685785,[24 13] ; [28 10],[25.65333333 11.34666667] ; [26.34666667 11.65333333],0
a6,1,0.410661,0.676887,[22 15] ; [19 19],[20.22666667 16.77333333] ; [20.77333333 17.22666667],0
p3,1,0.410661,0.676887,[22 15] ; [19 19],[20.22666667 16.77333333] ; [20.77333333 17.22666667],0
p1,1,0.478762,0.501681,[ 3 34] ; [ 5 33],[ 3.94666667 33.05333333] ; [ 4.05333333 33.94666667],0
a3,1,0.484195,0.489399,[28  9] ; [26 12],[26.64 10.36] ; [27.36 10.64],0
b4,1,0.499982,0.454975,[27 10] ; [25 13],[25.65333333 11.34666667] ; [26.34666667 11.65333333],0
d1,1,0.525336,0.403405,[25 12] ; [23 15],[23.68 13.32] ; [24.32 13.68],0
p2,1,0.532679,0.389278,[28  9] ; [31  7],[29.10666667  7.89333333] ; [29.89333333  8.10666667],0
s3,1,0.544727,0.366849,[27 10] ; [30  8],[28.12  8.88] ; [28.88  9.12],0
d2,1,0.551467,0.354695,[22 15] ; [20 18],[20.72 16.28] ; [21.28 16.72],0
d5,1,0.562186,0.335933,[32  5] ; [31  7],[31.08  5.92] ; [31.92  6.08],0
r2,1,0.571573,0.320057,[36  1] ; [36  2],[35.52  1.48] ; [36.48  1.52],0
p12,1,0.621437,0.243853,[ 3 34] ; [ 2 36],[ 2.46666667 34.53333333] ; [ 2.53333333 35.46666667],0
u3,1,0.697161,0.151442,[6 3] ; [7 5],[5.57142857 3.42857143] ; [7.42857143 4.57142857],0
a4,1,0.719756,0.128727,[21 16] ; [20 18],[20.22666667 16.77333333] ; [20.77333333 17.22666667],0
s2,1,0.729011,0.120021,[29  8] ; [31  7],[29.6  7.4] ; [30.4  7.6],0
b1,1,0.743521,0.107056,[14 23] ; [13 25],[13.32 23.68] ; [13.68 24.32],0
p10,1,0.780591,0.07759,[32  5] ; [32  6],[31.57333333  5.42666667] ; [32.42666667  5.57333333],0
p6,1,0.800833,0.063639,[20 16] ; [20 18],[19.45945946 16.54054054] ; [20.54054054 17.45945946],0
n5,1,0.86215,0.03015,[26 11] ; [26 12],[25.65333333 11.34666667] ; [26.34666667 11.65333333],0
b2,1,0.867126,0.027993,[ 5 15] ; [ 6 16],[ 5.23809524 14.76190476] ; [ 5.76190476 16.23809524],0
b3,1,0.867126,0.027993,[ 5 15] ; [ 6 16],[ 5.23809524 14.76190476] ; [ 5.76190476 16.23809524],0
s7,1,0.891714,0.018533,[28  9] ; [26  9],[27.75  9.25] ; [26.25  8.75],0
p8,1,0.918134,0.010565,[18 17] ; [20 18],[18.21917808 16.78082192] ; [19.78082192 18.21917808],0
p4,1,0.936859,0.006276,[25 12] ; [26 12],[25.16 11.84] ; [25.84 12.16],0
n6,1,0.959804,0.00254,[31  6] ; [32  6],[31.08  5.92] ; [31.92  6.08],0
