Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.109846,[104  34] ; [ 1 26],[87.81818182 50.18181818] ; [17.18181818  9.81818182],1
u2,1,0.474434,0.511629,[21 27] ; [ 5 10],[19.80952381 28.19047619] ; [6.19047619 8.80952381],0
s1,1,0.504414,0.445637,[  6 131] ; [ 2 25],[  6.68292683 130.31707317] ; [ 1.31707317 25.68292683],0
a2,1,0.522001,0.409938,[ 22 116] ; [ 3 24],[ 20.90909091 117.09090909] ; [ 4.09090909 22.90909091],0
n3,1,0.589882,0.290529,[23 19] ; [7 8],[22.10526316 19.89473684] ; [7.89473684 7.10526316],0
b3,1,0.593553,0.28483,[30 45] ; [8 9],[30.97826087 44.02173913] ; [7.02173913 9.97826087],0
b2,1,0.593553,0.28483,[30 45] ; [8 9],[30.97826087 44.02173913] ; [7.02173913 9.97826087],0
p8,1,0.637295,0.222297,[ 31 106] ; [ 5 22],[ 30.07317073 106.92682927] ; [ 5.92682927 21.07317073],0
s8,1,0.639124,0.21989,[ 16 122] ; [ 4 23],[ 16.72727273 121.27272727] ; [ 3.27272727 23.72727273],0
n5,1,0.676636,0.173937,[87 50] ; [16 11],[86.04268293 50.95731707] ; [16.95731707 10.04268293],0
n6,1,0.773403,0.082901,[89 49] ; [16 10],[88.35365854 49.64634146] ; [16.64634146  9.35365854],0
p1,1,0.795156,0.067403,[ 13 124] ; [ 3 24],[ 13.36585366 123.63414634] ; [ 2.63414634 24.36585366],0
s7,1,0.861681,0.030358,[ 20 111] ; [ 4 20],[ 20.28387097 110.71612903] ; [ 3.71612903 20.28387097],0
a1,1,0.866013,0.028468,[  9 129] ; [ 2 25],[  9.2 128.8] ; [ 1.8 25.2],0
s4,1,0.92081,0.009883,[ 11 127] ; [ 2 25],[ 10.87272727 127.12727273] ; [ 2.12727273 24.87272727],0
n2,1,1.0,0.0,[27 18] ; [9 6],[27. 18.] ; [9. 6.],0
