Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,194.914013,[28 54] ; [527  42],[69.9078341 12.0921659] ; [485.0921659  83.9078341],1
p11,1,0.0,35.788544,[49 35] ; [487  84],[68.7389313 15.2610687] ; [467.2610687 103.7389313],1
p2,1,0.0,28.754159,[54 30] ; [495  73],[70.73006135 13.26993865] ; [478.26993865  89.73006135],1
r4,1,2.4e-05,17.804091,[68 16] ; [537  34],[77.58778626  6.41221374] ; [527.41221374  43.58778626],1
r3,1,4.9e-05,16.487672,[71 12] ; [548  22],[78.67840735  4.32159265] ; [540.32159265  29.67840735],1
p4,1,0.000105,15.048682,[37 45] ; [381 187],[52.73230769 29.26769231] ; [365.26769231 202.73230769],1
v1,1,0.000113,14.90882,[33 51] ; [341 213],[49.24137931 34.75862069] ; [324.75862069 229.24137931],1
p8,1,0.000152,14.346701,[31 53] ; [331 231],[47.07120743 36.92879257] ; [314.92879257 247.07120743],1
p3,1,0.000241,13.482996,[28 55] ; [314 254],[43.60368664 39.39631336] ; [298.39631336 269.60368664],1
s7,1,0.000576,11.852307,[29 52] ; [306 238],[43.416 37.584] ; [291.584 252.416],1
b1,1,0.000778,11.292812,[47 37] ; [210 361],[32.95877863 51.04122137] ; [224.04122137 346.95877863],1
p6,1,0.001205,10.482338,[19 63] ; [237 329],[32.39506173 49.60493827] ; [223.60493827 342.39506173],0
s8,1,0.001463,10.125082,[26 57] ; [284 284],[39.52380952 43.47619048] ; [270.47619048 297.52380952],0
s6,1,0.00381,8.372239,[47 36] ; [405 156],[58.25465839 24.74534161] ; [393.74534161 167.25465839],0
s5,1,0.003928,8.316791,[17 64] ; [206 345],[28.5806962 52.4193038] ; [194.4193038 356.5806962],0
v2,1,0.005255,7.789464,[35 47] ; [323 224],[46.6709062 35.3290938] ; [311.3290938 235.6709062],0
p12,1,0.007148,7.235321,[ 1 83] ; [ 58 510],[ 7.60122699 76.39877301] ; [ 51.39877301 516.60122699],0
p7,1,0.008716,6.880176,[43 38] ; [378 179],[53.44984326 27.55015674] ; [367.55015674 189.44984326],0
