Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.379441,[106  13] ; [ 2 15],[94.5 24.5] ; [13.5  3.5],1
r3,1,0.0,30.35244,[105  14] ; [ 5 11],[96.96296296 22.03703704] ; [13.03703704  2.96296296],1
a1,1,0.0,28.794139,[  1 118] ; [ 5 12],[  5.25 113.75] ; [ 0.75 16.25],1
r2,1,0.0,25.701377,[112   7] ; [9 8],[105.875  13.125] ; [15.125  1.875],1
p11,1,3e-06,21.698576,[93 26] ; [ 4 13],[84.875 34.125] ; [12.125  4.875],1
r1,1,0.000115,14.876286,[89 29] ; [ 5 12],[82.16296296 35.83703704] ; [11.83703704  5.16296296],1
p2,1,0.000149,14.391088,[93 25] ; [ 6 11],[86.53333333 31.46666667] ; [12.46666667  4.53333333],1
p8,1,0.000398,12.540402,[59 55] ; [ 1 16],[52.21374046 61.78625954] ; [7.78625954 9.21374046],1
s6,1,0.000992,10.842758,[71 43] ; [ 3 13],[64.89230769 49.10769231] ; [9.10769231 6.89230769],1
n6,1,0.001101,10.648958,[102  17] ; [9 8],[97.125 21.875] ; [13.875  3.125],0
n3,1,0.003333,8.615385,[22  4] ; [3 6],[18.57142857  7.42857143] ; [6.42857143 2.57142857],0
p10,1,0.003743,8.404403,[85 31] ; [ 6 10],[79.96969697 36.03030303] ; [11.03030303  4.96969697],0
p7,1,0.003787,8.383265,[70 45] ; [ 4 13],[64.46969697 50.53030303] ; [9.53030303 7.46969697],0
p9,1,0.024682,5.046077,[88 27] ; [8 8],[84.27480916 30.72519084] ; [11.72519084  4.27480916],0
u3,1,0.037633,4.321515,[26 32] ; [1 9],[23.02941176 34.97058824] ; [3.97058824 6.02941176],0
b5,1,0.041725,4.146315,[73 46] ; [ 6 11],[69.125 49.875] ; [9.875 7.125],0
u2,1,0.046653,3.957863,[25 33] ; [1 9],[22.17647059 35.82352941] ; [3.82352941 6.17647059],0
p3,1,0.051331,3.797456,[57 60] ; [ 4 13],[53.26119403 63.73880597] ; [7.73880597 9.26119403],0
v3,1,0.065421,3.394337,[47 68] ; [ 3 14],[43.56060606 71.43939394] ; [ 6.43939394 10.56060606],0
p4,1,0.074535,3.180205,[62 56] ; [ 5 12],[58.56296296 59.43703704] ; [8.43703704 8.56296296],0
s5,1,0.075312,3.163265,[30 83] ; [ 1 15],[27.15503876 85.84496124] ; [ 3.84496124 12.15503876],0
s3,1,0.079576,3.07355,[59 54] ; [ 5 12],[55.63076923 57.36923077] ; [8.36923077 8.63076923],0
s7,1,0.083515,2.995137,[45 64] ; [ 3 13],[41.856 67.144] ; [6.144 9.856],0
b1,1,0.098747,2.725669,[45 74] ; [10  7],[48.125 70.875] ; [ 6.875 10.125],0
n2,1,0.105826,2.615473,[23  5] ; [5 4],[21.18918919  6.81081081] ; [6.81081081 2.18918919],0
s8,1,0.17221,1.863597,[40 77] ; [ 3 14],[37.54477612 79.45522388] ; [ 5.45522388 11.54477612],0
p6,1,0.231235,1.433251,[39 77] ; [ 3 13],[36.90909091 79.09090909] ; [ 5.09090909 10.90909091],0
d1,1,0.270485,1.214286,[  6 113] ; [ 2 15],[  7. 112.] ; [ 1. 16.],0
a2,1,0.28618,1.137504,[ 11 108] ; [ 3 14],[ 12.25 106.75] ; [ 1.75 15.25],0
n1,1,0.290642,1.116646,[13 15] ; [6 3],[14.37837838 13.62162162] ; [4.62162162 4.37837838],0
s1,1,0.290964,1.115156,[  6 109] ; [ 2 15],[  6.96969697 108.03030303] ; [ 1.03030303 15.96969697],0
v1,1,0.301415,1.067923,[56 59] ; [ 6 11],[54.01515152 60.98484848] ; [7.98484848 9.01515152],0
a7,1,0.324485,0.970781,[71 48] ; [8 9],[69.125 49.875] ; [9.875 7.125],0
v2,1,0.363082,0.827204,[48 63] ; [ 5 11],[46.32283465 64.67716535] ; [6.67716535 9.32283465],0
a6,1,0.384136,0.757423,[76 43] ; [9 8],[74.375 44.625] ; [10.625  6.375],0
a5,1,0.395245,0.722745,[69 50] ; [8 9],[67.375 51.625] ; [9.625 7.375],0
d5,1,0.396903,0.717689,[55 64] ; [ 6 11],[53.375 65.625] ; [7.625 9.375],0
n5,1,0.420965,0.647619,[104  15] ; [16  1],[105.  14.] ; [15.  2.],0
b4,1,0.43346,0.613534,[68 51] ; [8 9],[66.5 52.5] ; [9.5 7.5],0
s4,1,0.479423,0.500175,[22 95] ; [ 2 15],[20.95522388 96.04477612] ; [ 3.04477612 13.95522388],0
d3,1,0.482987,0.492112,[38 81] ; [ 4 13],[36.75 82.25] ; [ 5.25 11.75],0
a4,1,0.497143,0.46103,[32 85] ; [ 6 11],[33.17910448 83.82089552] ; [ 4.82089552 12.17910448],0
a3,1,0.550836,0.355822,[61 57] ; [7 9],[59.88059701 58.11940299] ; [8.11940299 7.88059701],0
b2,1,0.596209,0.280752,[22 55] ; [4 7],[22.75 54.25] ; [3.25 7.75],0
b3,1,0.596209,0.280752,[22 55] ; [4 7],[22.75 54.25] ; [3.25 7.75],0
u1,1,0.60538,0.266957,[  4 115] ; [ 1 16],[  4.375 114.625] ; [ 0.625 16.375],0
s2,1,0.713264,0.135038,[39 76] ; [ 5 12],[38.33333333 76.66666667] ; [ 5.66666667 11.33333333],0
d2,1,0.768871,0.086349,[31 88] ; [ 5 12],[31.5 87.5] ; [ 4.5 12.5],0
p12,1,0.790736,0.070413,[  9 108] ; [ 1 16],[  8.73134328 108.26865672] ; [ 1.26865672 15.73134328],0
p1,1,0.871864,0.026015,[19 99] ; [ 3 14],[19.22962963 98.77037037] ; [ 2.77037037 14.22962963],0
a8,1,0.953414,0.003413,[13 93] ; [ 2 15],[12.92682927 93.07317073] ; [ 2.07317073 14.92682927],0
