Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.016283,5.772006,[ 1 10] ; [11 10],[4.125 6.875] ; [ 7.875 13.125],0
u3,1,0.072414,3.227431,[2 1] ; [1 7],[0.81818182 2.18181818] ; [2.18181818 5.81818182],0
p9,1,0.081054,3.043636,[3 8] ; [12  8],[5.32258065 5.67741935] ; [ 9.67741935 10.32258065],0
s5,1,0.083053,3.00412,[ 1 10] ; [ 8 13],[3.09375 7.90625] ; [ 5.90625 15.09375],0
p2,1,0.100752,2.693603,[4 7] ; [14  7],[6.1875 4.8125] ; [11.8125  9.1875],0
v2,1,0.107785,2.586402,[3 8] ; [12  9],[5.15625 5.84375] ; [ 9.84375 11.15625],0
p10,1,0.137739,2.203037,[3 8] ; [11  9],[4.96774194 6.03225806] ; [ 9.03225806 10.96774194],0
b3,1,0.141407,2.162585,[1 6] ; [7 8],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
b2,1,0.141407,2.162585,[1 6] ; [7 8],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
p8,1,0.162761,1.948389,[2 9] ; [ 9 12],[3.78125 7.21875] ; [ 7.21875 13.78125],0
r2,1,0.162761,1.948389,[9 2] ; [12  9],[7.21875 3.78125] ; [13.78125  7.21875],0
d5,1,0.209601,1.574183,[6 5] ; [16  5],[7.5625 3.4375] ; [14.4375  6.5625],0
b4,1,0.245876,1.346583,[5 6] ; [14  7],[6.53125 4.46875] ; [12.46875  8.53125],0
b5,1,0.245876,1.346583,[6 5] ; [ 7 14],[4.46875 6.53125] ; [ 8.53125 12.46875],0
n1,1,0.263552,1.25,[1 4] ; [5 5],[2. 3.] ; [4. 6.],0
r4,1,0.264173,1.246753,[7 4] ; [ 9 12],[5.5 5.5] ; [10.5 10.5],0
p11,1,0.264173,1.246753,[4 7] ; [12  9],[5.5 5.5] ; [10.5 10.5],0
u2,1,0.386916,0.748611,[2 1] ; [3 5],[1.36363636 1.63636364] ; [3.63636364 4.36363636],0
v1,1,0.387094,0.748052,[3 8] ; [ 9 12],[4.125 6.875] ; [ 7.875 13.125],0
d1,1,0.387094,0.748052,[3 8] ; [ 9 12],[4.125 6.875] ; [ 7.875 13.125],0
s1,1,0.481819,0.494743,[2 9] ; [ 2 19],[1.375 9.625] ; [ 2.625 18.375],0
a7,1,0.529148,0.396028,[5 6] ; [12  9],[5.84375 5.15625] ; [11.15625  9.84375],0
b1,1,0.542129,0.371607,[7 4] ; [11 10],[6.1875 4.8125] ; [11.8125  9.1875],0
d3,1,0.542129,0.371607,[4 7] ; [10 11],[4.8125 6.1875] ; [ 9.1875 11.8125],0
n3,1,0.576999,0.311111,[2 3] ; [5 4],[2.5 2.5] ; [4.5 4.5],0
a8,1,0.592104,0.287071,[2 9] ; [ 2 16],[1.51724138 9.48275862] ; [ 2.48275862 15.51724138],0
p1,1,0.630872,0.23088,[ 1 10] ; [ 1 20],[ 0.6875 10.3125] ; [ 1.3125 19.6875],0
n4,1,0.6515,0.204014,[7 4] ; [15  6],[7.5625 3.4375] ; [14.4375  6.5625],0
a3,1,0.659676,0.193918,[8 3] ; [13  7],[7.4516129 3.5483871] ; [13.5483871  6.4516129],0
s4,1,0.673005,0.178108,[ 1 10] ; [ 3 18],[1.375 9.625] ; [ 2.625 18.375],0
p5,1,0.673005,0.178108,[ 1 10] ; [ 3 18],[1.375 9.625] ; [ 2.625 18.375],0
d2,1,0.709749,0.138528,[5 6] ; [11 10],[5.5 5.5] ; [10.5 10.5],0
n2,1,0.714393,0.133929,[3 2] ; [5 5],[2.66666667 2.33333333] ; [5.33333333 4.66666667],0
p6,1,0.714546,0.133779,[2 9] ; [ 5 16],[2.40625 8.59375] ; [ 4.59375 16.40625],0
a4,1,0.722416,0.12619,[4 7] ; [ 9 12],[4.46875 6.53125] ; [ 8.53125 12.46875],0
s6,1,0.808543,0.058712,[5 6] ; [10 10],[5.32258065 5.67741935] ; [ 9.67741935 10.32258065],0
r3,1,0.829856,0.046176,[8 3] ; [16  5],[8.25 2.75] ; [15.75  5.25],0
s8,1,0.829856,0.046176,[3 8] ; [ 5 16],[2.75 8.25] ; [ 5.25 15.75],0
s7,1,0.856395,0.032749,[3 7] ; [ 6 12],[3.21428571 6.78571429] ; [ 5.78571429 12.21428571],0
s2,1,0.872832,0.02562,[3 8] ; [ 6 14],[3.19354839 7.80645161] ; [ 5.80645161 14.19354839],0
n5,1,0.907226,0.013581,[6 5] ; [11 10],[5.84375 5.15625] ; [11.15625  9.84375],0
p7,1,0.923441,0.009235,[4 7] ; [ 8 13],[4.125 6.875] ; [ 7.875 13.125],0
a6,1,0.923441,0.009235,[4 7] ; [ 8 13],[4.125 6.875] ; [ 7.875 13.125],0
d4,1,0.952475,0.003552,[9 2] ; [17  4],[8.9375 2.0625] ; [17.0625  3.9375],0
v3,1,0.952475,0.003552,[2 9] ; [ 4 17],[2.0625 8.9375] ; [ 3.9375 17.0625],0
s3,1,0.980588,0.000592,[5 6] ; [ 9 11],[4.96774194 6.03225806] ; [ 9.03225806 10.96774194],0
n6,1,0.980588,0.000592,[6 5] ; [11  9],[6.03225806 4.96774194] ; [10.96774194  9.03225806],0
