Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.386015,[80 20] ; [ 1 28],[62.79069767 37.20930233] ; [18.20930233 10.79069767],1
v4,1,0.0,32.831541,[87 11] ; [11 18],[75.62204724 22.37795276] ; [22.37795276  6.62204724],1
r1,1,1.2e-05,19.130234,[75 25] ; [ 9 20],[65.11627907 34.88372093] ; [18.88372093 10.11627907],1
r2,1,4.9e-05,16.497904,[88 12] ; [15 13],[80.46875 19.53125] ; [22.53125  5.46875],1
p11,1,7.5e-05,15.681466,[59 41] ; [ 5 24],[49.6124031 50.3875969] ; [14.3875969 14.6124031],1
p2,1,0.000508,12.086824,[64 36] ; [ 8 21],[55.81395349 44.18604651] ; [16.18604651 12.81395349],1
a1,1,0.000994,10.839336,[ 3 97] ; [ 6 23],[ 6.97674419 93.02325581] ; [ 2.02325581 26.97674419],1
d5,1,0.006153,7.504904,[75 25] ; [14 15],[68.99224806 31.00775194] ; [20.00775194  8.99224806],0
s6,1,0.006169,7.500362,[45 54] ; [ 5 24],[38.671875 60.328125] ; [11.328125 17.671875],0
v2,1,0.006221,7.48526,[36 61] ; [ 3 26],[30.02380952 66.97619048] ; [ 8.97619048 20.02380952],0
a7,1,0.006665,7.361163,[66 34] ; [11 18],[59.68992248 40.31007752] ; [17.31007752 11.68992248],0
d4,1,0.006835,7.315791,[74 25] ; [14 15],[68.0625 30.9375] ; [19.9375  9.0625],0
v1,1,0.008812,6.860581,[31 69] ; [ 2 27],[25.58139535 74.41860465] ; [ 7.41860465 21.58139535],0
p8,1,0.010187,6.601822,[36 64] ; [ 3 25],[30.46875 69.53125] ; [ 8.53125 19.46875],0
n6,1,0.010708,6.513197,[66 34] ; [11 17],[60.15625 39.84375] ; [16.84375 11.15625],0
p4,1,0.011514,6.384203,[43 57] ; [ 5 24],[37.20930233 62.79069767] ; [10.79069767 18.20930233],0
s2,1,0.015456,5.863735,[33 66] ; [ 3 26],[27.84375 71.15625] ; [ 8.15625 20.84375],0
d3,1,0.019775,5.431635,[59 41] ; [10 19],[53.48837209 46.51162791] ; [15.51162791 13.48837209],0
p7,1,0.0203,5.385895,[52 48] ; [ 8 21],[46.51162791 53.48837209] ; [13.48837209 15.51162791],0
p3,1,0.022943,5.172834,[31 67] ; [ 3 26],[26.23622047 71.76377953] ; [ 7.76377953 21.23622047],0
p6,1,0.023664,5.11909,[27 71] ; [ 2 26],[22.55555556 75.44444444] ; [ 6.44444444 21.55555556],0
n5,1,0.032653,4.563858,[50 50] ; [21  8],[55.03875969 44.96124031] ; [15.96124031 13.03875969],0
u3,1,0.042498,4.11526,[24 20] ; [ 4 12],[20.53333333 23.46666667] ; [7.46666667 8.53333333],0
s3,1,0.046147,3.976211,[46 54] ; [ 7 21],[41.40625 58.59375] ; [11.59375 16.40625],0
n2,1,0.055422,3.669347,[23 13] ; [ 7 12],[19.63636364 16.36363636] ; [10.36363636  8.63636364],0
d1,1,0.071071,3.25812,[50 50] ; [ 9 20],[45.73643411 54.26356589] ; [13.26356589 15.73643411],0
a5,1,0.093059,2.820637,[59 41] ; [12 17],[55.03875969 44.96124031] ; [15.96124031 13.03875969],0
s4,1,0.096402,2.764084,[14 84] ; [ 8 21],[16.97637795 81.02362205] ; [ 5.02362205 23.97637795],0
u1,1,0.096582,2.761105,[15 85] ; [ 1 28],[12.40310078 87.59689922] ; [ 3.59689922 25.40310078],0
a6,1,0.121022,2.404047,[61 39] ; [13 16],[57.36434109 42.63565891] ; [16.63565891 12.36434109],0
n3,1,0.142773,2.14782,[22 13] ; [ 8 11],[19.44444444 15.55555556] ; [10.55555556  8.44444444],0
s7,1,0.15656,2.00714,[26 69] ; [ 4 24],[23.17073171 71.82926829] ; [ 6.82926829 21.17073171],0
b5,1,0.196154,1.670781,[55 45] ; [12 17],[51.9379845 48.0620155] ; [15.0620155 13.9379845],0
n4,1,0.313301,1.01671,[55 45] ; [19 10],[57.36434109 42.63565891] ; [16.63565891 12.36434109],0
b2,1,0.322661,0.978128,[17 41] ; [ 9 13],[18.85 39.15] ; [ 7.15 14.85],0
b3,1,0.322661,0.978128,[17 41] ; [ 9 13],[18.85 39.15] ; [ 7.15 14.85],0
p5,1,0.332173,0.940408,[ 1 99] ; [ 1 27],[ 1.5625 98.4375] ; [ 0.4375 27.5625],0
u2,1,0.350134,0.87297,[22 21] ; [ 6 10],[20.40677966 22.59322034] ; [7.59322034 8.40677966],0
p12,1,0.351813,0.866907,[ 1 98] ; [ 1 28],[ 1.546875 97.453125] ; [ 0.453125 28.546875],0
p1,1,0.353336,0.86144,[ 8 91] ; [ 4 25],[ 9.28125 89.71875] ; [ 2.71875 26.28125],0
a3,1,0.369148,0.80653,[56 44] ; [13 15],[53.90625 46.09375] ; [15.09375 12.90625],0
a2,1,0.383309,0.760063,[17 83] ; [ 3 26],[15.50387597 84.49612403] ; [ 4.49612403 24.50387597],0
p10,1,0.428315,0.627387,[24 75] ; [ 5 24],[22.4296875 76.5703125] ; [ 6.5703125 22.4296875],0
a8,1,0.559736,0.340162,[ 6 86] ; [ 1 27],[ 5.36666667 86.63333333] ; [ 1.63333333 26.36666667],0
s1,1,0.563401,0.333849,[ 7 92] ; [ 3 26],[ 7.734375 91.265625] ; [ 2.265625 26.734375],0
s5,1,0.567473,0.32693,[18 80] ; [ 4 25],[16.97637795 81.02362205] ; [ 5.02362205 23.97637795],0
a4,1,0.629281,0.233037,[34 65] ; [11 17],[35.07874016 63.92125984] ; [ 9.92125984 18.07874016],0
b4,1,0.712972,0.135326,[59 41] ; [16 13],[58.13953488 41.86046512] ; [16.86046512 12.13953488],0
n1,1,0.794696,0.067713,[12 24] ; [ 7 12],[12.43636364 23.56363636] ; [ 6.56363636 12.43636364],0
b1,1,0.802046,0.06285,[56 44] ; [17 12],[56.58914729 43.41085271] ; [16.41085271 12.58914729],0
d2,1,0.809824,0.057914,[49 51] ; [13 15],[48.4375 51.5625] ; [13.5625 14.4375],0
