Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.014768,5.943935,[ 32 108] ; [4 2],[ 34.52054795 105.47945205] ; [1.47945205 4.52054795],0
a6,1,0.034454,4.47205,[83 55] ; [1 5],[80.5 57.5] ; [3.5 2.5],0
v2,1,0.091354,2.850359,[68 63] ; [1 5],[65.97810219 65.02189781] ; [3.02189781 2.97810219],0
p11,1,0.104812,2.630754,[92 48] ; [2 4],[90.1369863 49.8630137] ; [3.8630137 2.1369863],0
d4,1,0.163968,1.937248,[104  34] ; [3 3],[102.54166667  35.45833333] ; [4.45833333 1.54166667],0
s8,1,0.216214,1.529325,[58 80] ; [1 5],[56.54166667 81.45833333] ; [2.45833333 3.54166667],0
a4,1,0.281712,1.158813,[62 78] ; [1 4],[60.82758621 79.17241379] ; [2.17241379 2.82758621],0
d5,1,0.311453,1.024506,[96 42] ; [3 3],[94.875 43.125] ; [4.125 1.875],0
s7,1,0.326923,0.961047,[55 76] ; [1 4],[53.94117647 77.05882353] ; [2.05882353 2.94117647],0
p1,1,0.33094,0.945217,[  9 131] ; [1 5],[  9.5890411 130.4109589] ; [0.4109589 5.5890411],0
p3,1,0.332262,0.94006,[50 89] ; [1 5],[48.88965517 90.11034483] ; [2.11034483 3.88965517],0
p4,1,0.336906,0.922169,[49 88] ; [1 5],[47.9020979 89.0979021] ; [2.0979021 3.9020979],0
s1,1,0.338588,0.915769,[  9 129] ; [1 5],[  9.58333333 128.41666667] ; [0.41666667 5.58333333],0
a3,1,0.384125,0.75746,[85 55] ; [4 1],[85.93103448 54.06896552] ; [3.06896552 1.93103448],0
p5,1,0.403616,0.697528,[ 10 126] ; [1 5],[ 10.53521127 125.46478873] ; [0.46478873 5.53521127],0
a5,1,0.452443,0.564525,[91 49] ; [3 3],[90.1369863 49.8630137] ; [3.8630137 2.1369863],0
s2,1,0.465124,0.533535,[67 71] ; [2 4],[66.125 71.875] ; [2.875 3.125],0
b5,1,0.500123,0.454676,[89 51] ; [3 3],[88.21917808 51.78082192] ; [3.78082192 2.21917808],0
p10,1,0.50264,0.449357,[87 50] ; [3 3],[86.22377622 50.77622378] ; [3.77622378 2.22377622],0
p6,1,0.559414,0.340719,[ 32 107] ; [2 4],[ 32.59310345 106.40689655] ; [1.40689655 4.59310345],0
v1,1,0.683407,0.166316,[57 80] ; [3 3],[57.48251748 79.51748252] ; [2.51748252 3.48251748],0
u3,1,0.694534,0.154221,[35 20] ; [1 1],[34.73684211 20.26315789] ; [1.26315789 0.73684211],0
n6,1,0.7445,0.106211,[108  31] ; [5 1],[108.32413793  30.67586207] ; [4.67586207 1.32413793],0
d3,1,0.779668,0.078261,[77 61] ; [3 3],[76.66666667 61.33333333] ; [3.33333333 2.66666667],0
s4,1,0.797397,0.065904,[ 29 109] ; [1 5],[ 28.75 109.25] ; [1.25 4.75],0
v3,1,0.836594,0.04254,[48 80] ; [2 4],[47.76119403 80.23880597] ; [2.23880597 3.76119403],0
r1,1,0.841166,0.040161,[112  28] ; [5 1],[112.19178082  27.80821918] ; [4.80821918 1.19178082],0
a7,1,0.849876,0.035825,[88 52] ; [4 2],[88.21917808 51.78082192] ; [3.78082192 2.21917808],0
p7,1,0.864429,0.029152,[50 86] ; [2 4],[49.8028169 86.1971831] ; [2.1971831 3.8028169],0
n5,1,0.867215,0.027955,[88 51] ; [4 2],[88.19310345 50.80689655] ; [3.80689655 2.19310345],0
b1,1,0.890817,0.018843,[66 74] ; [3 3],[66.16438356 73.83561644] ; [2.83561644 3.16438356],0
s5,1,0.894263,0.017666,[40 90] ; [2 4],[40.14705882 89.85294118] ; [1.85294118 4.14705882],0
s6,1,0.903072,0.014831,[88 49] ; [4 2],[88.13986014 48.86013986] ; [3.86013986 2.13986014],0
n4,1,0.933173,0.007031,[91 49] ; [4 2],[91.09589041 48.90410959] ; [3.90410959 2.09589041],0
p9,1,0.980185,0.000617,[92 45] ; [4 2],[91.97202797 45.02797203] ; [4.02797203 1.97202797],0
d1,1,1.0,0.0,[70 70] ; [3 3],[70. 70.] ; [3. 3.],0
