Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.08025,3.05983,[86  6] ; [2 1],[85.22105263  6.77894737] ; [2.77894737 0.22105263],0
r1,1,0.083951,2.986694,[77 15] ; [2 2],[75.70833333 16.29166667] ; [3.29166667 0.70833333],0
d1,1,0.097875,2.739826,[61 32] ; [1 3],[59.44329897 33.55670103] ; [2.55670103 1.44329897],0
s3,1,0.098581,2.728355,[59 31] ; [1 3],[57.44680851 32.55319149] ; [2.55319149 1.44680851],0
v4,1,0.1165,2.463756,[86  5] ; [3 1],[85.25263158  5.74736842] ; [3.74736842 0.25263158],0
p3,1,0.164548,1.931925,[73 19] ; [2 2],[71.875 20.125] ; [3.125 0.875],0
s2,1,0.173364,1.853615,[54 37] ; [1 3],[52.68421053 38.31578947] ; [2.31578947 1.68421053],0
d2,1,0.198102,1.656315,[53 39] ; [1 3],[51.75 40.25] ; [2.25 1.75],0
v2,1,0.230027,1.440695,[50 40] ; [1 3],[48.82978723 41.17021277] ; [2.17021277 1.82978723],0
s1,1,0.268367,1.225077,[ 8 85] ; [1 3],[ 8.62886598 84.37113402] ; [0.37113402 3.62886598],0
p6,1,0.283824,1.148686,[58 33] ; [1 2],[57.11702128 33.88297872] ; [1.88297872 1.11702128],0
r4,1,0.32374,0.973776,[84  9] ; [3 1],[83.41237113  9.58762887] ; [3.58762887 0.41237113],0
a4,1,0.380942,0.76766,[44 49] ; [1 3],[43.1443299 49.8556701] ; [1.8556701 2.1443299],0
v1,1,0.406271,0.689685,[62 27] ; [2 2],[61.24731183 27.75268817] ; [2.75268817 1.24731183],0
d3,1,0.408554,0.683004,[64 28] ; [2 2],[63.25 28.75] ; [2.75 1.25],0
a8,1,0.415379,0.663352,[13 70] ; [1 2],[13.51162791 69.48837209] ; [0.48837209 2.51162791],0
b3,1,0.505843,0.442657,[32 36] ; [2 1],[32.56338028 35.43661972] ; [1.43661972 1.56338028],0
b2,1,0.505843,0.442657,[32 36] ; [2 1],[32.56338028 35.43661972] ; [1.43661972 1.56338028],0
n2,1,0.515305,0.42328,[13  5] ; [1 1],[12.6  5.4] ; [1.4 0.6],0
a6,1,0.565427,0.330394,[59 33] ; [2 2],[58.45833333 33.54166667] ; [2.54166667 1.45833333],0
p11,1,0.639723,0.219105,[78 15] ; [3 1],[77.65979381 15.34020619] ; [3.34020619 0.65979381],0
s8,1,0.656265,0.198093,[55 35] ; [2 2],[54.57446809 35.42553191] ; [2.42553191 1.57446809],0
b4,1,0.68328,0.166458,[56 37] ; [2 2],[55.60824742 37.39175258] ; [2.39175258 1.60824742],0
v3,1,0.758194,0.094774,[52 38] ; [2 2],[51.70212766 38.29787234] ; [2.29787234 1.70212766],0
p7,1,0.761171,0.092381,[73 17] ; [3 1],[72.76595745 17.23404255] ; [3.23404255 0.76595745],0
a7,1,0.793348,0.068626,[64 29] ; [3 1],[64.2371134 28.7628866] ; [2.7628866 1.2371134],0
a3,1,0.868027,0.027611,[73 20] ; [3 1],[72.86597938 20.13402062] ; [3.13402062 0.86597938],0
s7,1,0.89903,0.0161,[62 24] ; [3 1],[62.11111111 23.88888889] ; [2.88888889 1.11111111],0
b5,1,0.949606,0.003995,[45 48] ; [2 2],[45.06185567 47.93814433] ; [1.93814433 2.06185567],0
a5,1,0.950652,0.00383,[71 22] ; [3 1],[70.94845361 22.05154639] ; [3.05154639 0.94845361],0
s5,1,0.965408,0.001881,[57 27] ; [2 1],[56.96551724 27.03448276] ; [2.03448276 0.96551724],0
