Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,98.874823,[121  37] ; [ 21 103],[79.56028369 78.43971631] ; [62.43971631 61.56028369],1
d5,1,0.0,93.384507,[158   3] ; [62 63],[123.84615385  37.15384615] ; [96.15384615 28.84615385],1
d4,1,0.0,88.07812,[158   2] ; [66 59],[125.75438596  34.24561404] ; [98.24561404 26.75438596],1
d3,1,0.0,75.585803,[139  22] ; [46 79],[104.14335664  56.85664336] ; [80.85664336 44.14335664],1
u1,1,0.0,42.83743,[ 49 112] ; [  1 124],[ 28.14685315 132.85314685] ; [ 21.85314685 103.14685315],1
a4,1,0.0,39.24667,[97 63] ; [29 95],[70.98591549 89.01408451] ; [55.01408451 68.98591549],1
a2,1,0.0,38.614271,[ 55 106] ; [  5 120],[ 33.77622378 127.22377622] ; [26.22377622 98.77622378],1
a5,1,2e-06,22.955603,[129  32] ; [67 58],[110.33566434  50.66433566] ; [85.66433566 39.33566434],1
a3,1,2.2e-05,18.041131,[122  39] ; [64 60],[105.07368421  55.92631579] ; [80.92631579 43.07368421],1
p4,1,0.000417,12.453562,[87 74] ; [41 83],[72.30877193 88.69122807] ; [55.69122807 68.30877193],1
s2,1,0.000483,12.181091,[84 74] ; [39 82],[69.65591398 88.34408602] ; [53.34408602 67.65591398],1
s8,1,0.000915,10.992235,[71 88] ; [32 93],[ 57.66549296 101.33450704] ; [45.33450704 79.66549296],1
s7,1,0.001342,10.283182,[73 77] ; [36 86],[60.11029412 89.88970588] ; [48.88970588 73.11029412],0
a7,1,0.001456,10.133186,[125  35] ; [76 49],[112.84210526  47.15789474] ; [88.15789474 36.84210526],0
s3,1,0.004033,8.268925,[88 71] ; [46 75],[76.09285714 82.90714286] ; [57.90714286 63.09285714],0
u3,1,0.006948,7.286399,[28 11] ; [27 34],[21.45 17.55] ; [33.55 27.45],0
v2,1,0.008673,6.888913,[86 69] ; [47 72],[75.23722628 79.76277372] ; [57.76277372 61.23722628],0
r1,1,0.011103,6.448756,[125  36] ; [80 45],[115.4020979  45.5979021] ; [89.5979021 35.4020979],0
a6,1,0.014756,5.945382,[115  46] ; [72 53],[105.26923077  55.73076923] ; [81.73076923 43.26923077],0
p6,1,0.016096,5.792306,[ 32 127] ; [ 12 112],[ 24.72084806 134.27915194] ; [ 19.27915194 104.72084806],0
r2,1,0.037062,4.34756,[149  10] ; [108  17],[143.88380282  15.11619718] ; [113.11619718  11.88380282],0
p3,1,0.042768,4.104543,[ 59 101] ; [32 93],[ 51.0877193 108.9122807] ; [39.9122807 85.0877193],0
v3,1,0.071354,3.251597,[56 95] ; [33 90],[ 49.04744526 101.95255474] ; [39.95255474 83.04744526],0
p12,1,0.078795,3.089587,[ 17 144] ; [  6 118],[ 12.99298246 148.00701754] ; [ 10.00701754 113.99298246],0
r3,1,0.084572,2.974766,[150  10] ; [109  15],[145.91549296  14.08450704] ; [113.08450704  10.91549296],0
a8,1,0.10359,2.649385,[ 10 134] ; [ 15 101],[ 13.84615385 130.15384615] ; [ 11.15384615 104.84615385],0
n4,1,0.139285,2.185841,[128  33] ; [90 35],[122.72027972  38.27972028] ; [95.27972028 29.72027972],0
u2,1,0.202133,1.626897,[23 16] ; [28 33],[19.89 19.11] ; [31.11 29.89],0
b1,1,0.226371,1.463517,[64 97] ; [41 84],[ 59.10839161 101.89160839] ; [45.89160839 79.10839161],0
n2,1,0.242119,1.368212,[36 17] ; [27  7],[38.37931034 14.62068966] ; [24.62068966  9.37931034],0
n1,1,0.305128,1.051648,[24 30] ; [11 22],[21.72413793 32.27586207] ; [13.27586207 19.72413793],0
p2,1,0.346885,0.884818,[114  47] ; [82 43],[110.33566434  50.66433566] ; [85.66433566 39.33566434],0
b4,1,0.391948,0.732891,[99 62] ; [83 42],[102.45454545  58.54545455] ; [79.54545455 45.45454545],0
v4,1,0.393246,0.728882,[150  11] ; [113  12],[148.05244755  12.94755245] ; [114.94755245  10.05244755],0
s6,1,0.409939,0.678979,[102  57] ; [73 50],[98.67021277 60.32978723] ; [76.32978723 46.67021277],0
s1,1,0.423547,0.640454,[  6 155] ; [  7 115],[  7.39575972 153.60424028] ; [  5.60424028 116.39575972],0
n3,1,0.481866,0.494636,[33 20] ; [23 10],[34.51162791 18.48837209] ; [21.48837209 11.51162791],0
s4,1,0.485858,0.485687,[ 24 133] ; [ 23 102],[ 26.16666667 130.83333333] ; [ 20.83333333 104.16666667],0
s5,1,0.518333,0.41721,[ 41 111] ; [28 91],[ 38.70110701 113.29889299] ; [30.29889299 88.70110701],0
p1,1,0.521896,0.410144,[ 15 146] ; [  9 116],[ 13.51048951 147.48951049] ; [ 10.48951049 114.51048951],0
a1,1,0.523814,0.406378,[  6 155] ; [  3 122],[  5.06643357 155.93356643] ; [  3.93356643 121.06643357],0
n5,1,0.542341,0.371218,[124  36] ; [93 32],[121.8245614  38.1754386] ; [95.1754386 29.8245614],0
p5,1,0.570173,0.322393,[ 13 146] ; [  8 117],[ 11.75704225 147.24295775] ; [  9.24295775 115.75704225],0
p11,1,0.656692,0.197567,[116  45] ; [93 32],[117.65384615  43.34615385] ; [91.34615385 33.65384615],0
r4,1,0.694042,0.154744,[133  28] ; [101  24],[131.72727273  29.27272727] ; [102.27272727  22.72727273],0
v1,1,0.740762,0.109458,[67 86] ; [51 71],[65.65090909 87.34909091] ; [52.34909091 69.65090909],0
b3,1,0.750361,0.101228,[38 65] ; [21 40],[37.05487805 65.94512195] ; [21.94512195 39.05487805],0
b2,1,0.750361,0.101228,[38 65] ; [21 40],[37.05487805 65.94512195] ; [21.94512195 39.05487805],0
p10,1,0.783962,0.075164,[114  45] ; [90 33],[115.0212766  43.9787234] ; [88.9787234 34.0212766],0
p9,1,0.822134,0.050536,[121  35] ; [96 26],[121.76978417  34.23021583] ; [95.23021583 26.76978417],0
b5,1,0.941469,0.005391,[105  56] ; [81 44],[104.70629371  56.29370629] ; [81.29370629 43.70629371],0
p8,1,0.947927,0.004265,[ 41 120] ; [32 92],[ 41.23859649 119.76140351] ; [31.76140351 92.23859649],0
