Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.7e-05,15.390051,[42 80] ; [21  7],[51.24 70.76] ; [11.76 16.24],1
s2,1,0.000177,14.057879,[26 94] ; [16 12],[34.05405405 85.94594595] ; [ 7.94594595 20.05405405],1
s7,1,0.005261,7.787598,[24 87] ; [13 14],[29.76086957 81.23913043] ; [ 7.23913043 19.76086957],0
s3,1,0.007341,7.187566,[40 80] ; [17 11],[46.21621622 73.78378378] ; [10.78378378 17.21621622],0
s4,1,0.010423,6.561058,[ 15 106] ; [ 9 19],[ 19.48993289 101.51006711] ; [ 4.51006711 23.48993289],0
d2,1,0.013858,6.056113,[53 67] ; [19  8],[58.7755102 61.2244898] ; [13.2244898 13.7755102],0
v2,1,0.019615,5.445845,[37 80] ; [15 12],[42.25 74.75] ; [ 9.75 17.25],0
p5,1,0.031133,4.645605,[  1 121] ; [ 2 26],[  2.44 119.56] ; [ 0.56 27.44],0
s8,1,0.044219,4.048177,[ 16 106] ; [ 8 20],[ 19.52 102.48] ; [ 4.48 23.52],0
d4,1,0.057641,3.604001,[80 40] ; [23  4],[84.08163265 35.91836735] ; [18.91836735  8.08163265],0
p4,1,0.065589,3.390109,[31 91] ; [12 16],[34.97333333 87.02666667] ; [ 8.02666667 19.97333333],0
n2,1,0.090542,2.864707,[31 26] ; [9 2],[33.52941176 23.47058824] ; [6.47058824 4.52941176],0
r2,1,0.104112,2.641393,[95 24] ; [26  2],[97.95238095 21.04761905] ; [23.04761905  4.95238095],0
p6,1,0.122454,2.385649,[ 17 103] ; [ 1 27],[ 14.59459459 105.40540541] ; [ 3.40540541 24.59459459],0
a5,1,0.139388,2.184701,[64 58] ; [19  9],[67.50666667 54.49333333] ; [15.49333333 12.50666667],0
b4,1,0.14853,2.087281,[69 53] ; [20  8],[72.38666667 49.61333333] ; [16.61333333 11.38666667],0
p3,1,0.16896,1.89215,[28 93] ; [10 18],[30.8590604 90.1409396] ; [ 7.1409396 20.8590604],0
b2,1,0.178226,1.812357,[28 48] ; [ 5 18],[25.33333333 50.66666667] ; [ 7.66666667 15.33333333],0
b3,1,0.178226,1.812357,[28 48] ; [ 5 18],[25.33333333 50.66666667] ; [ 7.66666667 15.33333333],0
a7,1,0.205077,1.605843,[70 51] ; [12 15],[67.04054054 53.95945946] ; [14.95945946 12.04054054],0
p9,1,0.206273,1.597393,[34 86] ; [11 16],[36.73469388 83.26530612] ; [ 8.26530612 18.73469388],0
a4,1,0.207821,1.586541,[49 72] ; [15 13],[51.97315436 69.02684564] ; [12.02684564 15.97315436],0
v1,1,0.238763,1.387883,[39 81] ; [12 15],[41.63265306 78.36734694] ; [ 9.36734694 17.63265306],0
p1,1,0.249301,1.327216,[  6 115] ; [ 3 25],[  7.30872483 113.69127517] ; [ 1.69127517 26.30872483],0
r3,1,0.265063,1.242121,[91 30] ; [23  4],[93.2027027 27.7972973] ; [20.7972973  6.2027027],0
d1,1,0.341587,0.904466,[49 73] ; [14 14],[51.24 70.76] ; [11.76 16.24],0
b5,1,0.346689,0.885539,[71 51] ; [19  9],[73.2 48.8] ; [16.8 11.2],0
a6,1,0.349632,0.874792,[68 53] ; [13 15],[65.77852349 55.22147651] ; [15.22147651 12.77852349],0
p7,1,0.38865,0.743161,[33 87] ; [10 18],[34.86486486 85.13513514] ; [ 8.13513514 19.86486486],0
n6,1,0.398898,0.711645,[70 51] ; [18  9],[71.94594595 49.05405405] ; [16.05405405 10.94594595],0
p2,1,0.401919,0.702576,[59 63] ; [16 12],[61. 61.] ; [14. 14.],0
r4,1,0.406535,0.68891,[77 45] ; [20  8],[78.89333333 43.10666667] ; [18.10666667  9.89333333],0
n3,1,0.42698,0.631024,[33 22] ; [8 3],[34.16666667 20.83333333] ; [6.83333333 4.16666667],0
s1,1,0.454358,0.559758,[  8 113] ; [ 3 25],[  8.93288591 112.06711409] ; [ 2.06711409 25.93288591],0
a8,1,0.482297,0.493666,[ 12 102] ; [ 4 22],[ 13.02857143 100.97142857] ; [ 2.97142857 23.02857143],0
v3,1,0.504483,0.445494,[27 88] ; [ 8 19],[28.34507042 86.65492958] ; [ 6.65492958 20.34507042],0
p12,1,0.514837,0.424224,[  2 119] ; [ 1 27],[  2.43624161 118.56375839] ; [ 0.56375839 27.43624161],0
v4,1,0.530749,0.392958,[92 28] ; [23  5],[93.24324324 26.75675676] ; [21.75675676  6.24324324],0
r1,1,0.561643,0.336867,[75 46] ; [19  9],[76.33557047 44.66442953] ; [17.66442953 10.33557047],0
d5,1,0.589709,0.290798,[80 41] ; [20  8],[81.20805369 39.79194631] ; [18.79194631  9.20805369],0
a2,1,0.600544,0.274176,[ 21 101] ; [ 6 22],[ 21.96 100.04] ; [ 5.04 22.96],0
u2,1,0.647975,0.208463,[23 25] ; [4 6],[22.34482759 25.65517241] ; [4.65517241 5.34482759],0
n5,1,0.655921,0.198516,[66 55] ; [16 11],[67.04054054 53.95945946] ; [14.95945946 12.04054054],0
u3,1,0.694218,0.154557,[26 24] ; [5 6],[25.40983607 24.59016393] ; [5.59016393 5.40983607],0
a3,1,0.739961,0.110161,[72 49] ; [17 10],[72.76351351 48.23648649] ; [16.23648649 10.76351351],0
a1,1,0.750647,0.100988,[ 11 111] ; [ 2 26],[ 10.57333333 111.42666667] ; [ 2.42666667 25.57333333],0
p11,1,0.774065,0.082404,[53 69] ; [13 15],[53.68 68.32] ; [12.32 15.68],0
u1,1,0.775172,0.081577,[ 15 107] ; [ 4 24],[ 15.45333333 106.54666667] ; [ 3.54666667 24.45333333],0
d3,1,0.823922,0.049508,[62 59] ; [15 13],[62.53020134 58.46979866] ; [14.46979866 13.53020134],0
