Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,86.581304,[161  24] ; [58 93],[120.58035714  64.41964286] ; [98.41964286 52.58035714],1
s7,1,0.0,28.378428,[116  61] ; [54 96],[92.01834862 84.98165138] ; [77.98165138 72.01834862],1
s8,1,0.0,26.378449,[116  69] ; [ 53 100],[92.5 92.5] ; [76.5 76.5],1
d2,1,0.003887,8.336037,[97 87] ; [57 97],[ 83.83431953 100.16568047] ; [70.16568047 83.83431953],0
d1,1,0.009653,6.697924,[116  69] ; [75 79],[104.23303835  80.76696165] ; [86.76696165 67.23303835],0
u1,1,0.024782,5.039049,[ 40 145] ; [ 19 135],[ 32.19764012 152.80235988] ; [ 26.80235988 127.19764012],0
s1,1,0.041012,4.175515,[ 10 172] ; [  2 150],[  6.53892216 175.46107784] ; [  5.46107784 146.53892216],0
a3,1,0.053941,3.714518,[132  53] ; [94 59],[123.69822485  61.30177515] ; [102.30177515  50.69822485],0
s4,1,0.065255,3.398525,[ 35 148] ; [ 18 135],[ 28.86607143 154.13392857] ; [ 24.13392857 128.86607143],0
r3,1,0.080556,3.053642,[180   4] ; [145   9],[176.92307692   7.07692308] ; [148.07692308   5.92307692],0
v1,1,0.082748,3.010079,[87 89] ; [88 61],[94.76923077 81.23076923] ; [80.23076923 68.76923077],0
p4,1,0.115517,2.477078,[120  65] ; [87 67],[112.96460177  72.03539823] ; [94.03539823 59.96460177],0
a2,1,0.119536,2.423387,[ 48 137] ; [ 29 125],[ 42.02064897 142.97935103] ; [ 34.97935103 119.02064897],0
r1,1,0.122027,2.391114,[155  30] ; [118  35],[149.42307692  35.57692308] ; [123.57692308  29.42307692],0
b1,1,0.125156,2.351584,[ 80 105] ; [ 54 100],[ 73.12684366 111.87315634] ; [60.87315634 93.12684366],0
d4,1,0.135651,2.226614,[154  30] ; [119  35],[148.61538462  35.38461538] ; [124.38461538  29.61538462],0
a4,1,0.171561,1.869252,[ 81 104] ; [55 96],[ 74.88095238 110.11904762] ; [61.11904762 89.88095238],0
u4,1,0.218905,1.511534,[  8 177] ; [  3 151],[  6.00294985 178.99705015] ; [  4.99705015 149.00294985],0
u3,1,0.249906,1.32383,[34 17] ; [33 26],[31.06363636 19.93636364] ; [35.93636364 23.06363636],0
p1,1,0.25138,1.315619,[ 14 170] ; [  7 146],[ 11.46587537 172.53412463] ; [  9.53412463 143.46587537],0
p11,1,0.269362,1.219991,[141  44] ; [125  29],[145.16224189  39.83775811] ; [120.83775811  33.16224189],0
p6,1,0.273881,1.197205,[ 65 117] ; [ 46 107],[ 60.30447761 121.69552239] ; [ 50.69552239 102.30447761],0
a6,1,0.28717,1.132843,[124  60] ; [112  42],[128.47337278  55.52662722] ; [107.52662722  46.47337278],0
p12,1,0.289338,1.122698,[ 15 169] ; [  8 145],[ 12.5578635 171.4421365] ; [ 10.4421365 142.5578635],0
a8,1,0.289482,1.122028,[ 27 144] ; [ 16 122],[ 23.7961165 147.2038835] ; [ 19.2038835 118.7961165],0
b2,1,0.321131,0.984334,[40 74] ; [26 65],[36.70243902 77.29756098] ; [29.29756098 61.70243902],0
b3,1,0.321131,0.984334,[40 74] ; [26 65],[36.70243902 77.29756098] ; [29.29756098 61.70243902],0
p2,1,0.347658,0.881988,[149  35] ; [129  23],[152.23809524  31.76190476] ; [125.76190476  26.23809524],0
b4,1,0.357994,0.844919,[105  80] ; [95 59],[109.14454277  75.85545723] ; [90.85545723 63.14454277],0
n2,1,0.367845,0.810932,[24 13] ; [29 10],[25.80263158 11.19736842] ; [27.19736842 11.80263158],0
v4,1,0.381603,0.765531,[176   8] ; [144  10],[174.20118343   9.79881657] ; [145.79881657   8.20118343],0
a7,1,0.424712,0.637241,[134  50] ; [118  36],[137.18343195  46.81656805] ; [114.81656805  39.18343195],0
p8,1,0.430677,0.620996,[86 97] ; [77 73],[89.57657658 93.42342342] ; [73.42342342 76.57657658],0
p5,1,0.509037,0.436046,[ 12 170] ; [ 13 140],[ 13.58208955 168.41791045] ; [ 11.41791045 141.58208955],0
v2,1,0.526871,0.400423,[99 75] ; [79 69],[96.1863354 77.8136646] ; [81.8136646 66.1863354],0
p10,1,0.537656,0.379901,[148  35] ; [118  33],[145.74251497  37.25748503] ; [120.25748503  30.74251497],0
u2,1,0.539041,0.37732,[34 17] ; [36 23],[32.45454545 18.54545455] ; [37.54545455 21.45454545],0
a5,1,0.613447,0.255187,[132  53] ; [106  48],[129.8820059  55.1179941] ; [108.1179941  45.8820059],0
d5,1,0.621119,0.244298,[152  32] ; [124  30],[150.24852071  33.75147929] ; [125.75147929  28.24852071],0
a1,1,0.665842,0.186504,[  9 176] ; [  6 148],[  8.18584071 176.81415929] ; [  6.81415929 147.18584071],0
r4,1,0.693249,0.155591,[167  18] ; [137  17],[165.89970501  19.10029499] ; [138.10029499  15.89970501],0
p3,1,0.754959,0.097411,[89 96] ; [71 82],[87.5739645 97.4260355] ; [72.4260355 80.5739645],0
d3,1,0.760331,0.093053,[125  59] ; [107  47],[126.29585799  57.70414201] ; [105.70414201  48.29585799],0
n1,1,0.763811,0.090288,[13 24] ; [15 24],[13.63157895 23.36842105] ; [14.36842105 24.63157895],0
n6,1,0.763937,0.090189,[154  30] ; [127  27],[152.9704142  31.0295858] ; [128.0295858  25.9704142],0
p7,1,0.777778,0.079646,[109  70] ; [93 56],[110.23780488  68.76219512] ; [91.76219512 57.23780488],0
r2,1,0.806575,0.05995,[171  12] ; [141  11],[170.4358209  12.5641791] ; [141.5641791  10.4358209],0
b5,1,0.808759,0.058577,[119  66] ; [101  53],[120.05899705  64.94100295] ; [99.94100295 54.05899705],0
n5,1,0.822929,0.050077,[140  44] ; [118  35],[140.86646884  43.13353116] ; [117.13353116  35.86646884],0
p9,1,0.883154,0.021601,[152  31] ; [128  25],[152.5  30.5] ; [127.5  25.5],0
n3,1,0.88354,0.021457,[26 11] ; [28 11],[26.28947368 10.71052632] ; [27.71052632 11.28947368],0
v3,1,0.893219,0.018018,[ 67 106] ; [57 93],[ 66.41486068 106.58513932] ; [57.58513932 92.41486068],0
n4,1,0.985156,0.000346,[144  41] ; [120  34],[144.07079646  40.92920354] ; [119.92920354  34.07079646],0
