Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,40.225859,[23 37] ; [256  71],[43.25581395 16.74418605] ; [235.74418605  91.25581395],1
s3,1,0.0,38.050885,[25 35] ; [260  66],[44.30051813 15.69948187] ; [240.69948187  85.30051813],1
s7,1,2e-05,18.165596,[33 26] ; [256  59],[45.59090909 13.40909091] ; [243.40909091  71.59090909],1
s5,1,0.000402,12.522913,[13 43] ; [154 162],[25.13978495 30.86021505] ; [141.86021505 174.13978495],1
r3,1,0.008082,7.015297,[55  6] ; [320   9],[58.65384615  2.34615385] ; [316.34615385  12.65384615],0
s4,1,0.014614,5.962463,[ 5 56] ; [ 71 256],[11.94845361 49.05154639] ; [ 64.05154639 262.94845361],0
d5,1,0.020802,5.343329,[46 15] ; [285  43],[51.90488432  9.09511568] ; [279.09511568  48.90488432],0
b3,1,0.053235,3.736522,[26 20] ; [ 91 131],[20.08208955 25.91791045] ; [ 96.91791045 125.08208955],0
b2,1,0.053235,3.736522,[26 20] ; [ 91 131],[20.08208955 25.91791045] ; [ 96.91791045 125.08208955],0
v3,1,0.054506,3.69714,[34 24] ; [141 173],[27.28494624 30.71505376] ; [147.71505376 166.28494624],0
p10,1,0.074412,3.182902,[49 12] ; [288  37],[53.25647668  7.74352332] ; [283.74352332  41.25647668],0
r4,1,0.093535,2.812452,[55  6] ; [314  15],[57.71538462  3.28461538] ; [311.28461538  17.71538462],0
b5,1,0.111048,2.53924,[31 30] ; [203 126],[36.6 24.4] ; [197.4 131.6],0
r1,1,0.111589,2.531566,[48 13] ; [283  44],[52.03865979  8.96134021] ; [278.96134021  48.03865979],0
p9,1,0.130678,2.284437,[52  9] ; [299  28],[55.18298969  5.81701031] ; [295.81701031  31.18298969],0
p1,1,0.14637,2.10968,[ 3 58] ; [ 36 291],[ 6.1314433 54.8685567] ; [ 32.8685567 294.1314433],0
a2,1,0.151299,2.059101,[12 49] ; [ 94 235],[16.57948718 44.42051282] ; [ 89.42051282 239.57948718],0
v2,1,0.180258,1.795497,[41 19] ; [185 128],[36.3538874 23.6461126] ; [189.6461126 123.3538874],0
u3,1,0.222045,1.491103,[6 5] ; [53 20],[7.72619048 3.27380952] ; [51.27380952 21.72619048],0
p4,1,0.224507,1.475328,[37 24] ; [225 103],[41.0848329 19.9151671] ; [220.9151671 107.0848329],0
p12,1,0.242598,1.365436,[ 4 57] ; [ 38 289],[ 6.60309278 54.39690722] ; [ 35.39690722 291.60309278],0
a6,1,0.285337,1.141494,[37 24] ; [222 106],[40.61439589 20.38560411] ; [218.38560411 109.61439589],0
u4,1,0.29096,1.115174,[ 1 60] ; [ 15 314],[ 2.5025641 58.4974359] ; [ 13.4974359 315.5025641],0
u1,1,0.308655,1.036424,[11 50] ; [ 79 250],[14.07692308 46.92307692] ; [ 75.92307692 253.07692308],0
s1,1,0.340608,0.908142,[ 1 58] ; [ 14 311],[ 2.3046875 56.6953125] ; [ 12.6953125 312.3046875],0
b1,1,0.391176,0.735284,[22 39] ; [138 191],[25.02564103 35.97435897] ; [134.97435897 194.02564103],0
p5,1,0.42265,0.642934,[ 7 52] ; [ 52 274],[ 9.04155844 49.95844156] ; [ 49.95844156 276.04155844],0
v1,1,0.447729,0.576395,[35 26] ; [197 118],[37.63829787 23.36170213] ; [194.36170213 120.63829787],0
a3,1,0.492748,0.47052,[50 11] ; [256  72],[47.98457584 13.01542416] ; [258.01542416  69.98457584],0
n5,1,0.534011,0.386753,[46 14] ; [263  65],[47.78350515 12.21649485] ; [261.21649485  66.78350515],0
p11,1,0.540411,0.374778,[51 10] ; [264  65],[49.26923077 11.73076923] ; [265.73076923  63.26923077],0
a4,1,0.559243,0.341017,[27 34] ; [159 170],[29.09230769 31.90769231] ; [156.90769231 172.09230769],0
n6,1,0.586227,0.296275,[52  9] ; [287  40],[53.29639175  7.70360825] ; [285.70360825  41.29639175],0
p2,1,0.626505,0.236831,[53  8] ; [277  51],[51.74807198  9.25192802] ; [278.25192802  49.74807198],0
a5,1,0.647445,0.209137,[47 14] ; [262  67],[48.33076923 12.66923077] ; [260.66923077  68.33076923],0
p6,1,0.655085,0.199549,[26 34] ; [151 174],[27.58441558 32.41558442] ; [149.41558442 175.58441558],0
d4,1,0.675496,0.17524,[51 10] ; [281  47],[52.06169666  8.93830334] ; [279.93830334  48.06169666],0
n3,1,0.709123,0.139155,[8 3] ; [51 25],[7.45977011 3.54022989] ; [51.54022989 24.45977011],0
a7,1,0.716769,0.13161,[44 17] ; [229  99],[42.80976864 18.19023136] ; [230.19023136  97.80976864],0
n1,1,0.753306,0.098774,[5 5] ; [34 42],[4.53488372 5.46511628] ; [34.46511628 41.53488372],0
n4,1,0.762549,0.091286,[49 12] ; [268  59],[49.83762887 11.16237113] ; [267.16237113  59.83762887],0
a1,1,0.78987,0.071011,[ 3 58] ; [ 19 310],[ 3.44102564 57.55897436] ; [ 18.55897436 310.44102564],0
p8,1,0.800815,0.063651,[36 25] ; [185 138],[35.10677083 25.89322917] ; [185.89322917 137.10677083],0
r2,1,0.809574,0.058069,[58  2] ; [316   9],[58.28571429  1.71428571] ; [315.71428571   9.28571429],0
p7,1,0.819465,0.05209,[41 19] ; [222  96],[41.74603175 18.25396825] ; [221.25396825  96.74603175],0
b4,1,0.819723,0.051939,[36 25] ; [189 140],[35.19230769 25.80769231] ; [189.80769231 139.19230769],0
u2,1,0.843059,0.039197,[7 4] ; [48 24],[7.28915663 3.71084337] ; [47.71084337 24.28915663],0
d2,1,0.873344,0.025412,[34 27] ; [187 142],[34.56666667 26.43333333] ; [186.43333333 142.56666667],0
p3,1,0.886474,0.020383,[35 26] ; [192 137],[35.50512821 25.49487179] ; [191.49487179 137.50512821],0
a8,1,0.896283,0.016993,[ 9 46] ; [ 47 253],[ 8.67605634 46.32394366] ; [ 47.32394366 252.67605634],0
n2,1,0.923198,0.009294,[9 3] ; [56 20],[8.86363636 3.13636364] ; [56.13636364 19.86363636],0
d1,1,0.967753,0.001634,[41 20] ; [222 107],[41.13589744 19.86410256] ; [221.86410256 107.13589744],0
d3,1,0.996873,1.5e-05,[43 18] ; [232  97],[43.01282051 17.98717949] ; [231.98717949  97.01282051],0
