Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,81.536127,[187  71] ; [ 38 108],[143.68811881 114.31188119] ; [81.31188119 64.68811881],1
p8,1,0.0,43.573215,[170  88] ; [46 99],[138.28287841 119.71712159] ; [77.71712159 67.28287841],1
p6,1,0.0,35.310102,[137 119] ; [ 33 111],[108.8 147.2] ; [61.2 82.8],1
p2,1,0.0,29.967436,[240  18] ; [107  39],[221.5990099  36.4009901] ; [125.4009901  20.5990099],1
p5,1,1e-06,23.315499,[ 54 201] ; [  5 141],[ 37.51870324 217.48129676] ; [ 21.48129676 124.51870324],1
s2,1,1.7e-05,18.500991,[221  38] ; [98 48],[204.00246914  54.99753086] ; [114.99753086  31.00246914],1
d1,1,2e-05,18.235515,[183  76] ; [72 74],[163.07407407  95.92592593] ; [91.92592593 54.07407407],1
n6,1,2.3e-05,17.943563,[243  16] ; [116  29],[230.1509901  28.8490099] ; [128.8490099  16.1509901],1
p7,1,2.5e-05,17.752452,[192  64] ; [76 64],[173.25252525  82.74747475] ; [94.74747475 45.25252525],1
d3,1,8.4e-05,15.475853,[200  59] ; [85 60],[182.71039604  76.28960396] ; [102.28960396  42.71039604],1
s6,1,0.000402,12.520905,[224  29] ; [107  36],[211.47222222  41.52777778] ; [119.52777778  23.47222222],1
r4,1,0.000573,11.860194,[247  12] ; [125  21],[237.8962963  21.1037037] ; [134.1037037  11.8962963],1
s8,1,0.000907,11.008331,[169  89] ; [71 75],[153.26732673 104.73267327] ; [86.73267327 59.26732673],1
p9,1,0.001915,9.628853,[234  25] ; [115  30],[223.74009901  35.25990099] ; [125.25990099  19.74009901],0
p12,1,0.001955,9.591488,[ 39 219] ; [  7 137],[ 29.52238806 228.47761194] ; [ 16.47761194 127.52238806],0
s7,1,0.003966,8.299107,[185  64] ; [85 56],[172.38461538  76.61538462] ; [97.61538462 43.38461538],0
d2,1,0.004116,8.23196,[151 108] ; [63 82],[137.19306931 121.80693069] ; [76.80693069 68.19306931],0
a5,1,0.004797,7.954432,[208  51] ; [99 47],[196.32839506  62.67160494] ; [110.67160494  35.32839506],0
d5,1,0.006238,7.480295,[222  36] ; [109  36],[211.9057072  46.0942928] ; [119.0942928  25.9057072],0
n5,1,0.007518,7.144823,[236  23] ; [119  26],[227.58663366  31.41336634] ; [127.41336634  17.58663366],0
p10,1,0.007649,7.113847,[227  31] ; [113  32],[217.6674938  40.3325062] ; [122.3325062  22.6674938],0
s5,1,0.01045,6.556461,[112 134] ; [44 93],[100.19843342 145.80156658] ; [55.80156658 81.19843342],0
v4,1,0.010893,6.482648,[251   7] ; [132  12],[245.80597015  12.19402985] ; [137.19402985   6.80597015],0
u4,1,0.021871,5.256002,[ 13 246] ; [  1 145],[  8.95308642 250.04691358] ; [  5.04691358 140.95308642],0
a2,1,0.030091,4.704092,[ 77 182] ; [ 29 117],[ 67.78765432 191.21234568] ; [ 38.21234568 107.78765432],0
d4,1,0.041928,4.138101,[223  35] ; [114  31],[215.74689826  42.25310174] ; [121.25310174  23.74689826],0
a1,1,0.054995,3.682229,[ 19 240] ; [  4 142],[ 14.70864198 244.29135802] ; [  8.29135802 137.70864198],0
v3,1,0.061905,3.485585,[116 132] ; [53 90],[107.19181586 140.80818414] ; [61.80818414 81.19181586],0
u1,1,0.063085,3.45436,[ 61 198] ; [ 23 123],[ 53.71851852 205.28148148] ; [ 30.28148148 115.71851852],0
r3,1,0.076654,3.134446,[250   8] ; [135  10],[246.4764268  11.5235732] ; [138.5235732   6.4764268],0
a8,1,0.087466,2.9204,[ 37 208] ; [ 30 106],[ 43.0839895 201.9160105] ; [ 23.9160105 112.0839895],0
v1,1,0.110685,2.544408,[148 104] ; [70 69],[140.50127877 111.49872123] ; [77.49872123 61.50127877],0
p11,1,0.112137,2.523838,[217  42] ; [113  33],[211.03703704  47.96296296] ; [118.96296296  27.03703704],0
a7,1,0.119023,2.430137,[187  71] ; [95 51],[180.08910891  77.91089109] ; [101.91089109  44.08910891],0
a4,1,0.145069,2.123345,[129 129] ; [62 84],[121.97524752 136.02475248] ; [69.02475248 76.97524752],0
a3,1,0.148798,2.084531,[204  55] ; [105  40],[198.09653465  60.90346535] ; [110.90346535  34.09653465],0
r1,1,0.167222,1.907669,[221  38] ; [116  29],[216.0470297  42.9529703] ; [120.9529703  24.0470297],0
b5,1,0.192237,1.700389,[146 113] ; [92 54],[152.20246914 106.79753086] ; [85.79753086 60.20246914],0
a6,1,0.220786,1.499254,[174  85] ; [88 56],[168.382134  90.617866] ; [93.617866 50.382134],0
p1,1,0.287101,1.133167,[ 28 230] ; [ 11 134],[ 24.96774194 233.03225806] ; [ 14.03225806 130.96774194],0
b4,1,0.33783,0.918647,[147 112] ; [90 56],[151.56296296 107.43703704] ; [85.43703704 60.56296296],0
n3,1,0.441567,0.592208,[29  9] ; [26 12],[27.5 10.5] ; [27.5 10.5],0
b1,1,0.471749,0.517875,[116 143] ; [60 86],[112.55308642 146.44691358] ; [63.44691358 82.55308642],0
s4,1,0.483583,0.490772,[ 52 205] ; [ 25 119],[ 49.34912718 207.65087282] ; [ 27.65087282 116.34912718],0
s1,1,0.495443,0.464684,[ 12 245] ; [  9 135],[ 13.45885287 243.54114713] ; [  7.54114713 136.45885287],0
b2,1,0.500967,0.452886,[ 68 106] ; [31 58],[ 65.49809886 108.50190114] ; [33.50190114 55.49809886],0
