Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,42.847656,[29 42] ; [126  24],[49.79638009 21.20361991] ; [105.20361991  44.79638009],1
d5,1,0.0,31.993318,[35 36] ; [127  22],[52.28181818 18.71818182] ; [109.71818182  39.28181818],1
d4,1,0.0,30.475488,[35 36] ; [126  23],[51.95909091 19.04090909] ; [109.04090909  39.95909091],1
d1,1,0.0,26.952599,[17 54] ; [92 58],[35.01809955 35.98190045] ; [73.98190045 76.01809955],1
a4,1,3e-06,22.006103,[15 56] ; [81 67],[31.12328767 39.87671233] ; [64.87671233 83.12328767],1
d2,1,1.5e-05,18.726408,[21 50] ; [90 58],[35.98630137 35.01369863] ; [75.01369863 72.98630137],1
p11,1,0.000125,14.710986,[43 28] ; [126  24],[54.29411765 16.70588235] ; [114.70588235  35.29411765],1
r2,1,0.000257,13.363127,[53 16] ; [138   9],[61.01388889  7.98611111] ; [129.98611111  17.01388889],1
r1,1,0.000596,11.788776,[40 31] ; [118  32],[50.760181 20.239819] ; [107.239819  42.760181],1
r4,1,0.000818,11.199459,[46 25] ; [127  23],[55.57918552 15.42081448] ; [117.42081448  32.57918552],1
p10,1,0.001352,10.270132,[43 26] ; [121  26],[52.38888889 16.61111111] ; [111.61111111  35.38888889],0
s8,1,0.001435,10.159817,[23 48] ; [83 67],[34.05429864 36.94570136] ; [71.94570136 78.05429864],0
n6,1,0.001573,9.990627,[50 20] ; [132  17],[58.17351598 11.82648402] ; [123.82648402  25.17351598],0
p3,1,0.001946,9.599448,[24 46] ; [84 64],[34.67889908 35.32110092] ; [73.32110092 74.67889908],0
v3,1,0.002219,9.358646,[19 50] ; [72 73],[29.3411215 39.6588785] ; [61.6588785 83.3411215],0
p9,1,0.003686,8.432371,[47 22] ; [126  22],[55.00921659 13.99078341] ; [117.99078341  30.00921659],0
v4,1,0.004993,7.882123,[55 15] ; [137  12],[61.36986301  8.63013699] ; [130.63013699  18.36986301],0
b2,1,0.006302,7.461897,[14 34] ; [56 50],[21.81818182 26.18181818] ; [48.18181818 57.81818182],0
b3,1,0.006302,7.461897,[14 34] ; [56 50],[21.81818182 26.18181818] ; [48.18181818 57.81818182],0
s7,1,0.007666,7.109862,[28 39] ; [89 56],[36.97641509 30.02358491] ; [80.02358491 64.97641509],0
p2,1,0.009235,6.776796,[47 23] ; [121  25],[54.44444444 15.55555556] ; [113.55555556  32.44444444],0
r3,1,0.009312,6.761907,[56 15] ; [137  13],[62.00452489  8.99547511] ; [130.99547511  19.00452489],0
n3,1,0.036717,4.363467,[12 12] ; [26  8],[15.72413793  8.27586207] ; [22.27586207 11.72413793],0
u1,1,0.038595,4.278616,[ 1 70] ; [ 13 137],[ 4.49773756 66.50226244] ; [  9.50226244 140.49773756],0
a6,1,0.042646,4.109373,[22 49] ; [68 82],[28.91402715 42.08597285] ; [61.08597285 88.91402715],0
b5,1,0.089164,2.889393,[38 33] ; [62 88],[32.12669683 38.87330317] ; [67.87330317 82.12669683],0
p1,1,0.09318,2.818567,[ 9 62] ; [  9 140],[ 5.80909091 65.19090909] ; [ 12.19090909 136.80909091],0
s5,1,0.122102,2.390143,[19 48] ; [57 88],[24.01886792 42.98113208] ; [51.98113208 93.01886792],0
s2,1,0.139941,2.178603,[28 42] ; [76 74],[33.09090909 36.90909091] ; [70.90909091 79.09090909],0
b4,1,0.168165,1.899226,[43 28] ; [76 74],[38.23076923 32.76923077] ; [80.76923077 69.23076923],0
s6,1,0.198521,1.653223,[39 29] ; [97 49],[43.21495327 24.78504673] ; [92.78504673 53.21495327],0
a1,1,0.23826,1.390858,[ 2 69] ; [ 10 140],[ 3.85520362 67.14479638] ; [  8.14479638 141.85520362],0
v2,1,0.246818,1.341228,[28 37] ; [76 71],[31.88679245 33.11320755] ; [72.11320755 74.88679245],0
s4,1,0.296533,1.089723,[15 56] ; [ 23 126],[12.26363636 58.73636364] ; [ 25.73636364 123.26363636],0
d3,1,0.305664,1.049319,[27 44] ; [68 82],[30.52036199 40.47963801] ; [64.47963801 85.52036199],0
v1,1,0.312349,1.020716,[33 38] ; [78 67],[36.48611111 34.51388889] ; [74.51388889 70.48611111],0
u3,1,0.379535,0.772209,[13 29] ; [10 14],[14.63636364 27.36363636] ; [ 8.36363636 15.63636364],0
p7,1,0.401907,0.702614,[38 30] ; [91 56],[40.8 27.2] ; [88.2 58.8],0
u4,1,0.41096,0.676022,[ 1 70] ; [  5 145],[ 1.92760181 69.07239819] ; [  4.07239819 145.92760181],0
n5,1,0.455373,0.557244,[58 12] ; [130  20],[59.81818182 10.18181818] ; [128.18181818  21.81818182],0
s1,1,0.561174,0.337676,[ 4 65] ; [  6 143],[ 3.16513761 65.83486239] ; [  6.83486239 142.16513761],0
p12,1,0.651043,0.204587,[ 6 64] ; [ 10 136],[ 5.18518519 64.81481481] ; [ 10.81481481 135.18518519],0
p8,1,0.654752,0.199961,[32 38] ; [71 74],[33.53488372 36.46511628] ; [69.46511628 75.53488372],0
n1,1,0.672604,0.178571,[12 12] ; [16 20],[11.2 12.8] ; [16.8 19.2],0
n2,1,0.740269,0.10989,[15  9] ; [24 12],[15.6  8.4] ; [23.4 12.6],0
p4,1,0.744491,0.106219,[38 31] ; [78 70],[36.88479263 32.11520737] ; [79.11520737 68.88479263],0
b1,1,0.777241,0.080042,[36 35] ; [73 77],[35.01809955 35.98190045] ; [73.98190045 76.01809955],0
p5,1,0.834129,0.043852,[ 9 60] ; [ 21 128],[ 9.49541284 59.50458716] ; [ 20.50458716 128.49541284],0
u2,1,0.841378,0.040052,[19 23] ; [11 12],[19.38461538 22.61538462] ; [10.61538462 12.38461538],0
a8,1,0.859703,0.031241,[ 7 60] ; [ 16 126],[ 7.37320574 59.62679426] ; [ 15.62679426 126.37320574],0
s3,1,0.892816,0.018155,[39 29] ; [84 65],[38.5437788 29.4562212] ; [84.4562212 64.5437788],0
p6,1,0.93571,0.006506,[24 44] ; [52 93],[24.2629108 43.7370892] ; [51.7370892 93.2629108],0
