Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,110.426968,[356  55] ; [75 93],[305.94300518 105.05699482] ; [125.05699482  42.94300518],1
v4,1,0.220793,1.499207,[388  21] ; [154  13],[384.85763889  24.14236111] ; [157.14236111   9.85763889],0
d1,1,0.295412,1.094793,[230 181] ; [86 82],[224.31088083 186.68911917] ; [91.68911917 76.31088083],0
r1,1,0.328767,0.953748,[322  87] ; [126  42],[317.55979203  91.44020797] ; [130.44020797  37.55979203],0
s4,1,0.378189,0.776581,[ 43 365] ; [ 22 146],[ 46.04166667 361.95833333] ; [ 18.95833333 149.04166667],0
d3,1,0.424738,0.637169,[270 139] ; [116  51],[274.08680556 134.91319444] ; [111.91319444  55.08680556],0
a7,1,0.439238,0.598271,[299 111] ; [127  40],[302.70363951 107.29636049] ; [123.29636049  43.70363951],0
u2,1,0.465495,0.532649,[71 58] ; [37 24],[73.32631579 55.67368421] ; [34.67368421 26.32631579],0
v2,1,0.544859,0.366609,[217 177] ; [82 75],[213.80399274 180.19600726] ; [85.19600726 71.80399274],0
u3,1,0.577963,0.30954,[69 61] ; [35 26],[70.78534031 59.21465969] ; [33.21465969 27.78534031],0
a1,1,0.59232,0.286735,[ 16 395] ; [  5 163],[ 14.90673575 396.09326425] ; [  6.09326425 161.90673575],0
n2,1,0.598686,0.276982,[60 23] ; [34 16],[58.66165414 24.33834586] ; [35.33834586 14.66165414],0
p1,1,0.601275,0.273077,[ 27 383] ; [  9 157],[ 25.625 384.375] ; [ 10.375 155.625],0
b4,1,0.621268,0.24409,[233 178] ; [99 69],[235.66839378 175.33160622] ; [96.33160622 71.66839378],0
b5,1,0.636396,0.223486,[263 148] ; [104  64],[260.51295337 150.48704663] ; [106.48704663  61.51295337],0
d4,1,0.641738,0.216476,[326  83] ; [131  37],[323.93934142  85.06065858] ; [133.06065858  34.93934142],0
a6,1,0.739388,0.110665,[284 126] ; [114  54],[282.3183391 127.6816609] ; [115.6816609  52.3183391],0
s1,1,0.887699,0.019942,[ 13 393] ; [  5 163],[ 12.73170732 393.26829268] ; [  5.26829268 162.73170732],0
n3,1,0.916612,0.010962,[60 22] ; [37 13],[60.25757576 21.74242424] ; [36.74242424 13.25757576],0
b1,1,0.931388,0.007413,[155 256] ; [ 64 104],[155.45595855 255.54404145] ; [ 63.54404145 104.45595855],0
