Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000611,11.742015,[28 31] ; [46 13],[37. 22.] ; [37. 22.],1
s6,1,0.000696,11.499479,[43 17] ; [56  3],[49.91596639 10.08403361] ; [49.08403361  9.91596639],1
s2,1,0.00114,10.585383,[33 26] ; [50 10],[41.1512605 17.8487395] ; [41.8487395 18.1512605],0
b4,1,0.009087,6.805556,[29 31] ; [43 17],[36. 24.] ; [36. 24.],0
p6,1,0.009433,6.738928,[19 40] ; [33 26],[26. 33.] ; [26. 33.],0
s8,1,0.010544,6.540601,[22 38] ; [36 24],[29. 31.] ; [29. 31.],0
d1,1,0.016367,5.763001,[28 32] ; [41 19],[34.5 25.5] ; [34.5 25.5],0
d2,1,0.016858,5.711067,[20 40] ; [33 27],[26.5 33.5] ; [26.5 33.5],0
s3,1,0.020925,5.333059,[37 22] ; [49 11],[42.63865546 16.36134454] ; [43.36134454 16.63865546],0
a4,1,0.026285,4.937143,[19 41] ; [31 29],[25. 35.] ; [25. 35.],0
p5,1,0.028108,4.821429,[ 1 59] ; [ 7 53],[ 4. 56.] ; [ 4. 56.],0
p4,1,0.055633,3.663004,[34 26] ; [44 16],[39. 21.] ; [39. 21.],0
p9,1,0.073155,3.210771,[46 13] ; [54  6],[49.57983193  9.42016807] ; [50.42016807  9.57983193],0
v1,1,0.080082,3.063242,[23 36] ; [33 27],[27.76470588 31.23529412] ; [28.23529412 31.76470588],0
v3,1,0.090157,2.871574,[13 45] ; [22 38],[17.20338983 40.79661017] ; [17.79661017 42.20338983],0
p7,1,0.100266,2.701313,[39 19] ; [46 11],[42.86956522 15.13043478] ; [42.13043478 14.86956522],0
r4,1,0.107123,2.596154,[49 11] ; [55  5],[52.  8.] ; [52.  8.],0
d4,1,0.115611,2.475789,[44 16] ; [51  9],[47.5 12.5] ; [47.5 12.5],0
a6,1,0.121335,2.4,[44 16] ; [36 24],[40. 20.] ; [40. 20.],0
b5,1,0.133083,2.256169,[41 19] ; [33 27],[37. 23.] ; [37. 23.],0
r2,1,0.186449,1.745455,[53  7] ; [57  3],[55.  5.] ; [55.  5.],0
v2,1,0.217472,1.520976,[21 37] ; [28 31],[24.29059829 33.70940171] ; [24.70940171 34.29059829],0
n2,1,0.227107,1.458891,[9 4] ; [14  2],[10.31034483  2.68965517] ; [12.68965517  3.31034483],0
n6,1,0.227942,1.453656,[45 14] ; [51  9],[47.59663866 11.40336134] ; [48.40336134 11.59663866],0
u1,1,0.246209,1.344688,[ 9 51] ; [14 46],[11.5 48.5] ; [11.5 48.5],0
n4,1,0.250829,1.318681,[36 24] ; [42 18],[39. 21.] ; [39. 21.],0
a7,1,0.255516,1.292893,[44 15] ; [39 21],[41.1512605 17.8487395] ; [41.8487395 18.1512605],0
p10,1,0.288183,1.12809,[48 11] ; [53  7],[50.07563025  8.92436975] ; [50.92436975  9.07563025],0
p12,1,0.309108,1.034483,[ 1 59] ; [ 3 57],[ 2. 58.] ; [ 2. 58.],0
n3,1,0.320742,0.98592,[11  2] ; [11  5],[9.86206897 3.13793103] ; [12.13793103  3.86206897],0
a5,1,0.32297,0.97688,[39 21] ; [44 16],[41.5 18.5] ; [41.5 18.5],0
d5,1,0.323022,0.97667,[46 13] ; [51  9],[48.09243697 10.90756303] ; [48.90756303 11.09243697],0
b3,1,0.349305,0.875981,[ 5 26] ; [ 8 23],[ 6.5 24.5] ; [ 6.5 24.5],0
b2,1,0.349305,0.875981,[ 5 26] ; [ 8 23],[ 6.5 24.5] ; [ 6.5 24.5],0
r1,1,0.399075,0.711111,[43 17] ; [47 13],[45. 15.] ; [45. 15.],0
n5,1,0.408961,0.681818,[42 18] ; [46 14],[44. 16.] ; [44. 16.],0
p8,1,0.450805,0.568627,[32 26] ; [36 22],[34. 24.] ; [34. 24.],0
p1,1,0.464214,0.535714,[ 3 57] ; [ 5 55],[ 4. 56.] ; [ 4. 56.],0
p3,1,0.464214,0.535714,[30 30] ; [34 26],[32. 28.] ; [32. 28.],0
s1,1,0.568646,0.324953,[ 1 58] ; [ 2 58],[ 1.48739496 57.51260504] ; [ 1.51260504 58.48739496],0
n1,1,0.624321,0.239841,[ 3 10] ; [ 5 11],[3.5862069 9.4137931] ; [ 4.4137931 11.5862069],0
v4,1,0.633981,0.2267,[56  3] ; [58  2],[56.5210084  2.4789916] ; [57.4789916  2.5210084],0
a3,1,0.694701,0.154044,[40 20] ; [42 18],[41. 19.] ; [41. 19.],0
b1,1,0.701883,0.14652,[22 38] ; [20 40],[21. 39.] ; [21. 39.],0
r3,1,0.728725,0.120285,[54  5] ; [55  4],[54.5  4.5] ; [54.5  4.5],0
u2,1,0.757914,0.095,[11  9] ; [9 9],[10.52631579  9.47368421] ; [9.47368421 8.52631579],0
a2,1,0.826955,0.04779,[13 47] ; [14 46],[13.5 46.5] ; [13.5 46.5],0
p11,1,0.831139,0.045472,[45 15] ; [46 14],[45.5 14.5] ; [45.5 14.5],0
u3,1,0.94422,0.004895,[12  8] ; [11  7],[12.10526316  7.89473684] ; [10.89473684  7.10526316],0
d3,1,0.959444,0.002586,[45 14] ; [46 14],[45.11764706 13.88235294] ; [45.88235294 14.11764706],0
a1,1,1.0,0.0,[ 1 59] ; [ 1 59],[ 1. 59.] ; [ 1. 59.],0
