Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,26.843319,[328  28] ; [27 14],[318.33753149  37.66246851] ; [36.66246851  4.33753149],1
p3,1,0.001248,10.417324,[203 152] ; [13 29],[193.14861461 161.85138539] ; [22.85138539 19.14861461],0
r1,1,0.001377,10.236202,[300  56] ; [27 15],[292.49246231  63.50753769] ; [34.50753769  7.49246231],0
d1,1,0.001465,10.12196,[234 123] ; [17 25],[224.57894737 132.42105263] ; [26.42105263 15.57894737],0
d5,1,0.002752,8.964819,[295  59] ; [27 15],[287.84848485  66.15151515] ; [34.15151515  7.84848485],0
a5,1,0.003239,8.667847,[271  86] ; [23 19],[263.05263158  93.94736842] ; [30.94736842 11.05263158],0
a3,1,0.010159,6.606869,[276  80] ; [25 17],[269.2361809  86.7638191] ; [31.7638191 10.2361809],0
v3,1,0.01155,6.378738,[158 186] ; [10 30],[150.5 193.5] ; [17.5 22.5],0
s7,1,0.0159,5.813878,[243 103] ; [20 19],[236.35844156 109.64155844] ; [26.64155844 12.35844156],0
p5,1,0.016042,5.798299,[ 59 294] ; [ 1 40],[ 53.75634518 299.24365482] ; [ 6.24365482 34.75634518],0
n1,1,0.018256,5.571429,[36 28] ; [ 3 11],[32. 32.] ; [7. 7.],0
r2,1,0.026621,4.915225,[343  10] ; [38  4],[340.48860759  12.51139241] ; [40.51139241  1.48860759],0
p11,1,0.028751,4.782437,[296  61] ; [29 13],[290.78947368  66.21052632] ; [34.21052632  7.78947368],0
s4,1,0.029409,4.74353,[ 67 286] ; [14 28],[ 72.38734177 280.61265823] ; [ 8.61265823 33.38734177],0
p9,1,0.048237,3.901709,[316  40] ; [32  9],[312.0604534  43.9395466] ; [35.9395466  5.0604534],0
p12,1,0.052904,3.746945,[ 44 311] ; [ 1 41],[ 40.23929471 314.76070529] ; [ 4.76070529 37.23929471],0
p6,1,0.062558,3.468235,[157 196] ; [12 29],[151.41370558 201.58629442] ; [17.58629442 23.41370558],0
u1,1,0.06641,3.369603,[ 77 280] ; [ 4 38],[ 72.47368421 284.52631579] ; [ 8.52631579 33.47368421],0
p10,1,0.070085,3.28104,[307  49] ; [31 10],[303.09319899  52.90680101] ; [34.90680101  6.09319899],0
d4,1,0.075353,3.162386,[298  56] ; [30 11],[293.95443038  60.04556962] ; [34.04556962  6.95443038],0
p2,1,0.094392,2.797831,[306  50] ; [32 10],[302.33165829  53.66834171] ; [35.66834171  6.33165829],0
a8,1,0.096161,2.768092,[ 63 273] ; [ 3 35],[ 59.29411765 276.70588235] ; [ 6.70588235 31.29411765],0
r4,1,0.11398,2.498147,[331  26] ; [36  6],[328.36842105  28.63157895] ; [38.63157895  3.36842105],0
p4,1,0.131591,2.27363,[236 119] ; [23 19],[231.59949622 123.40050378] ; [27.40050378 14.59949622],0
a2,1,0.152085,2.051213,[ 96 261] ; [ 7 35],[ 92.15789474 264.84210526] ; [10.84210526 31.15789474],0
d2,1,0.168074,1.900041,[192 163] ; [18 24],[187.78337531 167.21662469] ; [22.21662469 19.78337531],0
s5,1,0.186664,1.743749,[148 193] ; [13 27],[144.09711286 196.90288714] ; [16.90288714 23.09711286],0
a4,1,0.222264,1.489695,[171 185] ; [16 26],[167.26633166 188.73366834] ; [19.73366834 22.26633166],0
p1,1,0.243803,1.35847,[ 37 318] ; [ 2 40],[ 34.87405542 320.12594458] ; [ 4.12594458 37.87405542],0
a7,1,0.24456,1.354117,[249 107] ; [33  9],[252.24120603 103.75879397] ; [29.75879397 12.24120603],0
d3,1,0.291802,1.111288,[248 107] ; [26 16],[245.01259446 109.98740554] ; [28.98740554 13.01259446],0
a1,1,0.376513,0.782057,[ 20 337] ; [ 1 41],[ 18.78947368 338.21052632] ; [ 2.21052632 39.78947368],0
n2,1,0.383485,0.7595,[54 11] ; [11  4],[52.8125 12.1875] ; [12.1875  2.8125],0
v1,1,0.388528,0.743543,[201 144] ; [21 20],[198.41968912 146.58031088] ; [23.58031088 17.41968912],0
s8,1,0.404288,0.695534,[218 137] ; [23 19],[215.50377834 139.49622166] ; [25.49622166 16.50377834],0
r3,1,0.422683,0.642844,[340  16] ; [38  3],[338.96221662  17.03778338] ; [39.03778338  1.96221662],0
v4,1,0.422683,0.642844,[340  16] ; [38  3],[338.96221662  17.03778338] ; [39.03778338  1.96221662],0
p8,1,0.453362,0.562233,[199 155] ; [20 20],[196.76649746 157.23350254] ; [22.23350254 17.76649746],0
s6,1,0.4861,0.485147,[296  52] ; [34  8],[294.46153846  53.53846154] ; [35.53846154  6.46153846],0
s1,1,0.530356,0.39371,[ 16 336] ; [ 1 40],[ 15.2264631 336.7735369] ; [ 1.7735369 39.2264631],0
s2,1,0.550072,0.357189,[286  71] ; [32 10],[284.52631579  72.47368421] ; [33.47368421  8.52631579],0
b4,1,0.625746,0.237873,[207 150] ; [26 16],[208.47368421 148.52631579] ; [24.52631579 17.47368421],0
