Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,49.437339,[77 70] ; [ 23 135],[48.19672131 98.80327869] ; [ 51.80327869 106.19672131],1
n1,1,0.538998,0.3774,[ 8 16] ; [18 26],[ 9.17647059 14.82352941] ; [16.82352941 27.17647059],0
r2,1,0.548477,0.360052,[136  13] ; [141  17],[134.43973941  14.56026059] ; [142.56026059  15.43973941],0
p5,1,0.599838,0.27524,[ 13 138] ; [ 11 146],[ 11.76623377 139.23376623] ; [ 12.23376623 144.76623377],0
u2,1,0.656608,0.19767,[25 28] ; [28 37],[23.80508475 29.19491525] ; [29.19491525 35.80508475],0
d2,1,0.8534,0.034144,[68 81] ; [70 87],[67.19607843 81.80392157] ; [70.80392157 86.19607843],0
s3,1,0.898744,0.016192,[54 95] ; [58 99],[54.53594771 94.46405229] ; [57.46405229 99.53594771],0
s5,1,0.939531,0.005755,[ 33 115] ; [ 34 121],[ 32.72607261 115.27392739] ; [ 34.27392739 120.72607261],0
s4,1,0.947472,0.00434,[ 22 128] ; [ 23 131],[ 22.20394737 127.79605263] ; [ 22.79605263 131.20394737],0
b2,1,0.966713,0.001741,[31 54] ; [34 60],[30.86592179 54.13407821] ; [34.13407821 59.86592179],0
b3,1,0.966713,0.001741,[31 54] ; [34 60],[30.86592179 54.13407821] ; [34.13407821 59.86592179],0
