Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,49.437339,[77 70] ; [ 23 135],[48.19672131 98.80327869] ; [ 51.80327869 106.19672131],1
v1,1,0.0,25.706482,[100  48] ; [61 97],[77.86928105 70.13071895] ; [83.13071895 74.86928105],1
p10,1,4e-06,21.430256,[132  18] ; [103  54],[114.82084691  35.17915309] ; [120.17915309  36.82084691],1
p3,1,7.2e-05,15.749652,[80 70] ; [ 49 109],[62.82467532 87.17532468] ; [66.17532468 91.82467532],1
p4,1,0.000679,11.545875,[93 56] ; [68 90],[78.14006515 70.85993485] ; [82.85993485 75.14006515],1
r1,1,0.000941,10.940896,[122  29] ; [101  57],[108.97411003  42.02588997] ; [114.02588997  43.97411003],1
p11,1,0.001011,10.807889,[129  22] ; [111  48],[116.90322581  34.09677419] ; [123.09677419  35.90322581],0
r3,1,0.001158,10.556839,[142   8] ; [131  27],[132.95454545  17.04545455] ; [140.04545455  17.95454545],0
p9,1,0.001597,9.963456,[129  21] ; [111  45],[117.64705882  32.35294118] ; [122.35294118  33.64705882],0
d1,1,0.002828,8.915089,[93 58] ; [71 88],[79.88387097 71.11612903] ; [84.11612903 74.88387097],0
p7,1,0.003119,8.736668,[98 51] ; [77 80],[85.2124183 63.7875817] ; [89.7875817 67.2124183],0
d4,1,0.005163,7.821583,[125  25] ; [111  48],[114.5631068  35.4368932] ; [121.4368932  37.5631068],0
v4,1,0.005968,7.559879,[142   9] ; [134  25],[134.43870968  16.56129032] ; [141.56129032  17.43870968],0
d3,1,0.006294,7.46412,[105  46] ; [86 72],[93.33656958 57.66343042] ; [97.66343042 60.33656958],0
r4,1,0.009846,6.662601,[135  16] ; [125  34],[126.64516129  24.35483871] ; [133.35483871  25.64516129],0
d5,1,0.01868,5.531191,[126  25] ; [115  44],[117.39032258  33.60967742] ; [123.60967742  35.39032258],0
p8,1,0.019869,5.423391,[81 67] ; [65 92],[70.84590164 77.15409836] ; [75.15409836 81.84590164],0
b1,1,0.047263,3.936,[ 49 102] ; [69 90],[57.47741935 93.52258065] ; [60.52258065 98.47741935],0
n6,1,0.049617,3.854343,[132  18] ; [126  32],[125.64935065  24.35064935] ; [132.35064935  25.64935065],0
n2,1,0.064602,3.415115,[21  4] ; [29 17],[17.6056338  7.3943662] ; [32.3943662 13.6056338],0
p2,1,0.070031,3.282298,[122  28] ; [114  43],[115.30944625  34.69055375] ; [120.69055375  36.30944625],0
p12,1,0.08162,3.032349,[ 10 140] ; [  4 154],[  6.81818182 143.18181818] ; [  7.18181818 150.81818182],0
a7,1,0.108931,2.569662,[110  39] ; [104  55],[103.52597403  45.47402597] ; [110.47402597  48.52597403],0
n3,1,0.115769,2.473654,[21  5] ; [27 16],[18.08695652  7.91304348] ; [29.91304348 13.08695652],0
a6,1,0.158683,1.986731,[98 53] ; [115  44],[103.7516129  47.2483871] ; [109.2483871  49.7516129],0
n4,1,0.187992,1.733284,[130  21] ; [128  31],[125.67096774  25.32903226] ; [132.32903226  26.67096774],0
a5,1,0.198376,1.654289,[109  42] ; [104  55],[103.7516129  47.2483871] ; [109.2483871  49.7516129],0
a4,1,0.199547,1.645687,[68 83] ; [59 97],[62.46579805 88.53420195] ; [64.53420195 91.46579805],0
u3,1,0.210336,1.569109,[30 25] ; [28 37],[26.58333333 28.41666667] ; [31.41666667 33.58333333],0
p6,1,0.224835,1.473239,[ 47 101] ; [ 40 117],[ 42.21639344 105.78360656] ; [ 44.78360656 112.21639344],0
u1,1,0.226536,1.462479,[ 22 129] ; [ 16 143],[ 18.50967742 132.49032258] ; [ 19.49032258 139.50967742],0
s6,1,0.229485,1.444049,[80 70] ; [72 83],[74.75409836 75.24590164] ; [77.24590164 77.75409836],0
p1,1,0.246045,1.345623,[  9 142] ; [ 15 143],[ 11.72815534 139.27184466] ; [ 12.27184466 145.72815534],0
s8,1,0.339731,0.911446,[ 30 121] ; [ 25 134],[ 26.79032258 124.20967742] ; [ 28.20967742 130.79032258],0
b4,1,0.363441,0.825967,[95 56] ; [92 67],[91.08709677 59.91290323] ; [95.91290323 63.08709677],0
b5,1,0.403713,0.697239,[87 64] ; [99 60],[90.6 60.4] ; [95.4 63.6],0
a8,1,0.406915,0.687797,[ 16 118] ; [ 23 127],[ 18.40140845 115.59859155] ; [ 20.59859155 129.40140845],0
a2,1,0.426374,0.632679,[ 33 118] ; [ 29 130],[ 30.2 120.8] ; [ 31.8 127.2],0
s2,1,0.427627,0.629259,[ 43 106] ; [ 39 118],[ 39.92810458 109.07189542] ; [ 42.07189542 114.92810458],0
s1,1,0.452324,0.564821,[  2 145] ; [  4 152],[  2.91089109 144.08910891] ; [  3.08910891 152.91089109],0
a1,1,0.489051,0.478613,[  6 145] ; [  9 150],[  7.30645161 143.69354839] ; [  7.69354839 151.30645161],0
a3,1,0.503901,0.446712,[96 55] ; [94 63],[93.14935065 57.85064935] ; [96.85064935 60.14935065],0
u4,1,0.531782,0.390986,[  2 149] ; [  1 158],[  1.46129032 149.53870968] ; [  1.53870968 157.46129032],0
