Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.4e-05,15.460636,[44 72] ; [19  4],[52.57553957 63.42446043] ; [10.42446043 12.57553957],1
p1,1,0.482122,0.494059,[  9 108] ; [ 3 22],[  9.88732394 107.11267606] ; [ 2.11267606 22.88732394],0
u1,1,0.50035,0.454194,[ 15 102] ; [ 2 23],[ 14.00704225 102.99295775] ; [ 2.99295775 22.00704225],0
a5,1,0.521647,0.410637,[69 48] ; [13 12],[67.56338028 49.43661972] ; [14.43661972 10.56338028],0
b1,1,0.559572,0.340446,[59 58] ; [11 14],[57.67605634 59.32394366] ; [12.32394366 12.67605634],0
u2,1,0.581995,0.303021,[23 19] ; [5 6],[22.18867925 19.81132075] ; [5.81132075 5.18867925],0
p8,1,0.584169,0.299543,[19 97] ; [ 3 22],[18.09929078 97.90070922] ; [ 3.90070922 21.09929078],0
p7,1,0.696378,0.152267,[26 84] ; [ 5 20],[25.25925926 84.74074074] ; [ 5.74074074 19.25925926],0
d2,1,0.728339,0.120642,[55 60] ; [11 14],[54.21428571 60.78571429] ; [11.78571429 13.21428571],0
d5,1,0.750061,0.10148,[75 41] ; [17  8],[75.68794326 40.31205674] ; [16.31205674  8.68794326],0
v1,1,0.755166,0.097241,[38 78] ; [ 9 16],[38.66666667 77.33333333] ; [ 8.33333333 16.66666667],0
a7,1,0.7759,0.081034,[66 50] ; [15 10],[66.63829787 49.36170213] ; [14.36170213 10.63829787],0
p4,1,0.854526,0.033616,[21 93] ; [ 5 20],[21.32374101 92.67625899] ; [ 4.67625899 20.32374101],0
a4,1,0.936073,0.006433,[47 68] ; [10 15],[46.82142857 68.17857143] ; [10.17857143 14.82142857],0
p11,1,0.948019,0.00425,[57 60] ; [12 13],[56.85211268 60.14788732] ; [12.14788732 12.85211268],0
s1,1,0.954158,0.003305,[ 10 105] ; [ 2 22],[  9.92805755 105.07194245] ; [ 2.07194245 21.92805755],0
d4,1,0.966536,0.00176,[84 32] ; [18  7],[83.91489362 32.08510638] ; [18.08510638  6.91489362],0
p6,1,0.98075,0.000582,[ 14 101] ; [ 3 22],[ 13.96428571 101.03571429] ; [ 3.03571429 21.96428571],0
