Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.600302,[26 28] ; [51  7],[37.125 16.875] ; [39.875 18.125],1
d3,1,0.081858,3.027617,[ 8 44] ; [17 41],[11.81818182 40.18181818] ; [13.18181818 44.81818182],0
s4,1,0.101837,2.67653,[ 9 45] ; [17 40],[12.64864865 41.35135135] ; [13.35135135 43.64864865],0
p11,1,0.14298,2.145594,[30 24] ; [40 18],[33.75 20.25] ; [36.25 21.75],0
b2,1,0.148383,2.088797,[10 21] ; [ 7 33],[ 7.42253521 23.57746479] ; [ 9.57746479 30.42253521],0
b3,1,0.148383,2.088797,[10 21] ; [ 7 33],[ 7.42253521 23.57746479] ; [ 9.57746479 30.42253521],0
b1,1,0.167023,1.909465,[20 34] ; [29 29],[23.625 30.375] ; [25.375 32.625],0
a4,1,0.172469,1.861353,[12 42] ; [19 37],[15.21818182 38.78181818] ; [15.78181818 40.21818182],0
d1,1,0.196444,1.668617,[ 1 53] ; [ 4 54],[ 2.41071429 51.58928571] ; [ 2.58928571 55.41071429],0
a2,1,0.227089,1.459004,[ 3 51] ; [ 7 51],[ 4.82142857 49.17857143] ; [ 5.17857143 52.82142857],0
d5,1,0.262883,1.253509,[20 33] ; [28 30],[22.91891892 30.08108108] ; [25.08108108 32.91891892],0
p1,1,0.263955,1.247895,[ 6 47] ; [11 47],[ 8.11711712 44.88288288] ; [ 8.88288288 49.11711712],0
v3,1,0.276769,1.182888,[ 7 46] ; [12 45],[ 9.15454545 43.84545455] ; [ 9.84545455 47.15454545],0
n1,1,0.301095,1.06934,[ 6 13] ; [10 11],[ 7.6 11.4] ; [ 8.4 12.6],0
p9,1,0.310924,1.026748,[35 17] ; [33 24],[32.44036697 19.55963303] ; [35.55963303 21.44036697],0
p10,1,0.32401,0.972689,[28 24] ; [36 21],[30.53211009 21.46788991] ; [33.46788991 23.53211009],0
p3,1,0.420426,0.649123,[16 38] ; [21 36],[18. 36.] ; [19. 38.],0
p7,1,0.441098,0.593425,[24 29] ; [30 27],[26.01818182 26.98181818] ; [27.98181818 29.01818182],0
n6,1,0.511965,0.430049,[38 16] ; [44 14],[39.53571429 14.46428571] ; [42.46428571 15.53571429],0
p12,1,0.516752,0.42037,[ 2 52] ; [ 1 57],[ 1.44642857 52.55357143] ; [ 1.55357143 56.44642857],0
b5,1,0.524539,0.404959,[33 21] ; [32 26],[31.33928571 22.66071429] ; [33.66071429 24.33928571],0
a1,1,0.625365,0.238399,[ 4 50] ; [ 3 55],[ 3.375 50.625] ; [ 3.625 54.375],0
a7,1,0.631682,0.229786,[25 28] ; [30 28],[26.26126126 26.73873874] ; [28.73873874 29.26126126],0
d2,1,0.6561,0.198296,[16 38] ; [15 43],[14.94642857 39.05357143] ; [16.05357143 41.94642857],0
p6,1,0.669955,0.181655,[11 42] ; [14 44],[11.93693694 41.06306306] ; [13.06306306 44.93693694],0
a6,1,0.715163,0.133175,[27 27] ; [31 27],[27.96428571 26.03571429] ; [30.03571429 27.96428571],0
n3,1,0.720571,0.127946,[13  6] ; [14  5],[13.5  5.5] ; [13.5  5.5],0
p2,1,0.770999,0.084721,[37 16] ; [39 19],[36.28828829 16.71171171] ; [39.71171171 18.28828829],0
u2,1,0.793166,0.06875,[11 24] ; [ 9 17],[11.47540984 23.52459016] ; [ 8.52459016 17.47540984],0
a8,1,0.795713,0.067029,[ 6 44] ; [ 7 44],[ 6.43564356 43.56435644] ; [ 6.56435644 44.43564356],0
n5,1,0.810952,0.057216,[38 16] ; [42 16],[38.57142857 15.42857143] ; [41.42857143 16.57142857],0
p8,1,0.868016,0.027616,[20 33] ; [22 34],[20.42201835 32.57798165] ; [21.57798165 34.42201835],0
b4,1,0.989216,0.000183,[26 28] ; [28 30],[26.03571429 27.96428571] ; [27.96428571 30.03571429],0
