Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.600302,[26 28] ; [51  7],[37.125 16.875] ; [39.875 18.125],1
s6,1,3.7e-05,17.036794,[15 39] ; [37 18],[25.76146789 28.23853211] ; [26.23853211 28.76146789],1
u3,1,0.002226,9.353213,[ 8 27] ; [16 10],[13.7704918 21.2295082] ; [10.2295082 15.7704918],0
v1,1,0.002304,9.290149,[10 44] ; [26 31],[17.51351351 36.48648649] ; [18.48648649 38.51351351],0
a5,1,0.004224,8.18482,[18 36] ; [35 23],[25.55357143 28.44642857] ; [27.44642857 30.55357143],0
v4,1,0.005999,7.55052,[39 14] ; [53  4],[44.32727273  8.67272727] ; [47.67272727  9.32727273],0
s8,1,0.008284,6.971109,[ 8 46] ; [21 36],[14.10810811 39.89189189] ; [14.89189189 42.10810811],0
n4,1,0.013251,6.135239,[30 24] ; [45 13],[36.16071429 17.83928571] ; [38.83928571 19.16071429],0
r2,1,0.014758,5.945088,[40 14] ; [53  5],[44.83928571  9.16071429] ; [48.16071429  9.83928571],0
a3,1,0.020962,5.329971,[19 35] ; [32 24],[25.03636364 28.96363636] ; [25.96363636 30.03636364],0
r3,1,0.023672,5.118494,[35 18] ; [49  9],[40.10810811 12.89189189] ; [43.89189189 14.10810811],0
s3,1,0.024813,5.036893,[18 35] ; [31 25],[23.82568807 29.17431193] ; [25.17431193 30.82568807],0
s2,1,0.02531,5.002573,[12 42] ; [24 33],[17.51351351 36.48648649] ; [18.48648649 38.51351351],0
n2,1,0.026161,4.94533,[ 9 10] ; [17  4],[12.35  6.65] ; [13.65  7.35],0
s7,1,0.027854,4.837108,[12 41] ; [23 31],[17.3364486 35.6635514] ; [17.6635514 36.3364486],0
p4,1,0.030074,4.705043,[17 37] ; [30 28],[22.66071429 31.33928571] ; [24.33928571 33.66071429],0
s5,1,0.043261,4.085187,[ 5 49] ; [13 42],[ 8.91743119 45.08256881] ; [ 9.08256881 45.91743119],0
s1,1,0.053608,3.724868,[ 2 52] ; [ 8 48],[ 4.90909091 49.09090909] ; [ 5.09090909 50.90909091],0
p5,1,0.070022,3.282493,[ 2 50] ; [ 8 50],[ 4.72727273 47.27272727] ; [ 5.27272727 52.72727273],0
