Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9e-06,19.742488,[ 4 55] ; [20 26],[13.48571429 45.51428571] ; [10.51428571 35.48571429],1
v1,1,0.001448,10.143442,[14 46] ; [25 22],[21.86915888 38.13084112] ; [17.13084112 29.86915888],0
r1,1,0.006271,7.470756,[30 30] ; [35 11],[36.79245283 23.20754717] ; [28.20754717 17.79245283],0
a5,1,0.029013,4.766835,[23 37] ; [28 19],[28.59813084 31.40186916] ; [22.40186916 24.59813084],0
r3,1,0.044058,4.05432,[48 12] ; [44  3],[51.58878505  8.41121495] ; [40.41121495  6.58878505],0
p4,1,0.061817,3.487962,[12 48] ; [17 30],[16.26168224 43.73831776] ; [12.73831776 34.26168224],0
s6,1,0.062671,3.46524,[23 37] ; [26 20],[27.73584906 32.26415094] ; [21.26415094 24.73584906],0
r2,1,0.064668,3.41343,[47 13] ; [43  4],[50.46728972  9.53271028] ; [39.53271028  7.46728972],0
b1,1,0.069372,3.297812,[24 36] ; [11 36],[19.62616822 40.37383178] ; [15.37383178 31.62616822],0
n5,1,0.099749,2.709549,[23 37] ; [11 36],[19.06542056 40.93457944] ; [14.93457944 32.06542056],0
a3,1,0.109695,2.558611,[29 31] ; [30 17],[33.08411215 26.91588785] ; [25.91588785 21.08411215],0
d5,1,0.120297,2.413451,[42 18] ; [39  8],[45.42056075 14.57943925] ; [35.57943925 11.42056075],0
p1,1,0.166131,1.917512,[ 5 55] ; [ 1 46],[ 3.36448598 56.63551402] ; [ 2.63551402 44.36448598],0
a7,1,0.193533,1.690515,[39 21] ; [36 11],[42.05607477 17.94392523] ; [32.94392523 14.05607477],0
d1,1,0.218277,1.515661,[26 34] ; [26 21],[29.1588785 30.8411215] ; [22.8411215 24.1588785],0
d4,1,0.361734,0.831864,[44 16] ; [38  9],[45.98130841 14.01869159] ; [36.01869159 10.98130841],0
n1,1,0.365656,0.818374,[ 9 22] ; [ 4 18],[ 7.60377358 23.39622642] ; [ 5.39622642 16.60377358],0
n6,1,0.425105,0.63616,[39 21] ; [27 20],[37.00934579 22.99065421] ; [28.99065421 18.00934579],0
s3,1,0.449348,0.572297,[20 40] ; [19 28],[21.86915888 38.13084112] ; [17.13084112 29.86915888],0
b5,1,0.507809,0.438579,[37 23] ; [26 21],[35.3271028 24.6728972] ; [27.6728972 19.3271028],0
d3,1,0.527299,0.399594,[36 24] ; [31 16],[37.57009346 22.42990654] ; [29.42990654 17.57009346],0
r4,1,0.528245,0.397767,[40 20] ; [34 13],[41.4953271 18.5046729] ; [32.5046729 14.4953271],0
p3,1,0.534976,0.384931,[ 9 51] ; [ 9 37],[10.18867925 49.81132075] ; [ 7.81132075 38.18867925],0
n3,1,0.535218,0.384475,[15 16] ; [12  9],[16.09615385 14.90384615] ; [10.90384615 10.09615385],0
p11,1,0.584559,0.298923,[30 30] ; [26 21],[31.40186916 28.59813084] ; [24.59813084 22.40186916],0
s1,1,0.590528,0.289521,[ 4 56] ; [ 2 45],[ 3.36448598 56.63551402] ; [ 2.63551402 44.36448598],0
s7,1,0.592576,0.28634,[10 47] ; [10 36],[11.06796117 45.93203883] ; [ 8.93203883 37.06796117],0
p8,1,0.595206,0.282287,[13 47] ; [12 34],[14.1509434 45.8490566] ; [10.8490566 35.1509434],0
s4,1,0.601021,0.273459,[14 46] ; [ 9 38],[12.89719626 47.10280374] ; [10.10280374 36.89719626],0
u2,1,0.605842,0.266275,[14 17] ; [9 8],[14.85416667 16.14583333] ; [8.14583333 8.85416667],0
a2,1,0.671936,0.179346,[ 8 52] ; [ 5 42],[ 7.28971963 52.71028037] ; [ 5.71028037 41.28971963],0
b4,1,0.691422,0.15755,[38 22] ; [28 19],[37.00934579 22.99065421] ; [28.99065421 18.00934579],0
p6,1,0.695097,0.153623,[ 4 56] ; [ 4 42],[ 4.52830189 55.47169811] ; [ 3.47169811 42.52830189],0
u3,1,0.696819,0.151803,[20 11] ; [10  7],[19.375 11.625] ; [10.625  6.375],0
a1,1,0.7077,0.140585,[ 2 58] ; [ 1 46],[ 1.68224299 58.31775701] ; [ 1.31775701 45.68224299],0
b3,1,0.71041,0.137868,[ 9 21] ; [ 7 13],[ 9.6 20.4] ; [ 6.4 13.6],0
b2,1,0.71041,0.137868,[ 9 21] ; [ 7 13],[ 9.6 20.4] ; [ 6.4 13.6],0
v4,1,0.741139,0.109128,[51  9] ; [41  6],[51.58878505  8.41121495] ; [40.41121495  6.58878505],0
s8,1,0.749105,0.102284,[13 47] ; [ 9 38],[12.3364486 47.6635514] ; [ 9.6635514 37.3364486],0
p2,1,0.75461,0.097698,[35 25] ; [26 21],[34.20560748 25.79439252] ; [26.79439252 20.20560748],0
d2,1,0.759451,0.093759,[20 40] ; [17 30],[20.74766355 39.25233645] ; [16.25233645 30.74766355],0
p5,1,0.802964,0.062256,[ 2 58] ; [ 2 45],[ 2.24299065 57.75700935] ; [ 1.75700935 45.24299065],0
s2,1,0.829211,0.046532,[20 39] ; [15 32],[19.48113208 39.51886792] ; [15.51886792 31.48113208],0
p9,1,0.911345,0.012397,[39 18] ; [31 15],[38.73786408 18.26213592] ; [31.26213592 14.73786408],0
p10,1,0.912328,0.012123,[34 25] ; [27 19],[34.27619048 24.72380952] ; [26.72380952 19.27619048],0
s5,1,0.938505,0.005952,[15 44] ; [12 34],[15.17142857 43.82857143] ; [11.82857143 34.17142857],0
a4,1,0.93862,0.00593,[17 43] ; [13 34],[16.82242991 43.17757009] ; [13.17757009 33.82242991],0
u1,1,0.953033,0.003469,[ 4 56] ; [ 3 44],[ 3.92523364 56.07476636] ; [ 3.07476636 43.92523364],0
n2,1,0.964357,0.001997,[19 12] ; [13  8],[19.07692308 11.92307692] ; [12.92307692  8.07692308],0
a6,1,0.997012,1.4e-05,[37 23] ; [29 18],[37.00934579 22.99065421] ; [28.99065421 18.00934579],0
