Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,94.708771,[331  35] ; [35 44],[301.0247191  64.9752809] ; [64.9752809 14.0247191],1
n6,1,0.0,31.584639,[334  31] ; [54 25],[318.96396396  46.03603604] ; [69.03603604  9.96396396],1
p4,1,1e-06,24.349784,[261 102] ; [34 45],[242.27375566 120.72624434] ; [52.72624434 26.27375566],1
p6,1,0.000819,11.19682,[171 187] ; [20 55],[157.91685912 200.08314088] ; [33.08314088 41.91685912],1
p3,1,0.001635,9.920004,[218 146] ; [32 47],[205.41760722 158.58239278] ; [44.58239278 34.41760722],0
p2,1,0.002607,9.063845,[323  41] ; [60 19],[314.69977427  49.30022573] ; [68.30022573 10.69977427],0
p5,1,0.0032,8.689834,[ 61 302] ; [ 3 75],[ 52.68027211 310.31972789] ; [11.31972789 66.68027211],0
p11,1,0.004151,8.216488,[311  56] ; [57 23],[302.13870246  64.86129754] ; [65.86129754 14.13870246],0
a8,1,0.004788,7.957932,[ 60 262] ; [ 4 71],[ 51.9093199 270.0906801] ; [12.0906801 62.9093199],0
v3,1,0.007309,7.195402,[193 161] ; [29 48],[182.3387471 171.6612529] ; [39.6612529 37.3387471],0
n1,1,0.008813,6.860427,[27 20] ; [ 7 20],[21.59459459 25.40540541] ; [12.40540541 14.59459459],0
d1,1,0.011391,6.403301,[239 128] ; [40 40],[229.06711409 137.93288591] ; [49.93288591 30.06711409],0
p8,1,0.016205,5.780473,[222 135] ; [37 41],[212.55862069 144.44137931] ; [46.44137931 31.55862069],0
p7,1,0.019343,5.470244,[254 101] ; [44 32],[245.45243619 109.54756381] ; [52.54756381 23.45243619],0
d2,1,0.036953,4.352589,[193 172] ; [32 48],[184.5505618 180.4494382] ; [40.4494382 39.5505618],0
s4,1,0.040702,4.18837,[ 52 308] ; [19 61],[ 58.09090909 301.90909091] ; [12.90909091 67.09090909],0
u1,1,0.043413,4.07923,[ 83 284] ; [10 70],[ 76.3557047 290.6442953] ; [16.6442953 63.3557047],0
s7,1,0.045706,3.992401,[195 153] ; [33 43],[187.13207547 160.86792453] ; [40.86792453 35.13207547],0
d5,1,0.050117,3.837556,[311  54] ; [61 19],[305.12359551  59.87640449] ; [66.87640449 13.12359551],0
s8,1,0.056864,3.626575,[194 168] ; [33 46],[186.33560091 175.66439909] ; [40.66439909 38.33560091],0
p12,1,0.127773,2.319355,[ 39 323] ; [ 4 74],[ 35.37727273 326.62272727] ; [ 7.62272727 70.37727273],0
p10,1,0.134514,2.239615,[316  47] ; [62 15],[311.85  51.15] ; [66.15 10.85],0
d3,1,0.169076,1.891121,[266 100] ; [52 28],[260.95964126 105.04035874] ; [57.04035874 22.95964126],0
s5,1,0.214115,1.543381,[145 205] ; [26 51],[140.16393443 209.83606557] ; [30.83606557 46.16393443],0
s2,1,0.239251,1.385001,[206 154] ; [40 40],[201.27272727 158.72727273] ; [44.72727273 35.27272727],0
n3,1,0.253069,1.306281,[37 10] ; [18  9],[34.93243243 12.06756757] ; [20.06756757  6.93243243],0
a3,1,0.254013,1.301099,[277  87] ; [56 24],[273.  91.] ; [60. 20.],0
a5,1,0.302005,1.065321,[290  77] ; [59 21],[286.53914989  80.46085011] ; [62.46085011 17.53914989],0
b1,1,0.305352,1.050674,[137 230] ; [25 55],[133.00671141 233.99328859] ; [28.99328859 51.00671141],0
b4,1,0.309491,1.032849,[216 151] ; [52 28],[220.03579418 146.96420582] ; [47.96420582 32.03579418],0
u4,1,0.329995,0.948916,[ 12 355] ; [ 1 79],[ 10.67337808 356.32662192] ; [ 2.32662192 77.67337808],0
a4,1,0.355603,0.853363,[180 184] ; [35 45],[176.26126126 187.73873874] ; [38.73873874 41.26126126],0
u3,1,0.434766,0.610057,[56 34] ; [17  7],[57.63157895 32.36842105] ; [15.36842105  8.63157895],0
s6,1,0.446518,0.579475,[261  96] ; [53 24],[258.29032258  98.70967742] ; [55.70967742 21.29032258],0
v4,1,0.45981,0.546358,[361   5] ; [78  2],[360.25560538   5.74439462] ; [78.74439462  1.25560538],0
v2,1,0.529626,0.395109,[248 109] ; [50 26],[245.69515012 111.30484988] ; [52.30484988 23.69515012],0
a2,1,0.553152,0.351701,[ 99 268] ; [19 61],[ 96.88143177 270.11856823] ; [21.11856823 58.88143177],0
a1,1,0.59288,0.28587,[ 19 348] ; [ 3 77],[ 18.06263982 348.93736018] ; [ 3.93736018 76.06263982],0
p9,1,0.627022,0.23612,[322  40] ; [67 10],[320.76993166  41.23006834] ; [68.23006834  8.76993166],0
s3,1,0.63074,0.231059,[208 151] ; [44 36],[206.07744875 152.92255125] ; [45.92255125 34.07744875],0
b5,1,0.640974,0.217471,[233 134] ; [53 27],[234.81431767 132.18568233] ; [51.18568233 28.81431767],0
u2,1,0.646275,0.210629,[50 40] ; [14  9],[50.97345133 39.02654867] ; [13.02654867  9.97345133],0
p1,1,0.678912,0.171353,[ 38 327] ; [ 7 72],[ 36.99324324 328.00675676] ; [ 8.00675676 70.99324324],0
n2,1,0.776329,0.080717,[37 10] ; [22  5],[37.47297297  9.52702703] ; [21.52702703  5.47297297],0
d4,1,0.839055,0.041251,[309  56] ; [67 13],[308.40449438  56.59550562] ; [67.59550562 12.40449438],0
r1,1,0.850771,0.035395,[323  43] ; [70 10],[322.50672646  43.49327354] ; [70.49327354  9.50672646],0
