Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.202856,[1 6] ; [69 11],[5.63218391 1.36781609] ; [64.36781609 15.63218391],1
r3,1,5e-06,20.965854,[2 5] ; [72  7],[6.02325581 0.97674419] ; [67.97674419 11.02325581],1
p9,1,0.002522,9.124594,[2 5] ; [63 16],[5.29069767 1.70930233] ; [59.70930233 19.29069767],0
p2,1,0.003563,8.494152,[3 4] ; [69 11],[5.79310345 1.20689655] ; [66.20689655 13.79310345],0
p10,1,0.004879,7.923636,[2 5] ; [62 18],[5.14942529 1.85057471] ; [58.85057471 21.14942529],0
a7,1,0.009126,6.797992,[1 6] ; [51 28],[4.23255814 2.76744186] ; [47.76744186 31.23255814],0
s6,1,0.011139,6.442972,[3 4] ; [64 13],[5.58333333 1.41666667] ; [61.41666667 15.58333333],0
a6,1,0.013004,6.168592,[1 6] ; [50 30],[4.10344828 2.89655172] ; [46.89655172 33.10344828],0
p11,1,0.015995,5.803452,[2 5] ; [58 22],[4.82758621 2.17241379] ; [55.17241379 24.82758621],0
s1,1,0.018272,5.569841,[2 5] ; [ 4 76],[0.48275862 6.51724138] ; [ 5.51724138 74.48275862],0
r2,1,0.020356,5.381061,[4 2] ; [74  5],[5.50588235 0.49411765] ; [72.49411765  6.50588235],0
s3,1,0.020465,5.371765,[2 5] ; [57 23],[4.74712644 2.25287356] ; [54.25287356 25.74712644],0
s2,1,0.022029,5.243473,[2 5] ; [56 23],[4.72093023 2.27906977] ; [53.27906977 25.72093023],0
p8,1,0.032936,4.549098,[1 6] ; [45 35],[3.70114943 3.29885057] ; [42.29885057 37.70114943],0
p4,1,0.067374,3.345869,[2 5] ; [51 29],[4.26436782 2.73563218] ; [48.73563218 31.26436782],0
b1,1,0.079186,3.081535,[5 2] ; [30 50],[2.81609195 4.18390805] ; [32.18390805 47.81609195],0
d4,1,0.083275,2.999796,[3 4] ; [59 21],[4.98850575 2.01149425] ; [57.01149425 22.98850575],0
p7,1,0.08956,2.882261,[2 5] ; [48 30],[4.11764706 2.88235294] ; [45.88235294 32.11764706],0
n3,1,0.131063,2.279865,[2 3] ; [20  7],[3.4375 1.5625] ; [18.5625  8.4375],0
n6,1,0.131077,2.279697,[4 3] ; [65 15],[5.55172414 1.44827586] ; [63.44827586 16.55172414],0
b4,1,0.179191,1.804318,[2 5] ; [44 36],[3.70114943 3.29885057] ; [42.29885057 37.70114943],0
r1,1,0.188387,1.730188,[3 4] ; [54 26],[4.5862069 2.4137931] ; [52.4137931 27.5862069],0
d1,1,0.249805,1.324395,[2 5] ; [41 39],[3.45977011 3.54022989] ; [39.54022989 40.45977011],0
n4,1,0.27464,1.193425,[3 4] ; [51 29],[4.34482759 2.65517241] ; [49.65517241 30.34482759],0
d5,1,0.314943,1.00983,[4 3] ; [59 20],[5.12790698 1.87209302] ; [57.87209302 21.12790698],0
n1,1,0.378884,0.774321,[1 4] ; [11 16],[1.875 3.125] ; [10.125 16.875],0
n5,1,0.434284,0.611339,[4 3] ; [57 23],[4.90804598 2.09195402] ; [56.09195402 23.90804598],0
b5,1,0.473064,0.514811,[5 2] ; [46 34],[4.10344828 2.89655172] ; [46.89655172 33.10344828],0
d2,1,0.473064,0.514811,[2 5] ; [34 46],[2.89655172 4.10344828] ; [33.10344828 46.89655172],0
d3,1,0.54404,0.368104,[4 3] ; [54 25],[4.72093023 2.27906977] ; [53.27906977 25.72093023],0
s7,1,0.594612,0.2832,[3 3] ; [47 30],[3.61445783 2.38554217] ; [46.38554217 30.61445783],0
p3,1,0.624427,0.239694,[3 4] ; [42 38],[3.62068966 3.37931034] ; [41.37931034 38.62068966],0
a5,1,0.626887,0.236306,[4 3] ; [53 27],[4.5862069 2.4137931] ; [52.4137931 27.5862069],0
u3,1,0.630872,0.23088,[1 1] ; [20 10],[1.3125 0.6875] ; [19.6875 10.3125],0
a4,1,0.638524,0.220678,[2 5] ; [30 50],[2.57471264 4.42528736] ; [29.42528736 50.57471264],0
a3,1,0.638524,0.220678,[5 2] ; [50 30],[4.42528736 2.57471264] ; [50.57471264 29.42528736],0
v1,1,0.779391,0.078463,[3 4] ; [30 50],[2.65517241 4.34482759] ; [30.34482759 49.65517241],0
p1,1,0.809188,0.058309,[1 6] ; [ 9 71],[0.8045977 6.1954023] ; [ 9.1954023 70.8045977],0
v3,1,0.892119,0.018394,[1 6] ; [13 67],[1.12643678 5.87356322] ; [12.87356322 67.12643678],0
b2,1,0.942421,0.005217,[1 3] ; [11 36],[0.94117647 3.05882353] ; [11.05882353 35.94117647],0
b3,1,0.942421,0.005217,[1 3] ; [11 36],[0.94117647 3.05882353] ; [11.05882353 35.94117647],0
