Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,65.324874,[134  30] ; [ 99 141],[94.58415842 69.41584158] ; [138.41584158 101.58415842],1
v1,1,0.0,31.353365,[118  47] ; [104 136],[90.44444444 74.55555556] ; [131.55555556 108.44444444],1
p12,1,9.3e-05,15.269953,[ 32 135] ; [ 16 228],[ 19.50364964 147.49635036] ; [ 28.49635036 215.50364964],1
s8,1,0.000562,11.898313,[113  53] ; [127 122],[96. 70.] ; [144. 105.],1
p11,1,0.001099,10.65289,[145  22] ; [183  66],[131.67307692  35.32692308] ; [196.32692308  52.67307692],0
p8,1,0.001303,10.337771,[107  59] ; [118 126],[91.09756098 74.90243902] ; [133.90243902 110.09756098],0
n5,1,0.002712,8.991931,[140  27] ; [174  71],[127.27669903  39.72330097] ; [186.72330097  58.27669903],0
p3,1,0.003259,8.656503,[103  64] ; [116 131],[88.34057971 78.65942029] ; [130.65942029 116.34057971],0
d1,1,0.004035,8.268201,[130  37] ; [161  88],[116.81971154  50.18028846] ; [174.18028846  74.81971154],0
n6,1,0.004788,7.958004,[148  18] ; [193  53],[137.39320388  28.60679612] ; [203.60679612  42.39320388],0
r4,1,0.009064,6.810079,[158   9] ; [216  33],[150.13942308  16.86057692] ; [223.86057692  25.13942308],0
p5,1,0.010203,6.599047,[ 30 137] ; [ 23 223],[ 21.43099274 145.56900726] ; [ 31.56900726 214.43099274],0
d5,1,0.012775,6.200022,[152  15] ; [205  44],[143.31490385  23.68509615] ; [213.68509615  35.31490385],0
p4,1,0.019966,5.414829,[114  53] ; [140 106],[102.70702179  64.29297821] ; [151.29297821  94.70702179],0
r3,1,0.020215,5.39326,[165   2] ; [232  14],[160.53026634   6.46973366] ; [236.46973366   9.53026634],0
a5,1,0.020741,5.348459,[136  31] ; [178  71],[126.05288462  40.94711538] ; [187.94711538  61.05288462],0
s7,1,0.021125,5.316413,[116  46] ; [145  95],[105.17910448  56.82089552] ; [155.82089552  84.17910448],0
u4,1,0.025463,4.992121,[  8 159] ; [  3 246],[  4.41586538 162.58413462] ; [  6.58413462 242.41586538],0
p1,1,0.033738,4.507934,[ 19 147] ; [ 14 233],[ 13.26392252 152.73607748] ; [ 19.73607748 227.26392252],0
a3,1,0.033978,4.495796,[139  27] ; [186  62],[130.31400966  35.68599034] ; [194.68599034  53.31400966],0
a1,1,0.036137,4.390644,[ 16 151] ; [ 11 238],[ 10.83894231 156.16105769] ; [ 16.16105769 232.83894231],0
