Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,49.981412,[177  54] ; [45 73],[146.93982808  84.06017192] ; [75.06017192 42.93982808],1
a6,1,0.0,48.918382,[180  52] ; [47 71],[150.46857143  81.53142857] ; [76.53142857 41.46857143],1
r4,1,1e-06,24.52612,[208  25] ; [80 38],[191.17948718  41.82051282] ; [96.82051282 21.17948718],1
r1,1,3e-06,21.61365,[190  41] ; [70 48],[172.09169054  58.90830946] ; [87.90830946 30.09169054],1
a2,1,3.5e-05,17.115212,[ 67 166] ; [ 11 107],[ 51.77777778 181.22222222] ; [26.22222222 91.77777778],1
d4,1,5.3e-05,16.333821,[192  40] ; [74 43],[176.8252149  55.1747851] ; [89.1747851 27.8252149],1
a5,1,6.5e-05,15.951533,[177  56] ; [65 53],[160.64387464  72.35612536] ; [81.35612536 36.64387464],1
r3,1,9.1e-05,15.318842,[215  16] ; [93 25],[203.86246418  27.13753582] ; [104.13753582  13.86246418],1
b5,1,0.000287,13.152287,[159  74] ; [57 61],[143.38461538  89.61538462] ; [72.61538462 45.38461538],1
d5,1,0.000411,12.483547,[186  46] ; [74 44],[172.34285714  59.65714286] ; [87.65714286 30.34285714],1
d1,1,0.001742,9.803766,[134  99] ; [47 71],[120.15099715 112.84900285] ; [60.84900285 57.15099715],0
u1,1,0.002035,9.517443,[ 39 194] ; [  6 112],[ 29.87179487 203.12820513] ; [ 15.12820513 102.87179487],0
r2,1,0.003887,8.335663,[216  14] ; [97 18],[208.66666667  21.33333333] ; [104.33333333  10.66666667],0
s6,1,0.005167,7.820212,[157  74] ; [61 55],[145.12391931  85.87608069] ; [72.87608069 43.12391931],0
u3,1,0.011272,6.421972,[42 30] ; [15 29],[35.37931034 36.62068966] ; [21.62068966 22.37931034],0
v2,1,0.017228,5.672963,[113 105] ; [43 70],[102.74320242 115.25679758] ; [53.25679758 59.74320242],0
v4,1,0.019161,5.486744,[217  16] ; [99 17],[210.96848138  22.03151862] ; [105.03151862  10.96848138],0
p10,1,0.035114,4.439605,[179  49] ; [79 37],[171.  57.] ; [87. 29.],0
a8,1,0.036004,4.396892,[ 40 172] ; [ 11 100],[ 33.47368421 178.52631579] ; [17.52631579 93.47368421],0
p2,1,0.05632,3.642563,[183  50] ; [81 36],[175.74857143  57.25142857] ; [88.25142857 28.74857143],0
s2,1,0.057828,3.598613,[116 114] ; [46 70],[107.68786127 122.31213873] ; [54.31213873 61.68786127],0
b1,1,0.064412,3.419986,[ 81 152] ; [53 65],[ 88.95156695 144.04843305] ; [45.04843305 72.95156695],0
n4,1,0.065045,3.403835,[199  33] ; [92 26],[192.89142857  39.10857143] ; [98.10857143 19.89142857],0
s3,1,0.065131,3.401645,[128  98] ; [54 63],[119.91836735 106.08163265] ; [62.08163265 54.91836735],0
p9,1,0.074752,3.175472,[184  42] ; [84 31],[177.61876833  48.38123167] ; [90.38123167 24.61876833],0
u2,1,0.096399,2.764123,[40 32] ; [17 26],[35.68695652 36.31304348] ; [21.31304348 21.68695652],0
p8,1,0.103266,2.654361,[ 93 131] ; [38 79],[ 86.05278592 137.94721408] ; [44.94721408 72.05278592],0
a4,1,0.145188,2.122095,[105 127] ; [43 73],[ 98.66666667 133.33333333] ; [49.33333333 66.66666667],0
s8,1,0.149698,2.075322,[ 93 139] ; [38 80],[ 86.83428571 145.16571429] ; [44.16571429 73.83428571],0
a3,1,0.188082,1.732577,[161  70] ; [74 44],[155.54441261  75.45558739] ; [79.45558739 38.54441261],0
p11,1,0.197927,1.657603,[175  58] ; [81 37],[169.93732194  63.06267806] ; [86.06267806 31.93732194],0
p4,1,0.239875,1.381329,[ 96 135] ; [41 76],[ 90.93965517 140.06034483] ; [46.06034483 70.93965517],0
b3,1,0.402189,0.70177,[46 89] ; [28 42],[48.73170732 86.26829268] ; [25.26829268 44.73170732],0
b2,1,0.402189,0.70177,[46 89] ; [28 42],[48.73170732 86.26829268] ; [25.26829268 44.73170732],0
n2,1,0.413823,0.667791,[48 13] ; [36 14],[46.16216216 14.83783784] ; [37.83783784 12.16216216],0
n1,1,0.418215,0.655325,[27 31] ; [19 30],[24.93457944 33.06542056] ; [21.06542056 27.93457944],0
n6,1,0.446427,0.579708,[194  38] ; [94 23],[191.44985673  40.55014327] ; [96.55014327 20.44985673],0
v3,1,0.450228,0.570078,[ 77 144] ; [36 81],[ 73.88461538 147.11538462] ; [39.11538462 77.88461538],0
b4,1,0.45531,0.557399,[140  93] ; [66 52],[136.74643875  96.25356125] ; [69.25356125 48.74643875],0
p1,1,0.509119,0.435878,[ 16 216] ; [  6 112],[ 14.58285714 217.41714286] ; [  7.41714286 110.58285714],0
v1,1,0.631001,0.230706,[110 115] ; [54 63],[107.89473684 117.10526316] ; [56.10526316 60.89473684],0
p12,1,0.640046,0.218682,[ 11 220] ; [  7 111],[ 11.91404011 219.08595989] ; [  6.08595989 111.91404011],0
p5,1,0.654319,0.200498,[ 13 218] ; [  8 109],[ 13.93965517 217.06034483] ; [  7.06034483 109.93965517],0
s1,1,0.671423,0.179942,[ 10 215] ; [  4 111],[  9.26470588 215.73529412] ; [  4.73529412 110.26470588],0
n3,1,0.710864,0.137416,[40 20] ; [31 18],[39.08256881 20.91743119] ; [31.91743119 17.08256881],0
p6,1,0.712799,0.135498,[ 60 169] ; [32 82],[ 61.42274052 167.57725948] ; [30.57725948 83.42274052],0
s4,1,0.771126,0.084624,[ 36 193] ; [ 17 100],[ 35.07803468 193.92196532] ; [17.92196532 99.07803468],0
p7,1,0.815308,0.054562,[112 108] ; [57 58],[110.98507463 109.01492537] ; [58.01492537 56.98507463],0
d2,1,0.8567,0.032608,[107 124] ; [53 64],[106.20689655 124.79310345] ; [53.79310345 63.20689655],0
a1,1,0.880807,0.022484,[ 11 222] ; [  6 112],[ 11.28490028 221.71509972] ; [  5.71509972 112.28490028],0
s7,1,0.911547,0.01234,[ 95 130] ; [48 64],[ 95.47477745 129.52522255] ; [47.52522255 64.47477745],0
