Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,48.135209,[ 20 127] ; [38 25],[ 40.6 106.4] ; [17.4 45.6],1
p6,1,1e-06,23.21975,[ 35 110] ; [37 26],[50.19230769 94.80769231] ; [21.80769231 41.19230769],1
u1,1,0.000163,14.213155,[ 18 129] ; [22 42],[ 27.86729858 119.13270142] ; [12.13270142 51.86729858],1
s2,1,0.000439,12.358605,[ 15 131] ; [19 45],[ 23.63809524 122.36190476] ; [10.36190476 53.63809524],1
s6,1,0.000821,11.19261,[57 89] ; [41 23],[68.13333333 77.86666667] ; [29.86666667 34.13333333],1
p3,1,0.009129,6.797494,[65 81] ; [41 23],[73.6952381 72.3047619] ; [32.3047619 31.6952381],0
v3,1,0.009381,6.748724,[60 82] ; [39 24],[68.57560976 73.42439024] ; [30.42439024 32.57560976],0
p4,1,0.011028,6.460871,[77 68] ; [46 18],[85.33492823 59.66507177] ; [37.66507177 26.33492823],0
d2,1,0.013659,6.081633,[62 84] ; [39 25],[70.21904762 75.78095238] ; [30.78095238 33.21904762],0
a5,1,0.014552,5.969965,[103  44] ; [55  9],[110.07582938  36.92417062] ; [47.92417062 16.07582938],0
s5,1,0.014949,5.922493,[ 30 116] ; [23 40],[ 37.02392344 108.97607656] ; [15.97607656 47.02392344],0
a2,1,0.021397,5.294138,[ 27 120] ; [21 43],[ 33.44075829 113.55924171] ; [14.55924171 49.44075829],0
n5,1,0.021658,5.273026,[95 51] ; [51 12],[101.99043062  44.00956938] ; [44.00956938 18.99043062],0
v1,1,0.026773,4.905387,[88 58] ; [48 15],[95.00478469 50.99521531] ; [40.99521531 22.00478469],0
a3,1,0.031713,4.613944,[98 49] ; [52 12],[104.50236967  42.49763033] ; [45.49763033 18.50236967],0
u2,1,0.032296,4.58271,[19 28] ; [9 3],[22.30508475 24.69491525] ; [5.69491525 6.30508475],0
b2,1,0.035511,4.420453,[25 58] ; [25 27],[30.74074074 52.25925926] ; [19.25925926 32.74074074],0
b3,1,0.035511,4.420453,[25 58] ; [25 27],[30.74074074 52.25925926] ; [19.25925926 32.74074074],0
a6,1,0.0563,3.643169,[98 49] ; [51 13],[103.8056872  43.1943128] ; [45.1943128 18.8056872],0
r4,1,0.060347,3.527834,[124  23] ; [60  4],[128.18957346  18.81042654] ; [55.81042654  8.18957346],0
u3,1,0.061564,3.49475,[22 27] ; [9 3],[24.90163934 24.09836066] ; [6.09836066 5.90163934],0
d5,1,0.062536,3.468825,[121  26] ; [59  5],[125.4028436  21.5971564] ; [54.5971564  9.4028436],0
p12,1,0.089448,2.884272,[  4 142] ; [ 5 58],[  6.28708134 139.71291866] ; [ 2.71291866 60.28708134],0
n4,1,0.110183,2.551595,[104  43] ; [52 12],[108.68246445  38.31753555] ; [47.31753555 16.68246445],0
p10,1,0.114959,2.484687,[111  35] ; [54  9],[115.26315789  30.73684211] ; [49.73684211 13.26315789],0
p9,1,0.136702,2.214692,[115  32] ; [54  8],[118.86602871  28.13397129] ; [50.13397129 11.86602871],0
p1,1,0.137295,2.208017,[ 13 134] ; [ 2 62],[ 10.45023697 136.54976303] ; [ 4.54976303 59.45023697],0
p5,1,0.188232,1.731403,[ 12 135] ; [ 9 55],[ 14.63033175 132.36966825] ; [ 6.36966825 57.63033175],0
n3,1,0.201899,1.628586,[25  8] ; [8 6],[23.17021277  9.82978723] ; [9.82978723 4.17021277],0
a7,1,0.255721,1.291774,[103  43] ; [50 14],[106.37142857  39.62857143] ; [46.62857143 17.37142857],0
v4,1,0.288983,1.124354,[137  10] ; [62  2],[138.63981043   8.36018957] ; [60.36018957  3.63981043],0
b1,1,0.322542,0.978611,[54 93] ; [19 45],[50.85781991 96.14218009] ; [22.14218009 41.85781991],0
n6,1,0.324882,0.969192,[118  29] ; [55  9],[120.52606635  26.47393365] ; [52.47393365 11.52606635],0
p2,1,0.345317,0.890591,[115  31] ; [54 10],[117.4952381  28.5047619] ; [51.5047619 12.4952381],0
r3,1,0.362825,0.82809,[137   9] ; [62  2],[138.35238095   7.64761905] ; [60.64761905  3.35238095],0
p7,1,0.381782,0.764957,[88 58] ; [42 21],[90.81339713 55.18660287] ; [39.18660287 23.81339713],0
a8,1,0.421923,0.644952,[ 15 115] ; [ 8 42],[ 16.61111111 113.38888889] ; [ 6.38888889 43.61111111],0
b5,1,0.448259,0.57505,[86 61] ; [41 23],[88.47867299 58.52132701] ; [38.52132701 25.47867299],0
n2,1,0.457726,0.551449,[24  8] ; [9 5],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
s4,1,0.504814,0.444801,[ 16 130] ; [ 5 58],[ 14.66985646 131.33014354] ; [ 6.33014354 56.66985646],0
d1,1,0.504836,0.444757,[87 60] ; [41 23],[89.17535545 57.82464455] ; [38.82464455 25.17535545],0
