Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3.3e-05,17.232473,[100  25] ; [19 22],[89.60843373 35.39156627] ; [29.39156627 11.60843373],1
p9,1,0.001017,10.796215,[102  23] ; [23 18],[94.12650602 30.87349398] ; [30.87349398 10.12650602],0
b1,1,0.003281,8.644277,[43 84] ; [26 18],[51.24561404 75.75438596] ; [17.75438596 26.24561404],0
p3,1,0.006039,7.538745,[61 64] ; [11 33],[53.25443787 71.74556213] ; [18.74556213 25.25443787],0
p8,1,0.034666,4.461574,[63 60] ; [14 29],[57.05421687 65.94578313] ; [19.94578313 23.05421687],0
r1,1,0.035791,4.407027,[92 34] ; [24 19],[86.4852071 39.5147929] ; [29.5147929 13.4852071],0
b4,1,0.038816,4.268922,[72 55] ; [17 27],[66.0994152 60.9005848] ; [22.9005848 21.0994152],0
a4,1,0.100073,2.704374,[33 93] ; [ 6 37],[29.07692308 96.92307692] ; [ 9.92307692 33.07692308],0
n4,1,0.114436,2.491869,[93 34] ; [26 17],[88.9 38.1] ; [30.1 12.9],0
v2,1,0.133413,2.252336,[54 64] ; [14 29],[49.83850932 68.16149068] ; [18.16149068 24.83850932],0
n6,1,0.154129,2.030906,[105  22] ; [32 12],[101.74853801  25.25146199] ; [35.25146199  8.74853801],0
r4,1,0.154881,2.02351,[112  15] ; [35  9],[109.1754386  17.8245614] ; [37.8245614  6.1754386],0
a6,1,0.155935,2.01321,[79 48] ; [22 22],[75.01169591 51.98830409] ; [25.98830409 18.01169591],0
n2,1,0.16103,1.964526,[29  4] ; [13  5],[27.17647059  5.82352941] ; [14.82352941  3.17647059],0
a8,1,0.165202,1.92595,[ 11 106] ; [ 7 33],[ 13.41401274 103.58598726] ; [ 4.58598726 35.41401274],0
p2,1,0.165469,1.923522,[99 27] ; [30 14],[95.61176471 30.38823529] ; [33.38823529 10.61176471],0
u2,1,0.188112,1.732343,[30 30] ; [ 9 17],[27.20930233 32.79069767] ; [11.79069767 14.20930233],0
d2,1,0.216624,1.526595,[35 92] ; [ 8 36],[31.93567251 95.06432749] ; [11.06432749 32.93567251],0
a3,1,0.21681,1.525362,[67 60] ; [18 25],[63.5 63.5] ; [21.5 21.5],0
s6,1,0.23118,1.433586,[73 50] ; [21 22],[69.65060241 53.34939759] ; [24.34939759 18.65060241],0
r3,1,0.239951,1.380883,[115  12] ; [37  7],[112.88888889  14.11111111] ; [39.11111111  4.88888889],0
n5,1,0.24753,1.33719,[97 30] ; [29 14],[94.12941176 32.87058824] ; [31.87058824 11.12941176],0
n1,1,0.264048,1.247406,[14 18] ; [ 5 13],[12.16 19.84] ; [ 6.84 11.16],0
v1,1,0.292114,1.109854,[56 67] ; [16 28],[53.02994012 69.97005988] ; [18.97005988 25.02994012],0
b2,1,0.359078,0.841115,[22 57] ; [ 4 18],[20.33663366 58.66336634] ; [ 5.66336634 16.33663366],0
b3,1,0.359078,0.841115,[22 57] ; [ 4 18],[20.33663366 58.66336634] ; [ 5.66336634 16.33663366],0
p5,1,0.365728,0.818127,[ 15 111] ; [ 3 40],[ 13.42011834 112.57988166] ; [ 4.57988166 38.42011834],0
a2,1,0.374668,0.788125,[ 11 116] ; [ 2 42],[  9.65497076 117.34502924] ; [ 3.34502924 40.65497076],0
p1,1,0.376794,0.781135,[ 18 108] ; [ 4 40],[ 16.30588235 109.69411765] ; [ 5.69411765 38.30588235],0
s5,1,0.422778,0.642581,[30 92] ; [ 8 35],[28.0969697 93.9030303] ; [ 9.9030303 33.0969697],0
n3,1,0.53405,0.386679,[29  4] ; [13  3],[28.28571429  4.71428571] ; [13.71428571  2.28571429],0
