Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3.3e-05,17.232473,[100  25] ; [19 22],[89.60843373 35.39156627] ; [29.39156627 11.60843373],1
v3,1,0.546667,0.363323,[42 83] ; [12 30],[40.41916168 84.58083832] ; [13.58083832 28.41916168],0
p7,1,0.591211,0.288457,[75 49] ; [24 19],[73.50898204 50.49101796] ; [25.49101796 17.50898204],0
s2,1,0.592825,0.285954,[42 81] ; [17 27],[43.45508982 79.54491018] ; [15.54491018 28.45508982],0
d3,1,0.600143,0.27478,[34 93] ; [13 29],[35.31952663 91.68047337] ; [11.68047337 30.31952663],0
s3,1,0.616141,0.251329,[57 65] ; [22 21],[58.41212121 63.58787879] ; [20.58787879 22.41212121],0
a5,1,0.684986,0.164567,[68 59] ; [22 22],[66.84210526 60.15789474] ; [23.15789474 20.84210526],0
p6,1,0.757762,0.095124,[38 87] ; [12 31],[37.20238095 87.79761905] ; [12.79761905 30.20238095],0
u3,1,0.776223,0.080795,[28 32] ; [13 13],[28.60465116 31.39534884] ; [12.39534884 13.60465116],0
s7,1,0.785633,0.073976,[46 72] ; [15 26],[45.27044025 72.72955975] ; [15.72955975 25.27044025],0
r2,1,0.799707,0.064377,[117  10] ; [40  4],[116.60233918  10.39766082] ; [40.39766082  3.60233918],0
a7,1,0.800223,0.064039,[74 53] ; [26 17],[74.70588235 52.29411765] ; [25.29411765 17.70588235],0
s4,1,0.930779,0.007545,[ 22 103] ; [ 8 36],[ 22.18934911 102.81065089] ; [ 7.81065089 36.18934911],0
b5,1,0.939002,0.005856,[73 54] ; [25 19],[72.78362573 54.21637427] ; [25.21637427 18.78362573],0
s1,1,0.952318,0.003576,[  6 117] ; [ 2 41],[  5.92771084 117.07228916] ; [ 2.07228916 40.92771084],0
s8,1,0.952765,0.003509,[42 83] ; [15 29],[42.15976331 82.84023669] ; [14.84023669 29.15976331],0
d5,1,0.995019,3.9e-05,[59 68] ; [20 23],[59.01764706 67.98235294] ; [19.98235294 23.01764706],0
p4,1,1.0,0.0,[63 63] ; [22 22],[63. 63.] ; [22. 22.],0
