Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,73.592671,[186  77] ; [ 43 113],[143.7398568 119.2601432] ; [85.2601432 70.7398568],1
p8,1,0.0,46.042254,[179  82] ; [ 52 100],[145.98305085 115.01694915] ; [85.01694915 66.98305085],1
p6,1,0.0,44.650777,[131 128] ; [ 27 127],[ 99.08474576 159.91525424] ; [58.91525424 95.08474576],1
p2,1,0.0,26.058601,[241  22] ; [114  42],[222.82816229  40.17183771] ; [132.17183771  23.82816229],1
p5,1,2e-06,22.265581,[ 45 218] ; [  3 153],[ 30.12887828 232.87112172] ; [ 17.87112172 138.12887828],1
n5,1,1.9e-05,18.327764,[218  44] ; [99 54],[200.13012048  61.86987952] ; [116.86987952  36.13012048],1
p7,1,3.4e-05,17.168715,[196  64] ; [84 67],[177.12895377  82.87104623] ; [102.87104623  48.12895377],1
d2,1,0.000124,14.727131,[159 103] ; [64 91],[140.11031175 121.88968825] ; [82.88968825 72.11031175],1
n4,1,0.000409,12.492859,[223  40] ; [109  46],[208.88995215  54.11004785] ; [123.11004785  31.88995215],1
d1,1,0.000571,11.869544,[187  76] ; [85 71],[170.73031026  92.26968974] ; [101.26968974  54.73031026],1
a2,1,0.000793,11.258115,[ 87 176] ; [ 28 128],[ 72.18377088 190.81622912] ; [ 42.81622912 113.18377088],1
d3,1,0.000822,11.190683,[205  58] ; [98 58],[190.18854415  72.81145585] ; [112.81145585  43.18854415],1
d5,1,0.001099,10.653573,[235  28] ; [121  35],[223.45584726  39.54415274] ; [132.54415274  23.45584726],0
a5,1,0.002756,8.962025,[225  38] ; [115  41],[213.41288783  49.58711217] ; [126.58711217  29.41288783],0
s6,1,0.003263,8.654126,[192  68] ; [93 62],[178.55421687  81.44578313] ; [106.44578313  48.55421687],0
p12,1,0.004112,8.233624,[ 35 228] ; [  7 147],[ 26.48920863 236.51079137] ; [ 15.51079137 138.48920863],0
u1,1,0.006067,7.530236,[ 71 192] ; [ 24 132],[ 59.6300716 203.3699284] ; [ 35.3699284 120.6300716],0
p10,1,0.008058,7.020457,[231  31] ; [120  33],[221.59518072  40.40481928] ; [129.40481928  23.59518072],0
p11,1,0.008629,6.898132,[223  40] ; [116  40],[212.78520286  50.21479714] ; [126.21479714  29.78520286],0
p9,1,0.013921,6.048137,[235  26] ; [124  28],[226.87409201  34.12590799] ; [132.12590799  19.87409201],0
