Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,36.954677,[69  2] ; [19 20],[56.8 14.2] ; [31.2  7.8],1
v4,1,0.0,35.854273,[69  1] ; [20 18],[57.68518519 12.31481481] ; [31.31481481  6.68518519],1
r2,1,0.0,29.620238,[68  3] ; [20 18],[57.32110092 13.67889908] ; [30.67889908  7.32110092],1
r1,1,1e-06,24.828458,[48 23] ; [ 7 32],[35.5 35.5] ; [19.5 19.5],1
p11,1,6.5e-05,15.946897,[56 15] ; [16 23],[46.47272727 24.52727273] ; [25.52727273 13.47272727],1
n6,1,0.000306,13.031866,[58 13] ; [19 20],[49.7 21.3] ; [27.3 11.7],1
u3,1,0.000897,11.028123,[26 21] ; [ 4 22],[19.31506849 27.68493151] ; [10.68493151 15.31506849],1
s6,1,0.00121,10.474916,[40 29] ; [10 29],[31.94444444 37.05555556] ; [18.05555556 20.94444444],0
s3,1,0.003154,8.715957,[40 28] ; [11 27],[32.71698113 35.28301887] ; [18.28301887 19.71698113],0
u2,1,0.003994,8.286758,[28 19] ; [ 6 19],[22.19444444 24.80555556] ; [11.80555556 13.19444444],0
p9,1,0.011096,6.449812,[52 18] ; [19 19],[46.01851852 23.98148148] ; [24.98148148 13.01851852],0
b1,1,0.012202,6.281308,[21 50] ; [21 18],[27.10909091 43.89090909] ; [14.89090909 24.10909091],0
a7,1,0.021875,5.255688,[38 33] ; [12 27],[32.27272727 38.72727273] ; [17.72727273 21.27272727],0
a6,1,0.032146,4.590691,[33 38] ; [10 29],[27.75454545 43.24545455] ; [15.24545455 23.75454545],0
p6,1,0.032828,4.554706,[22 47] ; [ 5 33],[17.41121495 51.58878505] ; [ 9.58878505 28.41121495],0
v3,1,0.03513,4.438837,[19 50] ; [ 4 35],[14.69444444 54.30555556] ; [ 8.30555556 30.69444444],0
p10,1,0.049762,3.849455,[45 25] ; [17 21],[40.18518519 29.81481481] ; [21.81481481 16.18518519],0
s5,1,0.058274,3.585848,[15 52] ; [ 3 35],[11.48571429 55.51428571] ; [ 6.51428571 31.48571429],0
a8,1,0.06678,3.36044,[ 9 57] ; [ 1 37],[ 6.34615385 59.65384615] ; [ 3.65384615 34.34615385],0
p4,1,0.089151,2.889632,[27 42] ; [ 9 30],[23. 46.] ; [13. 26.],0
s2,1,0.099195,2.718437,[27 43] ; [ 9 30],[23.11926606 46.88073394] ; [12.88073394 26.11926606],0
p7,1,0.103158,2.656031,[41 26] ; [17 21],[37.00952381 29.99047619] ; [20.99047619 17.00952381],0
v2,1,0.109316,2.564087,[24 41] ; [ 8 29],[20.39215686 44.60784314] ; [11.60784314 25.39215686],0
d3,1,0.109886,2.555855,[27 44] ; [ 9 30],[23.23636364 47.76363636] ; [12.76363636 26.23636364],0
s7,1,0.118003,2.443629,[20 48] ; [ 6 32],[16.67924528 51.32075472] ; [ 9.32075472 28.67924528],0
s8,1,0.131101,2.279416,[20 51] ; [ 6 33],[16.78181818 54.21818182] ; [ 9.21818182 29.78181818],0
p3,1,0.180446,1.793947,[21 50] ; [ 7 32],[18.07272727 52.92727273] ; [ 9.92727273 29.07272727],0
