Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,48.298902,[ 6 41] ; [58 17],[24.6557377 22.3442623] ; [39.3442623 35.6557377],1
p11,1,0.000572,11.865437,[17 30] ; [51 24],[26.19672131 20.80327869] ; [41.80327869 33.19672131],1
p2,1,0.000949,10.924778,[19 28] ; [53 22],[27.73770492 19.26229508] ; [44.26229508 30.73770492],1
b1,1,0.001022,10.787875,[25 22] ; [18 57],[16.56557377 30.43442623] ; [26.43442623 48.56557377],0
r2,1,0.002608,9.063276,[35 11] ; [71  4],[40.29752066  5.70247934] ; [65.70247934  9.29752066],0
s2,1,0.003896,8.33157,[10 37] ; [35 39],[17.47933884 29.52066116] ; [27.52066116 46.47933884],0
s6,1,0.006421,7.428126,[16 31] ; [44 30],[23.30578512 23.69421488] ; [36.69421488 37.30578512],0
s8,1,0.006987,7.276285,[ 5 42] ; [24 51],[11.17213115 35.82786885] ; [17.82786885 57.17213115],0
r4,1,0.00964,6.70018,[29 18] ; [62 13],[35.05737705 11.94262295] ; [55.94262295 19.05737705],0
s3,1,0.011449,6.394203,[12 34] ; [37 38],[18.62809917 27.37190083] ; [30.37190083 44.62809917],0
v4,1,0.028688,4.786218,[35 11] ; [68  7],[39.15702479  6.84297521] ; [63.84297521 11.15702479],0
p8,1,0.043197,4.087673,[ 5 42] ; [19 55],[ 9.32231405 37.67768595] ; [14.67768595 59.32231405],0
s5,1,0.044592,4.033994,[ 7 40] ; [21 46],[11.54385965 35.45614035] ; [16.45614035 50.54385965],0
b5,1,0.061675,3.491762,[22 25] ; [48 27],[26.96721311 20.03278689] ; [43.03278689 31.96721311],0
a2,1,0.068006,3.33051,[ 9 38] ; [ 6 69],[ 5.77868852 41.22131148] ; [ 9.22131148 65.77868852],0
v1,1,0.09397,2.805014,[15 32] ; [35 39],[19.4214876 27.5785124] ; [30.5785124 43.4214876],0
r3,1,0.137557,2.205072,[40  7] ; [70  5],[42.37704918  4.62295082] ; [67.62295082  7.37704918],0
s1,1,0.146319,2.110211,[ 4 43] ; [ 2 73],[ 2.31147541 44.68852459] ; [ 3.68852459 71.31147541],0
