Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.784544,[94 28] ; [ 2 25],[78.60402685 43.39597315] ; [17.39597315  9.60402685],1
d3,1,0.0,26.429919,[97 25] ; [ 8 19],[85.97315436 36.02684564] ; [19.02684564  7.97315436],1
d5,1,4e-06,21.257197,[111  11] ; [15 12],[103.16778523  18.83221477] ; [22.83221477  4.16778523],1
a4,1,0.003459,8.547931,[65 57] ; [ 6 21],[58.13422819 63.86577181] ; [12.86577181 14.13422819],0
a5,1,0.017002,5.696132,[95 27] ; [15 12],[90.06711409 31.93288591] ; [19.93288591  7.06711409],0
s2,1,0.034101,4.489655,[71 49] ; [ 9 16],[66.20689655 53.79310345] ; [13.79310345 11.20689655],0
d2,1,0.063193,3.451543,[73 48] ; [11 16],[68.67567568 52.32432432] ; [15.32432432 11.67567568],0
u2,1,0.094313,2.799168,[27 15] ; [4 7],[24.56603774 17.43396226] ; [6.43396226 4.56603774],0
r4,1,0.119304,2.426434,[104  18] ; [26  1],[106.44295302  15.55704698] ; [23.55704698  3.44295302],0
a7,1,0.128641,2.308831,[94 28] ; [17 10],[90.88590604 31.11409396] ; [20.11409396  6.88590604],0
a2,1,0.147215,2.100869,[29 93] ; [ 3 24],[26.20134228 95.79865772] ; [ 5.79865772 21.20134228],0
a8,1,0.155525,2.017208,[  9 100] ; [ 4 18],[10.81679389 98.18320611] ; [ 2.18320611 19.81679389],0
b3,1,0.17828,1.811901,[29 45] ; [ 4 14],[26.54347826 47.45652174] ; [ 6.45652174 11.54347826],0
b2,1,0.17828,1.811901,[29 45] ; [ 4 14],[26.54347826 47.45652174] ; [ 6.45652174 11.54347826],0
s7,1,0.181907,1.781972,[55 57] ; [ 9 17],[51.94202899 60.05797101] ; [12.05797101 13.94202899],0
p8,1,0.231262,1.433085,[43 79] ; [ 6 20],[40.39189189 81.60810811] ; [ 8.60810811 17.39189189],0
b1,1,0.241846,1.369799,[51 71] ; [ 8 19],[48.30872483 73.69127517] ; [10.69127517 16.30872483],0
s3,1,0.272489,1.204176,[65 55] ; [11 15],[62.46575342 57.53424658] ; [13.53424658 12.46575342],0
b4,1,0.277434,1.179617,[77 45] ; [14 13],[74.51006711 47.48993289] ; [16.48993289 10.51006711],0
p11,1,0.282259,1.156182,[82 40] ; [21  6],[84.33557047 37.66442953] ; [18.66442953  8.33557047],0
s5,1,0.310708,1.027663,[34 79] ; [ 5 20],[31.93478261 81.06521739] ; [ 7.06521739 17.93478261],0
v2,1,0.346507,0.886209,[67 52] ; [12 14],[64.83448276 54.16551724] ; [14.16551724 11.83448276],0
v3,1,0.353279,0.861644,[42 73] ; [ 7 19],[39.96453901 75.03546099] ; [ 9.03546099 16.96453901],0
r2,1,0.353783,0.85984,[110  11] ; [26  1],[111.18918919   9.81081081] ; [24.81081081  2.18918919],0
a6,1,0.429605,0.623891,[76 46] ; [19  8],[77.7852349 44.2147651] ; [17.2147651  9.7852349],0
s8,1,0.450843,0.56853,[54 66] ; [10 17],[52.24489796 67.75510204] ; [11.75510204 15.24489796],0
p2,1,0.468822,0.524751,[98 24] ; [20  7],[96.61744966 25.38255034] ; [21.38255034  5.61744966],0
p6,1,0.474959,0.510417,[30 90] ; [ 5 22],[28.57142857 91.42857143] ; [ 6.42857143 20.57142857],0
n2,1,0.476538,0.506775,[23 13] ; [4 1],[23.70731707 12.29268293] ; [3.29268293 1.70731707],0
r1,1,0.487805,0.481364,[91 30] ; [22  5],[92.38513514 28.61486486] ; [20.61486486  6.38513514],0
a3,1,0.535136,0.384629,[80 42] ; [16 11],[78.60402685 43.39597315] ; [17.39597315  9.60402685],0
n3,1,0.572474,0.31856,[25 12] ; [4 1],[25.54761905 11.45238095] ; [3.45238095 1.54761905],0
v4,1,0.573289,0.317211,[114   8] ; [26  1],[114.63087248   7.36912752] ; [25.36912752  1.63087248],0
r3,1,0.573289,0.317211,[114   8] ; [26  1],[114.63087248   7.36912752] ; [25.36912752  1.63087248],0
p10,1,0.574643,0.314975,[87 33] ; [21  6],[88.16326531 31.83673469] ; [19.83673469  7.16326531],0
p12,1,0.611738,0.257652,[ 13 109] ; [ 2 25],[ 12.28187919 109.71812081] ; [ 2.71812081 24.28187919],0
n6,1,0.622533,0.242324,[104  18] ; [24  3],[104.80536913  17.19463087] ; [23.19463087  3.80536913],0
p5,1,0.678402,0.17193,[ 12 108] ; [ 2 25],[ 11.42857143 108.57142857] ; [ 2.57142857 24.42857143],0
p3,1,0.696185,0.152471,[70 52] ; [16 10],[70.89189189 51.10810811] ; [15.10810811 10.89189189],0
b5,1,0.728274,0.120703,[77 45] ; [18  9],[77.7852349 44.2147651] ; [17.2147651  9.7852349],0
n5,1,0.728663,0.120343,[91 31] ; [21  6],[91.70469799 30.29530201] ; [20.29530201  6.70469799],0
n1,1,0.80203,0.062861,[17 20] ; [2 3],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
n4,1,0.817026,0.053533,[97 25] ; [22  5],[97.43624161 24.56375839] ; [21.56375839  5.43624161],0
s6,1,0.837518,0.042053,[86 35] ; [19  7],[86.42857143 34.57142857] ; [18.57142857  7.42857143],0
p1,1,0.842073,0.039698,[ 12 110] ; [ 3 24],[ 12.28187919 109.71812081] ; [ 2.71812081 24.28187919],0
v1,1,0.844793,0.038324,[60 56] ; [14 12],[60.45070423 55.54929577] ; [13.54929577 12.45070423],0
p9,1,0.84621,0.037619,[95 24] ; [22  5],[95.3630137 23.6369863] ; [21.6369863  5.3630137],0
s1,1,0.88158,0.022191,[  8 113] ; [ 2 25],[  8.17567568 112.82432432] ; [ 1.82432432 25.17567568],0
s4,1,0.930705,0.007562,[ 17 103] ; [ 4 23],[ 17.14285714 102.85714286] ; [ 3.85714286 23.14285714],0
u3,1,0.968111,0.001598,[27 15] ; [7 4],[26.94339623 15.05660377] ; [7.05660377 3.94339623],0
