Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,6e-06,20.338208,[74 73] ; [ 4 35],[61.64516129 85.35483871] ; [16.35483871 22.64516129],1
b3,1,0.532907,0.388846,[28 55] ; [ 5 14],[26.85294118 56.14705882] ; [ 6.14705882 12.85294118],0
n1,1,0.540417,0.374767,[15 17] ; [2 4],[14.31578947 17.68421053] ; [2.68421053 3.31578947],0
r4,1,0.547206,0.362347,[128  21] ; [32  7],[126.80851064  22.19148936] ; [33.19148936  5.80851064],0
d3,1,0.567005,0.32772,[61 88] ; [14 25],[59.44148936 89.55851064] ; [15.55851064 23.44148936],0
v1,1,0.588346,0.292934,[73 74] ; [17 21],[71.51351351 75.48648649] ; [18.48648649 19.51351351],0
a6,1,0.707293,0.140996,[89 60] ; [22 17],[87.97340426 61.02659574] ; [23.02659574 15.97340426],0
p10,1,0.715444,0.1329,[125  23] ; [32  7],[124.25668449  23.74331551] ; [32.74331551  6.25668449],0
r2,1,0.734117,0.115365,[131  16] ; [34  5],[130.40322581  16.59677419] ; [34.59677419  4.40322581],0
a4,1,0.749944,0.101578,[ 35 114] ; [ 8 30],[ 34.26203209 114.73796791] ; [ 8.73796791 29.26203209],0
d4,1,0.764909,0.089425,[88 61] ; [22 17],[87.18085106 61.81914894] ; [22.81914894 16.18085106],0
p1,1,0.818064,0.052916,[ 17 131] ; [ 5 34],[ 17.41176471 130.58823529] ; [ 4.58823529 34.41176471],0
b5,1,0.937036,0.00624,[83 66] ; [22 17],[83.21808511 65.78191489] ; [21.78191489 17.21808511],0
n6,1,0.96616,0.0018,[121  27] ; [32  7],[121.09090909  26.90909091] ; [31.90909091  7.09090909],0
a5,1,0.992238,9.5e-05,[88 61] ; [23 16],[87.97340426 61.02659574] ; [23.02659574 15.97340426],0
