Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.371812,[35 52] ; [251  95],[57.46420323 29.53579677] ; [228.53579677 117.46420323],1
p10,1,6e-06,20.376038,[47 41] ; [265  77],[63.85116279 24.14883721] ; [248.14883721  93.85116279],1
n4,1,8.7e-05,15.408525,[48 41] ; [260  86],[63.01609195 25.98390805] ; [244.98390805 101.01609195],1
p11,1,0.001589,9.972443,[51 38] ; [258  89],[63.07568807 25.92431193] ; [245.92431193 101.07568807],0
s6,1,0.003066,8.767865,[43 45] ; [227 117],[55. 33.] ; [215. 129.],0
p9,1,0.004603,8.029175,[58 30] ; [274  68],[67.94418605 20.05581395] ; [264.05581395  77.94418605],0
v3,1,0.008918,6.839216,[17 63] ; [122 211],[26.92493947 53.07506053] ; [112.07506053 220.92493947],0
b1,1,0.017799,5.615834,[44 45] ; [124 223],[34.29357798 54.70642202] ; [133.70642202 213.29357798],0
u2,1,0.018039,5.592391,[21  6] ; [53 48],[15.609375 11.390625] ; [58.390625 42.609375],0
u1,1,0.040469,4.198107,[10 79] ; [ 72 275],[16.73853211 72.26146789] ; [ 65.26146789 281.73853211],0
s5,1,0.042106,4.130949,[15 66] ; [100 236],[22.3381295 58.6618705] ; [ 92.6618705 243.3381295],0
b2,1,0.047405,3.930944,[13 39] ; [ 84 127],[19.17870722 32.82129278] ; [ 77.82129278 133.17870722],0
b3,1,0.047405,3.930944,[13 39] ; [ 84 127],[19.17870722 32.82129278] ; [ 77.82129278 133.17870722],0
r4,1,0.060091,3.534878,[74 15] ; [313  34],[78.99770642 10.00229358] ; [308.00229358  38.99770642],0
s7,1,0.066622,3.36434,[28 54] ; [151 182],[35.3686747 46.6313253] ; [143.6313253 189.3686747],0
u3,1,0.073084,3.212352,[21  7] ; [58 45],[16.88549618 11.11450382] ; [62.11450382 40.88549618],0
p2,1,0.076651,3.13452,[56 32] ; [254  93],[62.71264368 25.28735632] ; [247.28735632  99.71264368],0
d5,1,0.078311,3.099609,[64 24] ; [281  65],[69.95391705 18.04608295] ; [275.04608295  70.95391705],0
s8,1,0.078999,3.085372,[26 63] ; [136 210],[33.14482759 55.85517241] ; [128.85517241 217.14482759],0
p4,1,0.086552,2.937369,[32 56] ; [161 185],[39.13364055 48.86635945] ; [153.86635945 192.13364055],0
a2,1,0.118394,2.438434,[16 73] ; [ 90 257],[21.63761468 67.36238532] ; [ 84.36238532 262.63761468],0
v4,1,0.127896,2.317857,[78  9] ; [326  20],[81.17321016  5.82678984] ; [322.82678984  23.17321016],0
p6,1,0.157253,2.000449,[15 71] ; [ 85 260],[19.95359629 66.04640371] ; [ 80.04640371 264.95359629],0
s1,1,0.161227,1.962679,[ 6 81] ; [ 12 329],[ 3.6588785 83.3411215] ; [ 14.3411215 326.6588785],0
p3,1,0.164302,1.934178,[25 63] ; [126 221],[30.54712644 57.45287356] ; [120.45287356 226.54712644],0
v2,1,0.175449,1.835757,[38 44] ; [181 150],[43.48184019 38.51815981] ; [175.51815981 155.48184019],0
p12,1,0.18773,1.73534,[ 2 85] ; [ 20 327],[ 4.41013825 82.58986175] ; [ 17.58986175 329.41013825],0
a7,1,0.230598,1.437168,[58 31] ; [248  98],[62.60689655 26.39310345] ; [243.39310345 102.60689655],0
