Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-06,22.182878,[32 53] ; [67 25],[47.54237288 37.45762712] ; [51.45762712 40.54237288],1
a4,1,8e-06,19.920311,[12 74] ; [41 51],[25.60674157 60.39325843] ; [27.39325843 64.60674157],1
d1,1,0.000202,13.815003,[24 62] ; [51 41],[36.23595506 49.76404494] ; [38.76404494 53.23595506],1
d5,1,0.000578,11.846312,[48 37] ; [74 18],[58.58757062 26.41242938] ; [63.41242938 28.58757062],1
a6,1,0.000619,11.716471,[39 47] ; [65 27],[50.24719101 35.75280899] ; [53.75280899 38.24719101],1
p4,1,0.002092,9.467063,[22 63] ; [44 47],[31.875 53.125] ; [34.125 56.875],0
v2,1,0.002522,9.124258,[28 56] ; [49 38],[37.8245614 46.1754386] ; [39.1754386 47.8245614],0
d2,1,0.003884,8.337111,[19 67] ; [39 53],[28.02247191 57.97752809] ; [29.97752809 62.02247191],0
s6,1,0.006443,7.422045,[28 57] ; [49 43],[36.97740113 48.02259887] ; [40.02259887 51.97740113],0
p3,1,0.011602,6.370715,[16 70] ; [32 58],[23.45454545 62.54545455] ; [24.54545455 65.45454545],0
p8,1,0.013964,6.042713,[24 60] ; [42 48],[31.86206897 52.13793103] ; [34.13793103 55.86206897],0
d4,1,0.015711,5.834935,[58 27] ; [77 15],[64.83050847 20.16949153] ; [70.16949153 21.83050847],0
u1,1,0.023099,5.161047,[ 2 84] ; [10 82],[ 5.79775281 80.20224719] ; [ 6.20224719 85.79775281],0
r1,1,0.030694,4.670006,[48 38] ; [65 26],[54.9039548 31.0960452] ; [58.0960452 32.9039548],0
d3,1,0.042878,4.100192,[47 37] ; [65 27],[53.45454545 30.54545455] ; [58.54545455 33.45454545],0
v1,1,0.055976,3.652775,[24 59] ; [39 52],[30.05172414 52.94827586] ; [32.94827586 58.05172414],0
r4,1,0.10606,2.611971,[57 29] ; [71 21],[61.84269663 24.15730337] ; [66.15730337 25.84269663],0
b5,1,0.14805,2.09223,[55 31] ; [49 43],[50.24719101 35.75280899] ; [53.75280899 38.24719101],0
b4,1,0.152431,2.047758,[54 32] ; [48 44],[49.28089888 36.71910112] ; [52.71910112 39.28089888],0
a8,1,0.164598,1.931463,[ 4 78] ; [ 1 83],[ 2.46987952 79.53012048] ; [ 2.53012048 81.46987952],0
a7,1,0.242864,1.363894,[54 31] ; [66 26],[57.62711864 27.37288136] ; [62.37288136 29.62711864],0
p5,1,0.279891,1.16762,[ 2 83] ; [ 5 85],[ 3.4 81.6] ; [ 3.6 86.4],0
p6,1,0.315813,1.006208,[18 65] ; [14 75],[15.44186047 67.55813953] ; [16.55813953 72.44186047],0
s7,1,0.325813,0.965467,[11 73] ; [16 70],[13.34117647 70.65882353] ; [13.65882353 72.34117647],0
p10,1,0.33828,0.916938,[47 36] ; [58 33],[50.0862069 32.9137931] ; [54.9137931 36.0862069],0
p7,1,0.354713,0.856524,[37 44] ; [48 43],[40.02906977 40.97093023] ; [44.97093023 46.02906977],0
n6,1,0.384689,0.755664,[51 34] ; [61 31],[53.78531073 31.21468927] ; [58.21468927 33.78531073],0
n2,1,0.431363,0.619152,[19 13] ; [26 12],[20.57142857 11.42857143] ; [24.42857143 13.57142857],0
b1,1,0.453823,0.561086,[29 57] ; [36 56],[31.40449438 54.59550562] ; [33.59550562 58.40449438],0
p9,1,0.48784,0.481287,[54 29] ; [63 27],[56.13294798 26.86705202] ; [60.86705202 29.13294798],0
r3,1,0.516987,0.419899,[72 13] ; [81 11],[73.47457627 11.52542373] ; [79.52542373 12.47457627],0
v3,1,0.563315,0.333997,[17 64] ; [22 67],[18.58235294 62.41764706] ; [20.41764706 68.58235294],0
u2,1,0.579293,0.307378,[29 24] ; [12 13],[27.85897436 25.14102564] ; [13.14102564 11.85897436],0
s5,1,0.592971,0.285728,[17 68] ; [21 69],[18.45714286 66.54285714] ; [19.54285714 70.45714286],0
