Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,95.149394,[ 43 187] ; [207 139],[ 99.82638889 130.17361111] ; [150.17361111 195.82638889],1
v1,1,0.0,39.338185,[ 94 134] ; [233 111],[130.34265734  97.65734266] ; [196.65734266 147.34265734],1
r1,1,1e-05,19.489712,[168  67] ; [302  48],[188.8034188  46.1965812] ; [281.1965812  68.8034188],1
a5,1,4.3e-05,16.745815,[156  79] ; [286  66],[176.95059625  58.04940375] ; [265.04940375  86.95059625],1
r3,1,5.5e-05,16.280578,[212  22] ; [343   7],[222.38013699  11.61986301] ; [332.61986301  17.38013699],1
r4,1,0.000307,13.027517,[198  37] ; [329  23],[210.97955707  24.02044293] ; [316.02044293  35.97955707],1
p3,1,0.001392,10.216062,[104 129] ; [204 147],[122.88356164 110.11643836] ; [185.11643836 165.88356164],0
d5,1,0.001936,9.609696,[177  57] ; [301  50],[191.2  42.8] ; [286.8  64.2],0
a3,1,0.002033,9.519875,[155  79] ; [273  78],[171.2  62.8] ; [256.8  94.2],0
p7,1,0.002682,9.011757,[135  93] ; [246  99],[151.60209424  76.39790576] ; [229.39790576 115.60209424],0
d1,1,0.003291,8.638869,[123 112] ; [227 125],[140.11925043  94.88074957] ; [209.88074957 142.11925043],0
s7,1,0.004885,7.921523,[ 97 128] ; [184 149],[113.30645161 111.69354839] ; [167.69354839 165.30645161],0
n5,1,0.008282,6.97148,[174  60] ; [290  58],[186.55670103  47.44329897] ; [277.44329897  70.55670103],0
u1,1,0.01071,6.512891,[ 29 206] ; [ 72 280],[ 40.43441227 194.56558773] ; [ 60.56558773 291.43441227],0
r2,1,0.01438,5.990854,[213  20] ; [332  13],[219.69723183  13.30276817] ; [325.30276817  19.69723183],0
d2,1,0.01973,5.435608,[ 98 136] ; [181 169],[111.79109589 122.20890411] ; [167.20890411 182.79109589],0
n4,1,0.02,5.411901,[178  57] ; [294  58],[188.96081772  46.03918228] ; [283.03918228  68.96081772],0
p12,1,0.022148,5.234102,[ 14 219] ; [ 41 311],[ 21.90598291 211.09401709] ; [ 33.09401709 318.90598291],0
s8,1,0.022922,5.174436,[ 95 140] ; [174 174],[108.43053173 126.56946827] ; [160.56946827 187.43053173],0
a6,1,0.026128,4.947521,[148  87] ; [251  99],[160.28205128  74.71794872] ; [238.71794872 111.28205128],0
p11,1,0.035987,4.397698,[190  45] ; [307  45],[198.9693356  36.0306644] ; [298.0306644  53.9693356],0
a2,1,0.04988,3.845477,[ 45 190] ; [ 92 260],[ 54.84667802 180.15332198] ; [ 82.15332198 269.84667802],0
d3,1,0.050969,3.809288,[148  86] ; [249 102],[158.8  75.2] ; [238.2 112.8],0
p4,1,0.056705,3.631234,[136  98] ; [230 119],[146.90222985  87.09777015] ; [219.09777015 129.90222985],0
b1,1,0.057274,3.614609,[ 99 136] ; [121 231],[ 88.07495741 146.92504259] ; [131.92504259 220.07495741],0
n6,1,0.057999,3.593699,[195  39] ; [309  39],[202.63917526  31.36082474] ; [301.36082474  46.63917526],0
