Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,95.149394,[ 43 187] ; [207 139],[ 99.82638889 130.17361111] ; [150.17361111 195.82638889],1
a7,1,0.06002,3.536825,[163  72] ; [268  83],[172.84129693  62.15870307] ; [258.15870307  92.84129693],0
p6,1,0.066406,3.369686,[ 75 157] ; [139 210],[ 85.45266781 146.54733219] ; [128.54733219 220.45266781],0
s2,1,0.073367,3.206033,[105 129] ; [183 166],[115.59519726 118.40480274] ; [172.40480274 176.59519726],0
s6,1,0.082841,3.008255,[142  90] ; [236 110],[151.72318339  80.27681661] ; [226.27681661 119.72318339],0
p8,1,0.108086,2.581989,[121 113] ; [204 145],[130.44596913 103.55403087] ; [194.55403087 154.44596913],0
s1,1,0.111359,2.534829,[ 10 223] ; [  7 340],[  6.82931034 226.17068966] ; [ 10.17068966 336.82931034],0
v4,1,0.144739,2.12684,[220  15] ; [334  13],[223.69415808  11.30584192] ; [330.30584192  16.69415808],0
d4,1,0.159452,1.979413,[189  45] ; [299  52],[195.2  38.8] ; [292.8  58.2],0
s5,1,0.184376,1.761994,[ 69 162] ; [120 221],[ 76.32692308 154.67307692] ; [112.67307692 228.32692308],0
u3,1,0.257764,1.280728,[43 36] ; [50 29],[46.5 32.5] ; [46.5 32.5],0
p9,1,0.26721,1.231012,[216  18] ; [332  19],[219.2  14.8] ; [328.8  22.2],0
u4,1,0.271745,1.207915,[  2 233] ; [  7 345],[  3.60306644 231.39693356] ; [  5.39693356 346.60306644],0
p2,1,0.279218,1.17089,[198  35] ; [310  42],[202.33162393  30.66837607] ; [305.66837607  46.33162393],0
n2,1,0.309784,1.031598,[39 16] ; [49 13],[41.36752137 13.63247863] ; [46.63247863 15.36752137],0
a1,1,0.363916,0.824335,[ 10 225] ; [ 21 331],[ 12.41056218 222.58943782] ; [ 18.58943782 333.41056218],0
a4,1,0.408961,0.68182,[ 99 136] ; [160 191],[103.86518771 131.13481229] ; [155.13481229 195.86518771],0
s3,1,0.471231,0.519087,[121 111] ; [191 155],[125.23183391 106.76816609] ; [186.76816609 159.23183391],0
b4,1,0.503465,0.447624,[133 102] ; [209 143],[136.9165247  98.0834753] ; [205.0834753 146.9165247],0
n1,1,0.525494,0.403097,[23 32] ; [22 39],[21.3362069 33.6637931] ; [23.6637931 37.3362069],0
b5,1,0.528992,0.396328,[141  94] ; [202 150],[137.31686542  97.68313458] ; [205.68313458 146.31686542],0
p5,1,0.6355,0.224676,[ 29 202] ; [ 49 303],[ 30.90566038 200.09433962] ; [ 47.09433962 304.90566038],0
n3,1,0.64584,0.211185,[38 16] ; [46 16],[39.10344828 14.89655172] ; [44.89655172 17.10344828],0
a8,1,0.71857,0.129867,[ 32 186] ; [ 50 266],[ 33.47565543 184.52434457] ; [ 48.52434457 267.47565543],0
p1,1,0.848558,0.036465,[ 21 214] ; [ 33 318],[ 21.6552901 213.3447099] ; [ 32.3447099 318.6552901],0
u2,1,0.948592,0.004157,[48 31] ; [47 31],[47.80254777 31.19745223] ; [47.19745223 30.80254777],0
b3,1,0.958034,0.002769,[57 79] ; [ 92 129],[56.76190476 79.23809524] ; [ 92.23809524 128.76190476],0
b2,1,0.958034,0.002769,[57 79] ; [ 92 129],[56.76190476 79.23809524] ; [ 92.23809524 128.76190476],0
