Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,57.919628,[179  88] ; [34 95],[143.61363636 123.38636364] ; [69.38636364 59.61363636],1
d2,1,0.0,43.777298,[152 113] ; [ 28 100],[121.3740458 143.6259542] ; [58.6259542 69.3740458],1
a4,1,0.0,42.360267,[139 126] ; [ 23 105],[109.23664122 155.76335878] ; [52.76335878 75.23664122],1
d5,1,0.0,35.859262,[226  41] ; [73 55],[202.10886076  64.89113924] ; [96.89113924 31.10886076],1
a6,1,0.0,30.601804,[196  71] ; [58 71],[171.25757576  95.74242424] ; [82.74242424 46.25757576],1
u1,1,0.0,26.872315,[ 53 214] ; [  1 128],[ 36.40909091 230.59090909] ; [ 17.59090909 111.40909091],1
a3,1,0.0,26.290563,[200  67] ; [62 65],[177.54822335  89.45177665] ; [84.45177665 42.54822335],1
d4,1,2e-06,22.343181,[230  37] ; [84 44],[212.24810127  54.75189873] ; [101.75189873  26.24810127],1
r1,1,4e-06,21.0698,[220  45] ; [80 49],[201.77664975  63.22335025] ; [98.22335025 30.77664975],1
n4,1,5.1e-05,16.392174,[213  53] ; [78 50],[196.46192893  69.53807107] ; [94.53807107 33.46192893],1
d3,1,0.000157,14.280967,[195  72] ; [69 59],[178.45063291  88.54936709] ; [85.54936709 42.45063291],1
a7,1,0.00075,11.359994,[202  65] ; [75 52],[187.71319797  79.28680203] ; [89.28680203 37.71319797],1
n5,1,0.001714,9.833381,[208  58] ; [81 47],[195.11167513  70.88832487] ; [93.88832487 34.11167513],0
v1,1,0.003103,8.745946,[132 129] ; [44 83],[118.39175258 142.60824742] ; [57.60824742 69.39175258],0
r4,1,0.004021,8.274415,[241  26] ; [103  26],[231.93939394  35.06060606] ; [112.06060606  16.93939394],0
s7,1,0.004594,8.032877,[118 141] ; [38 87],[105.21875 153.78125] ; [50.78125 74.21875],0
p9,1,0.007155,7.233728,[216  44] ; [89 36],[205.97402597  54.02597403] ; [99.02597403 25.97402597],0
r2,1,0.007712,7.099084,[249  13] ; [112  16],[242.51794872  19.48205128] ; [118.48205128   9.51794872],0
p10,1,0.009892,6.654267,[209  54] ; [85 41],[198.77120823  64.22879177] ; [95.22879177 30.77120823],0
p4,1,0.013102,6.155244,[109 155] ; [36 91],[ 97.9028133 166.0971867] ; [47.0971867 79.9028133],0
s6,1,0.01782,5.613743,[174  88] ; [68 58],[163.41237113  98.58762887] ; [78.58762887 47.41237113],0
v4,1,0.031347,4.633882,[254  12] ; [115  13],[249.12182741  16.87817259] ; [119.87817259   8.12182741],0
s8,1,0.034933,4.448456,[107 158] ; [38 91],[ 97.52538071 167.47461929] ; [47.47461929 81.52538071],0
s5,1,0.041184,4.168417,[ 83 174] ; [28 98],[ 74.48302872 182.51697128] ; [36.51697128 89.48302872],0
b2,1,0.041421,4.158728,[62 94] ; [18 52],[ 55.22123894 100.77876106] ; [24.77876106 45.22123894],0
b3,1,0.041421,4.158728,[62 94] ; [18 52],[ 55.22123894 100.77876106] ; [24.77876106 45.22123894],0
p2,1,0.044612,4.033247,[214  53] ; [91 37],[206.16455696  60.83544304] ; [98.83544304 29.16455696],0
v2,1,0.092508,2.830171,[137 119] ; [54 68],[129.35449735 126.64550265] ; [61.64550265 60.35449735],0
n2,1,0.189706,1.7199,[61 18] ; [25 13],[58.06837607 20.93162393] ; [27.93162393 10.06837607],0
s1,1,0.195325,1.67699,[  6 255] ; [  6 121],[  8.07216495 252.92783505] ; [  3.92783505 123.07216495],0
n3,1,0.218496,1.514219,[56 21] ; [24 15],[53.10344828 23.89655172] ; [26.89655172 12.10344828],0
n1,1,0.25229,1.310577,[30 47] ; [11 28],[27.21551724 49.78448276] ; [13.78448276 25.21551724],0
p8,1,0.252475,1.309556,[105 155] ; [44 84],[ 99.84536082 160.15463918] ; [49.15463918 78.84536082],0
p6,1,0.274489,1.194174,[ 71 192] ; [ 28 100],[ 66.59079284 196.40920716] ; [32.40920716 95.59079284],0
