Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000267,13.290466,[35 15] ; [ 6 18],[27.7027027 22.2972973] ; [13.2972973 10.7027027],1
d3,1,0.011608,6.36971,[ 9 41] ; [11 13],[13.51351351 36.48648649] ; [ 6.48648649 17.51351351],0
s7,1,0.058656,3.574975,[16 32] ; [ 3 21],[12.66666667 35.33333333] ; [ 6.33333333 17.66666667],0
u2,1,0.066127,3.376631,[ 8 23] ; [8 7],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
a5,1,0.072247,3.231215,[16 34] ; [ 3 21],[12.83783784 37.16216216] ; [ 6.16216216 17.83783784],0
p10,1,0.080615,3.052454,[31 18] ; [10 14],[27.52054795 21.47945205] ; [13.47945205 10.52054795],0
s4,1,0.107222,2.594698,[12 38] ; [ 2 22],[ 9.45945946 40.54054054] ; [ 4.54054054 19.45945946],0
s6,1,0.124255,2.362856,[24 26] ; [ 7 17],[20.94594595 29.05405405] ; [10.05405405 13.94594595],0
v1,1,0.13205,2.268236,[17 32] ; [ 4 19],[14.29166667 34.70833333] ; [ 6.70833333 16.29166667],0
p7,1,0.15392,2.03297,[21 28] ; [14  9],[23.81944444 25.18055556] ; [11.18055556 11.81944444],0
b5,1,0.167381,1.906247,[27 23] ; [17  7],[29.72972973 20.27027027] ; [14.27027027  9.72972973],0
a4,1,0.202226,1.626225,[ 7 43] ; [ 1 23],[ 5.40540541 44.59459459] ; [ 2.59459459 21.40540541],0
v2,1,0.218258,1.515789,[12 36] ; [ 3 21],[10. 38.] ; [ 5. 19.],0
d2,1,0.249343,1.326983,[12 38] ; [ 3 21],[10.13513514 39.86486486] ; [ 4.86486486 19.13513514],0
a7,1,0.250853,1.318545,[18 32] ; [12 12],[20.27027027 29.72972973] ; [ 9.72972973 14.27027027],0
b2,1,0.262193,1.257143,[ 9 21] ; [ 2 12],[ 7.5 22.5] ; [ 3.5 10.5],0
b3,1,0.262193,1.257143,[ 9 21] ; [ 2 12],[ 7.5 22.5] ; [ 3.5 10.5],0
p5,1,0.270816,1.212609,[ 6 43] ; [ 1 23],[ 4.69863014 44.30136986] ; [ 2.30136986 21.69863014],0
n2,1,0.326109,0.964286,[15  6] ; [3 3],[14.  7.] ; [4. 2.],0
