Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,46.57753,[21 10] ; [10 96],[ 7.01459854 23.98540146] ; [23.98540146 82.01459854],1
s2,1,1e-05,19.519863,[22  9] ; [29 77],[11.54014599 19.45985401] ; [39.45985401 66.54014599],1
s6,1,1.2e-05,19.238651,[26  5] ; [41 64],[15.27205882 15.72794118] ; [51.72794118 53.27205882],1
b3,1,6.1e-05,16.056612,[11  5] ; [ 7 38],[ 4.72131148 11.27868852] ; [13.27868852 31.72131148],1
b2,1,6.1e-05,16.056612,[11  5] ; [ 7 38],[ 4.72131148 11.27868852] ; [13.27868852 31.72131148],1
s3,1,0.000244,13.454423,[22  9] ; [36 70],[13.12408759 17.87591241] ; [44.87591241 61.12408759],1
s4,1,0.004973,7.889083,[13 18] ; [19 88],[ 7.1884058 23.8115942] ; [24.8115942 82.1884058],0
s5,1,0.009416,6.742137,[13 17] ; [21 84],[ 7.55555556 22.44444444] ; [26.44444444 78.55555556],0
a7,1,0.014797,5.940497,[27  4] ; [68 38],[21.49635036  9.50364964] ; [73.50364964 32.49635036],0
u3,1,0.023485,5.132273,[9 2] ; [23 29],[5.58730159 5.41269841] ; [26.41269841 25.58730159],0
v1,1,0.039228,4.250952,[17 14] ; [36 69],[12.08088235 18.91911765] ; [40.91911765 64.08088235],0
p10,1,0.043567,4.073276,[24  6] ; [63 42],[19.33333333 10.66666667] ; [67.66666667 37.33333333],0
n1,1,0.072518,3.225096,[5 7] ; [ 8 38],[2.68965517 9.31034483] ; [10.31034483 35.68965517],0
d5,1,0.083622,2.993064,[25  6] ; [68 38],[21.04379562  9.95620438] ; [71.95620438 34.04379562],0
r4,1,0.085083,2.965028,[27  4] ; [77 30],[23.36231884  7.63768116] ; [80.63768116 26.36231884],0
u2,1,0.107986,2.583458,[7 3] ; [22 30],[4.67741935 5.32258065] ; [24.32258065 27.67741935],0
p9,1,0.166019,1.918528,[24  5] ; [74 32],[21.05185185  7.94814815] ; [76.94814815 29.05185185],0
v2,1,0.201363,1.632462,[14 12] ; [42 63],[11.11450382 14.88549618] ; [44.88549618 60.11450382],0
a3,1,0.213998,1.544174,[20 11] ; [55 51],[16.97080292 14.02919708] ; [58.02919708 47.97080292],0
v3,1,0.223381,1.482516,[ 9 19] ; [22 82],[ 6.57575758 21.42424242] ; [24.42424242 79.57575758],0
n6,1,0.24014,1.379773,[17 14] ; [71 36],[19.76811594 11.23188406] ; [68.23188406 38.76811594],0
r2,1,0.252726,1.308169,[29  2] ; [91 15],[27.15328467  3.84671533] ; [92.84671533 13.15328467],0
b5,1,0.270508,1.214167,[16 15] ; [67 40],[18.64492754 12.35507246] ; [64.35507246 42.64492754],0
a6,1,0.326525,0.96263,[21 10] ; [62 45],[18.64492754 12.35507246] ; [64.35507246 42.64492754],0
r1,1,0.392238,0.731993,[22  9] ; [67 40],[19.99275362 11.00724638] ; [69.00724638 37.99275362],0
