Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,46.57753,[21 10] ; [10 96],[ 7.01459854 23.98540146] ; [23.98540146 82.01459854],1
r3,1,0.395351,0.72242,[28  2] ; [94 13],[26.71532847  3.28467153] ; [95.28467153 11.71532847],0
n2,1,0.437728,0.602231,[9 3] ; [29 17],[7.86206897 4.13793103] ; [30.13793103 15.86206897],0
d1,1,0.493163,0.469618,[14 17] ; [41 66],[12.35507246 18.64492754] ; [42.64492754 64.35507246],0
a5,1,0.506748,0.440776,[16 15] ; [48 59],[14.37681159 16.62318841] ; [49.62318841 57.37681159],0
p1,1,0.52158,0.410767,[ 2 29] ; [  4 102],[ 1.35766423 29.64233577] ; [  4.64233577 101.35766423],0
b1,1,0.534827,0.385213,[12 19] ; [35 72],[10.55797101 20.44202899] ; [36.44202899 70.55797101],0
a2,1,0.563492,0.333694,[ 4 27] ; [10 97],[ 3.14492754 27.85507246] ; [10.85507246 96.14492754],0
p3,1,0.569817,0.32299,[ 6 25] ; [16 90],[ 4.97810219 26.02189781] ; [17.02189781 88.97810219],0
p6,1,0.606985,0.264589,[ 5 24] ; [14 90],[ 4.14285714 24.85714286] ; [14.85714286 89.14285714],0
d3,1,0.613927,0.254496,[19 12] ; [59 46],[17.77941176 13.22058824] ; [60.22058824 44.77941176],0
p2,1,0.675839,0.174848,[22  9] ; [71 35],[21.04379562  9.95620438] ; [71.95620438 34.04379562],0
b4,1,0.688238,0.161,[17 14] ; [63 44],[17.97101449 13.02898551] ; [62.02898551 44.97101449],0
p7,1,0.693786,0.155017,[10 18] ; [41 62],[10.90076336 17.09923664] ; [40.09923664 62.90076336],0
d2,1,0.698153,0.1504,[11 20] ; [34 73],[10.10869565 20.89130435] ; [34.89130435 72.10869565],0
v4,1,0.70466,0.14367,[27  4] ; [94 11],[27.58088235  3.41911765] ; [93.41911765 11.58088235],0
p8,1,0.708334,0.139947,[10 19] ; [33 74],[ 9.16911765 19.83088235] ; [33.83088235 73.16911765],0
p11,1,0.744465,0.106241,[19 12] ; [69 38],[19.76811594 11.23188406] ; [68.23188406 38.76811594],0
d4,1,0.762765,0.091114,[24  7] ; [80 27],[23.36231884  7.63768116] ; [80.63768116 26.36231884],0
a4,1,0.778961,0.078777,[ 8 23] ; [25 82],[ 7.41304348 23.58695652] ; [25.58695652 81.41304348],0
n3,1,0.865534,0.028674,[7 4] ; [28 18],[6.75438596 4.24561404] ; [28.24561404 17.75438596],0
a8,1,0.88206,0.02201,[ 1 29] ; [ 4 98],[ 1.13636364 28.86363636] ; [ 3.86363636 98.13636364],0
n5,1,0.959528,0.002575,[10 21] ; [34 73],[ 9.88405797 21.11594203] ; [34.11594203 72.88405797],0
u1,1,0.985672,0.000323,[ 2 29] ; [  7 100],[ 2.02173913 28.97826087] ; [  6.97826087 100.02173913],0
