Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-05,16.458046,[13 30] ; [19  4],[20.84848485 22.15151515] ; [11.15151515 11.84848485],1
p3,1,0.000412,12.478008,[ 5 37] ; [12 11],[10.98461538 31.01538462] ; [ 6.01538462 16.98461538],1
p6,1,0.003036,8.785985,[ 4 38] ; [ 9 13],[ 8.53125 33.46875] ; [ 4.46875 17.53125],0
a4,1,0.008374,6.951778,[17 26] ; [ 2 21],[12.37878788 30.62121212] ; [ 6.62121212 16.37878788],0
p4,1,0.015859,5.818413,[13 30] ; [14  9],[17.59090909 25.40909091] ; [ 9.40909091 13.59090909],0
s6,1,0.019262,5.477527,[13 29] ; [14  9],[17.44615385 24.55384615] ; [ 9.55384615 13.44615385],0
p2,1,0.046672,3.957183,[17 26] ; [15  8],[20.84848485 22.15151515] ; [11.15151515 11.84848485],0
s2,1,0.061633,3.492883,[ 9 33] ; [10 13],[12.27692308 29.72307692] ; [ 6.72307692 16.27692308],0
d3,1,0.070559,3.26997,[18 25] ; [15  8],[21.5 21.5] ; [11.5 11.5],0
n6,1,0.140921,2.167876,[25 18] ; [ 9 14],[22.15151515 20.84848485] ; [11.84848485 11.15151515],0
d2,1,0.146814,2.105045,[23 20] ; [ 8 15],[20.1969697 22.8030303] ; [10.8030303 12.1969697],0
s3,1,0.156843,2.004406,[13 30] ; [11 12],[15.63636364 27.36363636] ; [ 8.36363636 14.63636364],0
s4,1,0.180114,1.796687,[ 7 36] ; [ 7 16],[ 9.12121212 33.87878788] ; [ 4.87878788 18.12121212],0
a2,1,0.227202,1.458293,[ 6 37] ; [ 1 22],[ 4.56060606 38.43939394] ; [ 2.43939394 20.56060606],0
d1,1,0.272992,1.201649,[21 22] ; [ 8 15],[18.89393939 24.10606061] ; [10.10606061 12.89393939],0
v2,1,0.281806,1.158359,[14 27] ; [11 12],[16.015625 24.984375] ; [ 8.984375 14.015625],0
a5,1,0.324237,0.97178,[17 26] ; [12 11],[18.89393939 24.10606061] ; [10.10606061 12.89393939],0
s1,1,0.326942,0.960971,[ 5 38] ; [ 1 22],[ 3.90909091 39.09090909] ; [ 2.09090909 20.90909091],0
n3,1,0.336888,0.922237,[17 10] ; [2 3],[16.03125 10.96875] ; [2.96875 2.03125],0
a6,1,0.350682,0.870987,[21 22] ; [14  9],[22.8030303 20.1969697] ; [12.1969697 10.8030303],0
n1,1,0.399075,0.711111,[ 6 21] ; [2 3],[ 6.75 20.25] ; [1.25 3.75],0
p11,1,0.403217,0.698711,[16 27] ; [11 12],[17.59090909 25.40909091] ; [ 9.40909091 13.59090909],0
a3,1,0.422673,0.642872,[25 18] ; [11 12],[23.45454545 19.54545455] ; [12.54545455 10.45454545],0
r3,1,0.42862,0.626559,[34  9] ; [20  3],[35.18181818  7.81818182] ; [18.81818182  4.18181818],0
b5,1,0.450472,0.569464,[22 21] ; [14  9],[23.45454545 19.54545455] ; [12.54545455 10.45454545],0
u2,1,0.456057,0.555556,[ 8 10] ; [7 5],[9. 9.] ; [6. 6.],0
d5,1,0.464983,0.533873,[30 13] ; [14  9],[28.66666667 14.33333333] ; [15.33333333  7.66666667],0
d4,1,0.548952,0.359198,[30 12] ; [18  5],[31.01538462 10.98461538] ; [16.98461538  6.01538462],0
r2,1,0.578682,0.30837,[33 10] ; [19  4],[33.87878788  9.12121212] ; [18.12121212  4.87878788],0
r1,1,0.619437,0.246659,[27 16] ; [13 10],[26.06060606 16.93939394] ; [13.93939394  9.06060606],0
u3,1,0.642636,0.215311,[12  6] ; [7 5],[11.4  6.6] ; [7.6 4.4],0
v4,1,0.697203,0.151398,[33  9] ; [19  4],[33.6  8.4] ; [18.4  4.6],0
n5,1,0.728542,0.120455,[11 32] ; [ 5 18],[10.42424242 32.57575758] ; [ 5.57575758 17.42424242],0
s8,1,0.740022,0.110107,[ 6 36] ; [ 4 19],[ 6.46153846 35.53846154] ; [ 3.53846154 19.46153846],0
p10,1,0.760299,0.093079,[ 8 35] ; [ 5 18],[ 8.46969697 34.53030303] ; [ 4.53030303 18.46969697],0
b1,1,0.796153,0.066734,[22 21] ; [11 12],[21.5 21.5] ; [11.5 11.5],0
v1,1,0.798157,0.065399,[10 33] ; [ 6 17],[10.42424242 32.57575758] ; [ 5.57575758 17.42424242],0
a7,1,0.813571,0.055612,[23 20] ; [13 10],[23.45454545 19.54545455] ; [12.54545455 10.45454545],0
v3,1,0.846494,0.037478,[ 7 36] ; [ 4 18],[ 7.27692308 35.72307692] ; [ 3.72307692 18.27692308],0
s7,1,0.869554,0.02697,[ 8 32] ; [ 5 18],[ 8.25396825 31.74603175] ; [ 4.74603175 18.25396825],0
b4,1,0.878155,0.023503,[27 16] ; [14  9],[26.71212121 16.28787879] ; [14.28787879  8.71212121],0
s5,1,0.93283,0.007104,[ 8 34] ; [ 4 18],[ 7.875 34.125] ; [ 4.125 17.875],0
b2,1,0.940643,0.005544,[ 5 21] ; [2 9],[ 4.91891892 21.08108108] ; [2.08108108 8.91891892],0
b3,1,0.940643,0.005544,[ 5 21] ; [2 9],[ 4.91891892 21.08108108] ; [2.08108108 8.91891892],0
a8,1,0.967422,0.001668,[ 2 40] ; [ 1 19],[ 2.03225806 39.96774194] ; [ 0.96774194 19.03225806],0
r4,1,0.974439,0.001027,[26 17] ; [14  9],[26.06060606 16.93939394] ; [13.93939394  9.06060606],0
n2,1,0.975287,0.00096,[16 11] ; [3 2],[16.03125 10.96875] ; [2.96875 2.03125],0
