Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,164.023062,[599  14] ; [28 23],[578.84186747  34.15813253] ; [48.15813253  2.84186747],1
r1,1,0.0,115.285469,[530  82] ; [14 38],[501.39759036 110.60240964] ; [42.60240964  9.39759036],1
r2,1,0.0,95.228633,[601  12] ; [34 15],[587.99848943  25.00151057] ; [47.00151057  1.99848943],1
n6,1,1e-06,23.963748,[564  49] ; [37 15],[554.00451128  58.99548872] ; [46.99548872  5.00451128],1
s6,1,5e-06,20.977189,[437 165] ; [22 30],[422.50458716 179.49541284] ; [36.49541284 15.50458716],1
a7,1,1.8e-05,18.41737,[450 163] ; [23 28],[436.67018072 176.32981928] ; [36.32981928 14.67018072],1
p9,1,2.4e-05,17.804091,[537  68] ; [34 16],[527.41221374  77.58778626] ; [43.58778626  6.41221374],1
p11,1,2.6e-05,17.699237,[512 103] ; [31 21],[500.66716642 114.33283358] ; [42.33283358  9.66716642],1
p3,1,3.7e-05,17.042943,[332 279] ; [12 38],[317.97881997 293.02118003] ; [26.02118003 23.97881997],1
p10,1,3.9e-05,16.925134,[524  83] ; [33 18],[513.82826748  93.17173252] ; [43.17173252  7.82826748],1
p4,1,9.9e-05,15.156713,[400 210] ; [19 31],[387.25757576 222.74242424] ; [31.74242424 18.25757576],1
v1,1,0.000152,14.347781,[363 238] ; [16 33],[350.42923077 250.57076923] ; [28.57076923 20.42923077],1
a5,1,0.000713,11.45626,[472 142] ; [29 23],[461.88288288 152.11711712] ; [39.11711712 12.88288288],1
s5,1,0.000976,10.871822,[220 371] ; [ 7 43],[209.29329173 381.70670827] ; [17.70670827 32.29329173],1
p2,1,0.001158,10.556011,[523  89] ; [34 16],[514.9305136  97.0694864] ; [42.0694864  7.9305136],0
p7,1,0.001261,10.398905,[403 193] ; [22 27],[392.71317829 203.28682171] ; [32.28682171 16.71317829],0
n4,1,0.002276,9.312368,[548  66] ; [39 13],[541.16816817  72.83183183] ; [45.83183183  6.16816817],0
s3,1,0.003298,8.63479,[359 245] ; [20 32],[348.95731707 255.04268293] ; [30.04268293 21.95731707],0
s2,1,0.004983,7.885646,[333 274] ; [18 34],[323.30349014 283.69650986] ; [27.69650986 24.30349014],0
p8,1,0.00518,7.815538,[345 255] ; [19 32],[335.48387097 264.51612903] ; [28.51612903 22.48387097],0
s8,1,0.006145,7.507316,[296 313] ; [15 37],[286.53403933 322.46596067] ; [24.46596067 27.53403933],0
a6,1,0.007443,7.162796,[427 184] ; [27 25],[418.39215686 192.60784314] ; [35.60784314 16.39215686],0
a8,1,0.008597,6.904684,[ 90 464] ; [ 1 47],[ 83.74418605 470.25581395] ; [ 7.25581395 40.74418605],0
a2,1,0.014444,5.983003,[166 449] ; [ 6 46],[158.59070465 456.40929535] ; [13.40929535 38.59070465],0
d1,1,0.018101,5.586386,[375 240] ; [23 29],[366.97151424 248.02848576] ; [31.02848576 20.97151424],0
d4,1,0.019463,5.459461,[501 110] ; [35 16],[494.70694864 116.29305136] ; [41.29305136  9.70694864],0
