Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,67.274207,[130  22] ; [14 40],[106.25242718  45.74757282] ; [37.74757282 16.25242718],1
n6,1,8.4e-05,15.45904,[138  14] ; [37 17],[129.12621359  22.87378641] ; [45.87378641  8.12621359],1
a5,1,0.000835,11.162038,[118  34] ; [29 25],[108.46601942  43.53398058] ; [38.53398058 15.46601942],1
u1,1,0.001486,10.095964,[ 35 117] ; [ 2 52],[ 27.30097087 124.69902913] ; [ 9.69902913 44.30097087],0
p4,1,0.002185,9.386944,[87 64] ; [18 36],[77.34146341 73.65853659] ; [27.65853659 26.34146341],0
d2,1,0.002694,9.004237,[89 62] ; [19 35],[79.55121951 71.44878049] ; [28.44878049 25.55121951],0
p11,1,0.003528,8.512089,[114  38] ; [29 25],[105.51456311  46.48543689] ; [37.48543689 16.51456311],0
p6,1,0.006901,7.298673,[ 33 118] ; [ 3 51],[ 26.51707317 124.48292683] ; [ 9.48292683 44.51707317],0
p3,1,0.007363,7.182317,[65 87] ; [12 42],[56.81553398 95.18446602] ; [20.18446602 33.81553398],0
s7,1,0.008056,7.020993,[84 61] ; [19 33],[75.81218274 69.18781726] ; [27.18781726 24.81218274],0
p12,1,0.014479,5.978777,[ 21 131] ; [ 1 53],[ 16.23300971 135.76699029] ; [ 5.76699029 48.23300971],0
a4,1,0.01725,5.670799,[73 78] ; [16 38],[65.55609756 85.44390244] ; [23.44390244 30.55609756],0
a8,1,0.024886,5.031769,[ 18 118] ; [ 1 49],[ 13.89247312 122.10752688] ; [ 5.10752688 44.89247312],0
n3,1,0.035621,4.415151,[30  7] ; [16 12],[26.18461538 10.81538462] ; [19.81538462  8.18461538],0
a3,1,0.040347,4.203227,[107  44] ; [30 24],[100.91219512  50.08780488] ; [36.08780488 17.91219512],0
b5,1,0.042143,4.129468,[110  42] ; [31 23],[104.03883495  47.96116505] ; [36.96116505 17.03883495],0
p2,1,0.04713,3.940752,[112  40] ; [32 22],[106.25242718  45.74757282] ; [37.74757282 16.25242718],0
p5,1,0.048418,3.895403,[ 16 135] ; [ 1 52],[ 12.58333333 138.41666667] ; [ 4.41666667 48.58333333],0
p10,1,0.051158,3.803095,[115  36] ; [33 20],[109.54901961  41.45098039] ; [38.45098039 14.54901961],0
s8,1,0.053782,3.719445,[79 72] ; [20 34],[72.92195122 78.07804878] ; [26.07804878 27.92195122],0
r1,1,0.055723,3.66032,[125  27] ; [37 16],[120.11707317  31.88292683] ; [41.88292683 11.11707317],0
s4,1,0.05836,3.583381,[ 26 123] ; [16 38],[ 30.82758621 118.17241379] ; [11.17241379 42.82758621],0
n1,1,0.061965,3.483994,[20 16] ; [ 9 19],[16.3125 19.6875] ; [12.6875 15.3125],0
p9,1,0.078663,3.092317,[127  24] ; [38 14],[122.73399015  28.26600985] ; [42.26600985  9.73399015],0
r4,1,0.097252,2.750033,[139  13] ; [45  9],[135.76699029  16.23300971] ; [48.23300971  5.76699029],0
v4,1,0.142457,2.151211,[144   8] ; [48  6],[141.66990291  10.33009709] ; [50.33009709  3.66990291],0
a2,1,0.14554,2.118385,[ 37 115] ; [ 8 46],[ 33.2038835 118.7961165] ; [11.7961165 42.2038835],0
s1,1,0.176563,1.826315,[ 10 139] ; [ 1 53],[  8.07389163 140.92610837] ; [ 2.92610837 51.07389163],0
b1,1,0.197507,1.660712,[54 98] ; [14 40],[ 50.17475728 101.82524272] ; [17.82524272 36.17475728],0
v3,1,0.207696,1.587413,[58 87] ; [15 35],[54.28205128 90.71794872] ; [18.71794872 31.28205128],0
s5,1,0.24712,1.339511,[47 97] ; [22 31],[50.43654822 93.56345178] ; [18.56345178 34.43654822],0
p1,1,0.278201,1.175858,[ 16 136] ; [ 3 51],[ 14.01941748 137.98058252] ; [ 4.98058252 49.01941748],0
u2,1,0.327879,0.957257,[29 16] ; [12 11],[27.13235294 17.86764706] ; [13.86764706  9.13235294],0
d1,1,0.381691,0.765247,[92 60] ; [29 25],[89.2815534 62.7184466] ; [31.7184466 22.2815534],0
a6,1,0.431953,0.617566,[98 54] ; [38 16],[100.34951456  51.65048544] ; [35.65048544 18.34951456],0
v1,1,0.48497,0.487666,[76 68] ; [25 28],[73.82741117 70.17258883] ; [27.17258883 25.82741117],0
a7,1,0.489794,0.47698,[105  47] ; [40 14],[106.99029126  45.00970874] ; [38.00970874 15.99029126],0
p8,1,0.532629,0.389373,[ 38 114] ; [11 42],[ 36.33170732 115.66829268] ; [12.66829268 40.33170732],0
s3,1,0.560369,0.339065,[99 48] ; [34 20],[97.26865672 49.73134328] ; [35.73134328 18.26865672],0
r3,1,0.569852,0.322929,[140  12] ; [51  3],[140.93203883  11.06796117] ; [50.06796117  3.93203883],0
u3,1,0.586247,0.296243,[27 18] ; [16  8],[28.04347826 16.95652174] ; [14.95652174  9.04347826],0
u4,1,0.589443,0.291214,[  5 147] ; [ 1 53],[  4.42718447 147.57281553] ; [ 1.57281553 52.42718447],0
d4,1,0.619234,0.246946,[123  29] ; [42 12],[121.74757282  30.25242718] ; [43.25242718 10.74757282],0
s2,1,0.664238,0.188416,[96 53] ; [33 21],[94.68472906 54.31527094] ; [34.31527094 19.68472906],0
r2,1,0.699604,0.148884,[143   9] ; [50  4],[142.40776699   9.59223301] ; [50.59223301  3.40776699],0
b4,1,0.771576,0.084283,[98 54] ; [36 18],[98.87378641 53.12621359] ; [35.12621359 18.87378641],0
b2,1,0.816705,0.053724,[34 62] ; [ 8 13],[34.46153846 61.53846154] ; [ 7.53846154 13.46153846],0
b3,1,0.816705,0.053724,[34 62] ; [ 8 13],[34.46153846 61.53846154] ; [ 7.53846154 13.46153846],0
n2,1,0.853903,0.033908,[27 10] ; [21  7],[27.32307692  9.67692308] ; [20.67692308  7.32307692],0
a1,1,0.88525,0.020827,[  5 147] ; [ 2 52],[  5.16504854 146.83495146] ; [ 1.83495146 52.16504854],0
v2,1,0.929229,0.007888,[78 67] ; [26 23],[77.73195876 67.26804124] ; [26.26804124 22.73195876],0
d3,1,0.966551,0.001758,[99 53] ; [35 19],[98.87378641 53.12621359] ; [35.12621359 18.87378641],0
d5,1,0.996954,1.5e-05,[121  31] ; [43 11],[121.00970874  30.99029126] ; [42.99029126 11.00970874],0
