Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,41.42974,[ 83 163] ; [81 35],[111.44751381 134.55248619] ; [52.55248619 63.44751381],1
p2,1,8e-06,20.026367,[154  97] ; [102  19],[172.7311828  78.2688172] ; [83.2688172 37.7311828],1
p9,1,0.000842,11.14552,[173  75] ; [103  17],[186.  62.] ; [90. 30.],1
p10,1,0.0011,10.650381,[161  89] ; [98 23],[174.52830189  75.47169811] ; [84.47169811 36.52830189],0
p3,1,0.004805,7.951458,[ 49 202] ; [40 82],[ 59.89008043 191.10991957] ; [29.10991957 92.89008043],0
p11,1,0.009748,6.680378,[163  89] ; [95 27],[173.83957219  78.16042781] ; [84.16042781 37.83957219],0
p1,1,0.010491,6.549533,[ 10 241] ; [ 13 107],[ 15.5606469 235.4393531] ; [  7.4393531 112.5606469],0
r4,1,0.026449,4.926449,[210  42] ; [112  10],[216.96256684  35.03743316] ; [105.03743316  16.96256684],0
u2,1,0.028357,4.806202,[45 36] ; [15 28],[39.19354839 41.80645161] ; [20.80645161 22.19354839],0
a1,1,0.034992,4.445582,[ 17 235] ; [  2 120],[ 12.80213904 239.19786096] ; [  6.19786096 115.80213904],0
p6,1,0.037989,4.305528,[ 37 214] ; [28 91],[ 44.09459459 206.90540541] ; [20.90540541 98.09459459],0
a7,1,0.042317,4.122492,[158  92] ; [90 32],[166.66666667  83.33333333] ; [81.33333333 40.66666667],0
b4,1,0.05886,3.56921,[152 100] ; [61 61],[143.51871658 108.48128342] ; [69.48128342 52.51871658],0
b1,1,0.06691,3.357248,[101 151] ; [37 85],[ 92.98395722 159.01604278] ; [45.01604278 76.98395722],0
a8,1,0.076646,3.134621,[ 23 215] ; [18 93],[ 27.95988539 210.04011461] ; [13.04011461 97.95988539],0
s8,1,0.081229,3.040137,[ 76 175] ; [48 74],[ 83.44235925 167.55764075] ; [40.55764075 81.44235925],0
n6,1,0.092025,2.838592,[186  65] ; [100  22],[192.45576408  58.54423592] ; [93.54423592 28.45576408],0
r3,1,0.114094,2.496574,[224  27] ; [115   7],[228.12064343  22.87935657] ; [110.87935657  11.12064343],0
s5,1,0.114191,2.495233,[ 56 184] ; [37 82],[ 62.17270195 177.82729805] ; [30.82729805 88.17270195],0
