Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001862,9.680403,[4 1] ; [ 9 41],[1.18181818 3.81818182] ; [11.81818182 38.18181818],0
p12,1,0.003121,8.735294,[2 3] ; [ 2 48],[0.36363636 4.63636364] ; [ 3.63636364 46.36363636],0
s5,1,0.010999,6.465556,[3 2] ; [ 7 43],[0.90909091 4.09090909] ; [ 9.09090909 40.90909091],0
p8,1,0.043524,4.07493,[4 1] ; [17 33],[1.90909091 3.09090909] ; [19.09090909 30.90909091],0
a5,1,0.085507,2.956989,[4 1] ; [20 30],[2.18181818 2.81818182] ; [21.81818182 28.18181818],0
v3,1,0.090412,2.867021,[2 3] ; [ 6 44],[0.72727273 4.27272727] ; [ 7.27272727 42.72727273],0
p3,1,0.110485,2.547276,[3 2] ; [13 37],[1.45454545 3.54545455] ; [14.54545455 35.45454545],0
u3,1,0.118839,2.432561,[2 1] ; [ 7 22],[0.84375 2.15625] ; [ 8.15625 20.84375],0
d2,1,0.134032,2.245169,[2 3] ; [ 7 43],[0.81818182 4.18181818] ; [ 8.18181818 41.81818182],0
a8,1,0.158305,1.990346,[2 3] ; [ 7 40],[0.86538462 4.13461538] ; [ 8.13461538 38.86538462],0
b2,1,0.164463,1.932706,[2 1] ; [ 8 21],[0.9375 2.0625] ; [ 9.0625 19.9375],0
b3,1,0.164463,1.932706,[2 1] ; [ 8 21],[0.9375 2.0625] ; [ 9.0625 19.9375],0
p7,1,0.200155,1.641247,[4 1] ; [25 25],[2.63636364 2.36363636] ; [26.36363636 23.63636364],0
r1,1,0.209334,1.576023,[3 2] ; [16 34],[1.72727273 3.27272727] ; [17.27272727 32.72727273],0
p10,1,0.248189,1.333469,[4 1] ; [26 23],[2.77777778 2.22222222] ; [27.22222222 21.77777778],0
p6,1,0.252587,1.308936,[2 3] ; [ 9 40],[1.01851852 3.98148148] ; [ 9.98148148 39.01851852],0
b5,1,0.263681,1.249328,[4 1] ; [27 23],[2.81818182 2.18181818] ; [28.18181818 21.81818182],0
b4,1,0.263681,1.249328,[4 1] ; [27 23],[2.81818182 2.18181818] ; [28.18181818 21.81818182],0
p11,1,0.338352,0.916667,[4 1] ; [29 21],[3. 2.] ; [30. 20.],0
b1,1,0.338352,0.916667,[2 3] ; [31 19],[3. 2.] ; [30. 20.],0
s2,1,0.366372,0.815934,[2 3] ; [11 39],[1.18181818 3.81818182] ; [11.81818182 38.18181818],0
d5,1,0.387338,0.747283,[3 2] ; [20 30],[2.09090909 2.90909091] ; [20.90909091 29.09090909],0
p9,1,0.407577,0.685858,[4 1] ; [30 19],[3.14814815 1.85185185] ; [30.85185185 18.14814815],0
s8,1,0.43357,0.61324,[2 3] ; [12 38],[1.27272727 3.72727273] ; [12.72727273 37.27272727],0
p4,1,0.43904,0.59879,[3 2] ; [21 29],[2.18181818 2.81818182] ; [21.81818182 28.18181818],0
a1,1,0.494053,0.467687,[1 4] ; [ 5 45],[0.54545455 4.45454545] ; [ 5.45454545 44.54545455],0
s7,1,0.562553,0.335304,[2 3] ; [13 34],[1.44230769 3.55769231] ; [13.55769231 33.44230769],0
d3,1,0.579835,0.306502,[1 4] ; [16 34],[1.54545455 3.45454545] ; [15.45454545 34.54545455],0
s3,1,0.593955,0.284211,[2 3] ; [14 35],[1.48148148 3.51851852] ; [14.51851852 34.48148148],0
v1,1,0.701741,0.146667,[1 4] ; [14 36],[1.36363636 3.63636364] ; [13.63636364 36.36363636],0
v2,1,0.732435,0.116888,[1 4] ; [13 35],[1.32075472 3.67924528] ; [12.67924528 35.32075472],0
u2,1,0.787064,0.072968,[2 1] ; [17 12],[1.78125 1.21875] ; [17.21875 11.78125],0
d4,1,0.797252,0.066,[3 2] ; [27 23],[2.72727273 2.27272727] ; [27.27272727 22.72727273],0
n5,1,0.859288,0.031429,[3 2] ; [32 18],[3.18181818 1.81818182] ; [31.81818182 18.18181818],0
v4,1,0.86347,0.02957,[3 2] ; [28 22],[2.81818182 2.18181818] ; [28.18181818 21.81818182],0
a7,1,0.86347,0.02957,[2 3] ; [22 28],[2.18181818 2.81818182] ; [21.81818182 28.18181818],0
a3,1,0.902048,0.015147,[2 3] ; [21 28],[2.12962963 2.87037037] ; [20.87037037 28.12962963],0
p2,1,0.930062,0.007703,[3 2] ; [31 19],[3.09090909 1.90909091] ; [30.90909091 19.09090909],0
n4,1,0.931112,0.007473,[3 2] ; [29 21],[2.90909091 2.09090909] ; [29.09090909 20.90909091],0
a6,1,1.0,0.0,[2 3] ; [20 30],[2. 3.] ; [20. 30.],0
