Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,125.755435,[38 73] ; [287  39],[82.55148741 28.44851259] ; [242.44851259  83.55148741],1
p10,1,5.4e-05,16.319498,[69 40] ; [265  58],[84.27314815 24.72685185] ; [249.72685185  73.27314815],1
p4,1,0.000519,12.044723,[43 67] ; [188 135],[58.68360277 51.31639723] ; [172.31639723 150.68360277],1
a2,1,0.00087,11.085931,[ 10 101] ; [ 77 249],[22.09839817 88.90160183] ; [ 64.90160183 261.09839817],1
v1,1,0.000963,10.897779,[35 72] ; [164 157],[49.75 57.25] ; [149.25 171.75],1
a5,1,0.00182,9.722626,[61 50] ; [231  94],[74.33944954 36.66055046] ; [217.66055046 107.33944954],0
p3,1,0.002551,9.103957,[34 77] ; [152 171],[47.57142857 63.42857143] ; [138.42857143 184.57142857],0
p9,1,0.005733,7.632452,[76 32] ; [264  55],[85.99531616 22.00468384] ; [254.00468384  64.99531616],0
a4,1,0.006618,7.373699,[33 78] ; [143 179],[45.11778291 65.88221709] ; [130.88221709 191.11778291],0
p11,1,0.011809,6.33933,[78 33] ; [266  60],[87.37757437 23.62242563] ; [256.62242563  69.37757437],0
u1,1,0.012295,6.26787,[  8 103] ; [ 55 271],[16.00228833 94.99771167] ; [ 46.99771167 279.00228833],0
v3,1,0.017997,5.596476,[25 81] ; [115 204],[34.91764706 71.08235294] ; [105.08235294 213.91764706],0
a8,1,0.018183,5.578457,[ 5 96] ; [ 40 254],[11.50632911 89.49367089] ; [ 33.49367089 260.50632911],0
p1,1,0.018253,5.571685,[  3 106] ; [ 32 292],[  8.81062356 100.18937644] ; [ 26.18937644 297.81062356],0
d2,1,0.031312,4.635796,[37 74] ; [145 177],[46.65588915 64.34411085] ; [135.34411085 186.65588915],0
p2,1,0.037578,4.324013,[81 28] ; [270  54],[88.35796767 20.64203233] ; [262.64203233  61.35796767],0
a6,1,0.037913,4.308925,[66 45] ; [228  97],[74.84862385 36.15137615] ; [219.15137615 105.84862385],0
r4,1,0.039117,4.255758,[89 22] ; [287  39],[95.50572082 15.49427918] ; [280.49427918  45.50572082],0
a3,1,0.0487,3.885651,[61 49] ; [213 110],[69.6073903 40.3926097] ; [204.3926097 118.6073903],0
p8,1,0.051187,3.802155,[43 67] ; [160 161],[51.80974478 58.19025522] ; [151.19025522 169.80974478],0
s6,1,0.055638,3.662871,[50 59] ; [179 138],[58.59389671 50.40610329] ; [170.40610329 146.59389671],0
r1,1,0.065713,3.386995,[74 37] ; [245  79],[81.4 29.6] ; [237.6  86.4],0
n1,1,0.073601,3.200821,[ 7 28] ; [25 42],[10.98039216 24.01960784] ; [21.01960784 45.98039216],0
n2,1,0.099269,2.717255,[22 12] ; [55 14],[25.41747573  8.58252427] ; [51.58252427 17.41747573],0
d5,1,0.102659,2.663735,[78 32] ; [256  70],[84.26605505 25.73394495] ; [249.73394495  76.26605505],0
p5,1,0.114401,2.492347,[  6 104] ; [ 34 290],[10.13824885 99.86175115] ; [ 29.86175115 294.13824885],0
b1,1,0.176806,1.824271,[33 78] ; [120 206],[38.86270023 72.13729977] ; [114.13729977 211.86270023],0
p6,1,0.189525,1.721309,[26 83] ; [ 98 224],[31.35962877 77.64037123] ; [ 92.64037123 229.35962877],0
