Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.309635,[133  34] ; [11 22],[120.24  46.76] ; [23.76  9.24],1
n4,1,3e-06,21.76905,[139  27] ; [16 18],[128.65  37.35] ; [26.35  7.65],1
s7,1,0.004669,8.003247,[92 65] ; [10 22],[84.73015873 72.26984127] ; [17.26984127 14.73015873],0
v3,1,0.009584,6.71057,[60 99] ; [ 4 26],[ 53.84126984 105.15873016] ; [10.15873016 19.84126984],0
p10,1,0.017743,5.621335,[132  32] ; [21 13],[126.72727273  37.27272727] ; [26.27272727  7.72727273],0
u3,1,0.031484,4.626365,[24 19] ; [10  1],[27.07407407 15.92592593] ; [6.92592593 4.07407407],0
v4,1,0.051747,3.783924,[158   9] ; [29  5],[155.3681592  11.6318408] ; [31.6318408  2.3681592],0
b1,1,0.058031,3.592782,[ 64 103] ; [19 15],[68.960199 98.039801] ; [14.039801 19.960199],0
s5,1,0.065494,3.392493,[ 59 103] ; [ 6 25],[ 54.55958549 107.44041451] ; [10.44041451 20.55958549],0
d5,1,0.097516,2.745712,[146  21] ; [26  8],[142.90547264  24.09452736] ; [29.09452736  4.90547264],0
u1,1,0.102909,2.659868,[ 47 120] ; [ 5 29],[ 43.2039801 123.7960199] ; [ 8.7960199 25.2039801],0
s2,1,0.126825,2.330942,[101  64] ; [16 18],[97.01005025 67.98994975] ; [19.98994975 14.01005025],0
p3,1,0.135069,2.233259,[97 70] ; [15 19],[93.05472637 73.94527363] ; [18.94527363 15.05472637],0
u2,1,0.137544,2.20522,[20 22] ; [8 3],[22.18867925 19.81132075] ; [5.81132075 5.18867925],0
s6,1,0.144565,2.128683,[123  43] ; [21 13],[119.52  46.48] ; [24.48  9.52],0
v1,1,0.180558,1.793025,[83 76] ; [13 20],[79.5 79.5] ; [16.5 16.5],0
r1,1,0.203497,1.617096,[128  38] ; [22 11],[125.12562814  40.87437186] ; [24.87437186  8.12562814],0
a7,1,0.223842,1.479567,[125  42] ; [22 12],[122.13432836  44.86567164] ; [24.86567164  9.13432836],0
v2,1,0.258884,1.274713,[88 73] ; [14 18],[85.0880829 75.9119171] ; [16.9119171 15.0880829],0
p6,1,0.274771,1.192771,[ 58 108] ; [ 8 24],[ 55.33333333 110.66666667] ; [10.66666667 21.33333333],0
d2,1,0.276984,1.181827,[95 71] ; [16 18],[92.13 73.87] ; [18.87 15.13],0
d3,1,0.324932,0.968992,[122  45] ; [22 12],[119.64179104  47.35820896] ; [24.35820896  9.64179104],0
s1,1,0.341052,0.906474,[  8 155] ; [ 3 30],[  9.14795918 153.85204082] ; [ 1.85204082 31.14795918],0
s3,1,0.380888,0.767832,[98 66] ; [17 16],[95.73604061 68.26395939] ; [19.26395939 13.73604061],0
s8,1,0.400099,0.708028,[77 90] ; [13 21],[74.7761194 92.2238806] ; [15.2238806 18.7761194],0
a1,1,0.40241,0.701114,[  5 162] ; [ 2 32],[  5.8159204 161.1840796] ; [ 1.1840796 32.8159204],0
p11,1,0.403967,0.696486,[120  47] ; [22 12],[117.9800995  49.0199005] ; [24.0199005  9.9800995],0
s4,1,0.451867,0.565965,[ 28 137] ; [ 4 30],[ 26.53266332 138.46733668] ; [ 5.46733668 28.53266332],0
b3,1,0.458109,0.55051,[44 66] ; [ 8 17],[42.37037037 67.62962963] ; [ 9.62962963 15.37037037],0
b2,1,0.458109,0.55051,[44 66] ; [ 8 17],[42.37037037 67.62962963] ; [ 9.62962963 15.37037037],0
a3,1,0.474008,0.512618,[123  44] ; [23 11],[121.30348259  45.69651741] ; [24.69651741  9.30348259],0
d1,1,0.485628,0.486199,[104  63] ; [19 15],[102.19402985  64.80597015] ; [20.80597015 13.19402985],0
a2,1,0.501618,0.451512,[ 54 113] ; [ 9 25],[ 52.34328358 114.65671642] ; [10.65671642 23.34328358],0
d4,1,0.511515,0.430967,[129  38] ; [28  6],[130.44278607  36.55721393] ; [26.55721393  7.44278607],0
r3,1,0.533631,0.387472,[161   6] ; [32  2],[160.35323383   6.64676617] ; [32.64676617  1.35323383],0
p2,1,0.539102,0.377207,[139  28] ; [26  7],[137.775  29.225] ; [27.225  5.775],0
r4,1,0.585345,0.297673,[148  19] ; [29  5],[147.05970149  19.94029851] ; [29.94029851  4.05970149],0
p7,1,0.589066,0.291806,[82 84] ; [18 15],[83.41708543 82.58291457] ; [16.58291457 16.41708543],0
p9,1,0.613809,0.254666,[137  28] ; [27  7],[135.9798995  29.0201005] ; [28.0201005  5.9798995],0
n3,1,0.626117,0.237363,[31  8] ; [11  4],[30.33333333  8.66666667] ; [11.66666667  3.33333333],0
p1,1,0.740441,0.109739,[ 12 155] ; [ 3 31],[ 12.46268657 154.53731343] ; [ 2.53731343 31.46268657],0
a4,1,0.748653,0.102666,[88 78] ; [17 17],[87.15 78.85] ; [17.85 16.15],0
n1,1,0.855652,0.033092,[15 24] ; [5 9],[14.71698113 24.28301887] ; [5.28301887 8.71698113],0
a8,1,0.869199,0.027118,[ 18 129] ; [ 4 26],[ 18.27118644 128.72881356] ; [ 3.72881356 26.27118644],0
b4,1,0.885497,0.020737,[96 71] ; [20 14],[96.37810945 70.62189055] ; [19.62189055 14.37810945],0
b5,1,0.896474,0.01693,[110  57] ; [22 12],[109.67164179  57.32835821] ; [22.32835821 11.67164179],0
n2,1,0.901901,0.015193,[26 12] ; [10  5],[25.81132075 12.18867925] ; [10.18867925  4.81132075],0
a5,1,0.930165,0.00768,[124  43] ; [25  9],[123.7960199  43.2039801] ; [25.2039801  8.7960199],0
a6,1,0.937426,0.006163,[119  48] ; [24 10],[118.81094527  48.18905473] ; [24.18905473  9.81094527],0
r2,1,0.940812,0.005513,[152  14] ; [31  3],[151.89  14.11] ; [31.11  2.89],0
p5,1,0.964659,0.001963,[ 14 149] ; [ 3 31],[ 14.06598985 148.93401015] ; [ 2.93401015 31.06598985],0
