Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,1e-06,23.153173,[10 67] ; [33 33],[23.15384615 53.84615385] ; [19.84615385 46.15384615],1
d5,1,2e-06,23.034662,[34 42] ; [56 11],[47.83216783 28.16783217] ; [42.16783217 24.83216783],1
d1,1,4e-06,21.491425,[14 63] ; [37 30],[27.27083333 49.72916667] ; [23.72916667 43.27083333],1
a3,1,9e-06,19.769308,[25 51] ; [47 20],[38.26573427 37.73426573] ; [33.73426573 33.26573427],1
a6,1,1.2e-05,19.205712,[27 50] ; [48 19],[40.10416667 36.89583333] ; [34.89583333 32.10416667],1
d4,1,9.9e-05,15.16128,[38 39] ; [54 13],[49.19444444 27.80555556] ; [42.80555556 24.19444444],1
d2,1,0.00228,9.309031,[21 56] ; [34 31],[29.82394366 47.17605634] ; [25.17605634 39.82394366],0
s5,1,0.039596,4.235115,[ 7 68] ; [14 50],[11.33093525 63.66906475] ; [ 9.66906475 54.33093525],0
a7,1,0.040805,4.184111,[37 39] ; [44 23],[43.04895105 32.95104895] ; [37.95104895 29.04895105],0
n5,1,0.057842,3.598198,[43 34] ; [47 19],[48.46153846 28.53846154] ; [41.53846154 24.46153846],0
s6,1,0.061936,3.484776,[23 53] ; [30 36],[28.36619718 47.63380282] ; [24.63380282 41.36619718],0
n4,1,0.064031,3.429773,[40 37] ; [45 22],[45.45138889 31.54861111] ; [39.54861111 27.45138889],0
u1,1,0.064844,3.408952,[ 1 76] ; [ 5 62],[ 3.20833333 73.79166667] ; [ 2.79166667 64.20833333],0
v1,1,0.065304,3.397281,[20 56] ; [27 39],[25.15492958 50.84507042] ; [21.84507042 44.15492958],0
p10,1,0.066998,3.355079,[40 34] ; [45 20],[45.25179856 28.74820144] ; [39.74820144 25.25179856],0
d3,1,0.087086,2.927427,[34 41] ; [40 27],[39.08450704 35.91549296] ; [34.91549296 32.08450704],0
v2,1,0.09391,2.806044,[20 55] ; [26 39],[24.64285714 50.35714286] ; [21.35714286 43.64285714],0
p4,1,0.098834,2.72426,[24 53] ; [29 36],[28.73943662 48.26056338] ; [24.26056338 40.73943662],0
b2,1,0.106119,2.61109,[11 33] ; [14 19],[14.28571429 29.71428571] ; [10.71428571 22.28571429],0
b3,1,0.106119,2.61109,[11 33] ; [14 19],[14.28571429 29.71428571] ; [10.71428571 22.28571429],0
p9,1,0.176836,1.824017,[49 26] ; [50 16],[52.65957447 22.34042553] ; [46.34042553 19.65957447],0
s4,1,0.189647,1.720356,[14 63] ; [ 7 60],[11.22916667 65.77083333] ; [ 9.77083333 57.22916667],0
s2,1,0.206204,1.597877,[18 59] ; [22 45],[21.38888889 55.61111111] ; [18.61111111 48.38888889],0
p3,1,0.224009,1.478504,[20 57] ; [23 42],[23.31690141 53.68309859] ; [19.68309859 45.31690141],0
r4,1,0.232809,1.423618,[36 41] ; [38 29],[39.56944444 37.43055556] ; [34.43055556 32.56944444],0
p8,1,0.242577,1.365554,[24 53] ; [26 38],[27.30496454 49.69503546] ; [22.69503546 41.30496454],0
p1,1,0.265766,1.238472,[ 5 71] ; [ 8 59],[ 6.90909091 69.09090909] ; [ 6.09090909 60.90909091],0
p2,1,0.288954,1.124487,[51 25] ; [38 27],[47.97163121 28.02836879] ; [41.02836879 23.97163121],0
r2,1,0.306875,1.04408,[53 24] ; [49 15],[55.70212766 21.29787234] ; [46.29787234 17.70212766],0
u3,1,0.371348,0.79915,[16 36] ; [ 8 11],[17.57746479 34.42253521] ; [ 6.42253521 12.57746479],0
p5,1,0.373917,0.790605,[ 4 72] ; [ 6 60],[ 5.35211268 70.64788732] ; [ 4.64788732 61.35211268],0
a1,1,0.391804,0.733335,[ 5 72] ; [ 7 60],[ 6.41666667 70.58333333] ; [ 5.58333333 61.41666667],0
p11,1,0.481148,0.49626,[45 32] ; [43 24],[47.05555556 29.94444444] ; [40.94444444 26.05555556],0
p12,1,0.519843,0.414205,[ 4 73] ; [ 2 64],[ 3.23076923 73.76923077] ; [ 2.76923077 63.23076923],0
s1,1,0.52725,0.399689,[ 2 75] ; [ 3 63],[ 2.69230769 74.30769231] ; [ 2.30769231 63.69230769],0
b1,1,0.555285,0.347935,[33 44] ; [32 35],[34.75694444 42.24305556] ; [30.24305556 36.75694444],0
v4,1,0.561023,0.337935,[57 19] ; [53 14],[58.46153846 17.53846154] ; [51.53846154 15.46153846],0
v3,1,0.614636,0.253478,[16 60] ; [16 49],[17.24822695 58.75177305] ; [14.75177305 50.24822695],0
u2,1,0.631922,0.229463,[21 30] ; [ 7 13],[20.11267606 30.88732394] ; [ 7.88732394 12.11267606],0
n2,1,0.716031,0.132328,[16 10] ; [14  7],[16.59574468  9.40425532] ; [13.40425532  7.59574468],0
p6,1,0.719603,0.128874,[15 61] ; [14 49],[15.85611511 60.14388489] ; [13.14388489 49.85611511],0
p7,1,0.739289,0.110752,[32 43] ; [30 36],[32.9787234 42.0212766] ; [29.0212766 36.9787234],0
s3,1,0.740033,0.110098,[27 48] ; [22 44],[26.06382979 48.93617021] ; [22.93617021 43.06382979],0
s8,1,0.767734,0.087226,[ 8 69] ; [ 8 59],[ 8.55555556 68.44444444] ; [ 7.44444444 59.55555556],0
b4,1,0.816897,0.05361,[44 33] ; [37 30],[43.3125 33.6875] ; [37.6875 29.3125],0
n1,1,0.818281,0.052788,[ 7 19] ; [ 6 14],[ 7.34782609 18.65217391] ; [ 5.65217391 14.34782609],0
a8,1,0.872717,0.025667,[ 6 65] ; [ 6 59],[ 6.26470588 64.73529412] ; [ 5.73529412 59.26470588],0
r3,1,0.9035,0.014699,[59 18] ; [50 16],[58.69230769 18.30769231] ; [50.30769231 15.69230769],0
b5,1,0.906164,0.013895,[49 28] ; [42 25],[48.65972222 28.34027778] ; [42.34027778 24.65972222],0
n6,1,0.977237,0.000814,[55 22] ; [47 19],[54.92307692 22.07692308] ; [47.07692308 18.92307692],0
n3,1,0.97951,0.00066,[16 10] ; [13  8],[16.04255319  9.95744681] ; [12.95744681  8.04255319],0
