Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,68.41762,[18 87] ; [104  45],[50.43307087 54.56692913] ; [71.56692913 77.43307087],1
v1,1,6.3e-05,16.005524,[46 58] ; [104  46],[61.41732283 42.58267717] ; [88.58267717 61.41732283],1
a3,1,0.002693,9.00442,[69 37] ; [124  28],[79.29457364 26.70542636] ; [113.70542636  38.29457364],0
s4,1,0.002752,8.965318,[33 72] ; [ 24 129],[23.19767442 81.80232558] ; [ 33.80232558 119.19767442],0
a5,1,0.00616,7.502889,[70 36] ; [124  29],[79.3976834 26.6023166] ; [114.6023166  38.3976834],0
n6,1,0.016439,5.755323,[88 18] ; [139  11],[93.9921875 12.0078125] ; [133.0078125  16.9921875],0
r4,1,0.019451,5.46053,[95 11] ; [148   5],[99.45173745  6.54826255] ; [143.54826255   9.45173745],0
b1,1,0.021676,5.271606,[54 52] ; [56 97],[45.01930502 60.98069498] ; [64.98069498 88.01930502],0
n3,1,0.022243,5.226667,[ 9 11] ; [16  4],[12.5  7.5] ; [12.5  7.5],0
p12,1,0.038753,4.271678,[ 9 96] ; [ 27 126],[14.65116279 90.34883721] ; [ 21.34883721 131.65116279],0
b2,1,0.056638,3.633207,[20 47] ; [42 52],[25.80124224 41.19875776] ; [36.19875776 57.80124224],0
b3,1,0.056638,3.633207,[20 47] ; [42 52],[25.80124224 41.19875776] ; [36.19875776 57.80124224],0
p9,1,0.058237,3.586905,[88 17] ; [140  13],[92.79069767 12.20930233] ; [135.20930233  17.79069767],0
n2,1,0.076523,3.137255,[15  5] ; [19  1],[17.  3.] ; [17.  3.],0
b4,1,0.081395,3.03683,[55 51] ; [96 57],[61.7992278 44.2007722] ; [89.2007722 63.7992278],0
p10,1,0.08203,3.024218,[86 19] ; [136  16],[90.70038911 14.29961089] ; [131.29961089  20.70038911],0
d4,1,0.086608,2.936315,[87 18] ; [137  15],[91.51750973 13.48249027] ; [132.48249027  19.51750973],0
s2,1,0.089791,2.878119,[78 28] ; [126  27],[83.49034749 22.50965251] ; [120.50965251  32.49034749],0
a7,1,0.126341,2.336895,[71 35] ; [115  37],[76.41860465 29.58139535] ; [109.58139535  42.41860465],0
u4,1,0.16987,1.88409,[  2 104] ; [  8 145],[  4.09266409 101.90733591] ; [  5.90733591 147.09266409],0
p3,1,0.205389,1.603637,[66 39] ; [107  45],[70.68093385 34.31906615] ; [102.31906615  49.68093385],0
u1,1,0.205803,1.600709,[15 91] ; [ 31 122],[18.82625483 87.17374517] ; [ 27.17374517 125.82625483],0
n5,1,0.217072,1.523625,[83 23] ; [129  24],[86.76447876 19.23552124] ; [125.23552124  27.76447876],0
p11,1,0.218157,1.516455,[87 19] ; [134  19],[90.44787645 15.55212355] ; [130.55212355  22.44787645],0
d1,1,0.250973,1.317877,[64 42] ; [103  50],[68.34749035 37.65250965] ; [98.65250965 54.34749035],0
p2,1,0.254378,1.299096,[101   4] ; [142  11],[98.89534884  6.10465116] ; [144.10465116   8.89534884],0
s8,1,0.270302,1.215216,[66 40] ; [104  47],[70.11673152 35.88326848] ; [99.88326848 51.11673152],0
