Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001929,9.615544,[9 5] ; [ 6 27],[4.46808511 9.53191489] ; [10.53191489 22.46808511],0
a3,1,0.014003,6.037734,[11  3] ; [13 20],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
p10,1,0.016288,5.771498,[10  4] ; [11 22],[6.25531915 7.74468085] ; [14.74468085 18.25531915],0
b4,1,0.043425,4.078772,[6 8] ; [25  9],[9.04166667 4.95833333] ; [21.95833333 12.04166667],0
s6,1,0.071259,3.253782,[8 6] ; [10 24],[5.25 8.75] ; [12.75 21.25],0
u3,1,0.074791,3.174603,[2 1] ; [ 4 17],[0.75 2.25] ; [ 5.25 15.75],0
r3,1,0.133976,2.245824,[10  3] ; [18 16],[7.74468085 5.25531915] ; [20.25531915 13.74468085],0
s1,1,0.139983,2.178151,[ 2 12] ; [ 1 33],[ 0.875 13.125] ; [ 2.125 31.875],0
v3,1,0.155566,2.016807,[ 4 10] ; [ 4 30],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
a5,1,0.162839,1.947659,[8 6] ; [12 22],[5.83333333 8.16666667] ; [14.16666667 19.83333333],0
p4,1,0.17522,1.837705,[7 7] ; [10 24],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
s2,1,0.175836,1.83247,[5 9] ; [ 6 28],[ 3.20833333 10.79166667] ; [ 7.79166667 26.20833333],0
d1,1,0.18055,1.793094,[6 8] ; [ 8 26],[4.08333333 9.91666667] ; [ 9.91666667 24.08333333],0
p11,1,0.204008,1.613445,[9 5] ; [15 19],[7. 7.] ; [17. 17.],0
p3,1,0.217089,1.523511,[ 1 12] ; [ 8 26],[ 2.4893617 10.5106383] ; [ 6.5106383 27.4893617],0
d4,1,0.261556,1.260504,[11  3] ; [21 13],[9.33333333 4.66666667] ; [22.66666667 11.33333333],0
a4,1,0.271315,1.210084,[5 9] ; [ 7 27],[ 3.5 10.5] ; [ 8.5 25.5],0
p9,1,0.276718,1.183137,[9 5] ; [15 17],[7.30434783 6.69565217] ; [16.69565217 15.30434783],0
b1,1,0.277515,1.179218,[9 5] ; [16 18],[7.29166667 6.70833333] ; [17.70833333 16.29166667],0
s7,1,0.296482,1.089953,[4 9] ; [ 5 25],[ 2.72093023 10.27906977] ; [ 6.27906977 23.72093023],0
p6,1,0.312234,1.021201,[ 2 11] ; [ 2 31],[ 1.13043478 11.86956522] ; [ 2.86956522 30.13043478],0
d3,1,0.312928,1.018276,[8 6] ; [14 20],[6.41666667 7.58333333] ; [15.58333333 18.41666667],0
b5,1,0.312928,1.018276,[6 8] ; [20 14],[7.58333333 6.41666667] ; [18.41666667 15.58333333],0
a1,1,0.338335,0.91673,[ 2 12] ; [ 2 32],[ 1.16666667 12.83333333] ; [ 2.83333333 31.16666667],0
p5,1,0.338335,0.91673,[ 2 12] ; [ 2 32],[ 1.16666667 12.83333333] ; [ 2.83333333 31.16666667],0
n4,1,0.343651,0.896765,[7 7] ; [22 12],[8.45833333 5.54166667] ; [20.54166667 13.45833333],0
p2,1,0.366592,0.815185,[9 5] ; [17 17],[7.58333333 6.41666667] ; [18.41666667 15.58333333],0
n2,1,0.375399,0.785714,[3 5] ; [8 6],[4. 4.] ; [7. 7.],0
n3,1,0.375399,0.785714,[3 5] ; [8 6],[4. 4.] ; [7. 7.],0
s5,1,0.388549,0.743478,[ 3 11] ; [ 4 30],[ 2.04166667 11.95833333] ; [ 4.95833333 29.04166667],0
a7,1,0.411612,0.67414,[8 6] ; [15 19],[6.70833333 7.29166667] ; [16.29166667 17.70833333],0
a6,1,0.45237,0.564706,[7 7] ; [13 21],[5.83333333 8.16666667] ; [14.16666667 19.83333333],0
b3,1,0.490691,0.475011,[2 7] ; [ 8 15],[2.8125 6.1875] ; [ 7.1875 15.8125],0
b2,1,0.490691,0.475011,[2 7] ; [ 8 15],[2.8125 6.1875] ; [ 7.1875 15.8125],0
u1,1,0.507878,0.438436,[ 1 13] ; [ 1 33],[ 0.58333333 13.41666667] ; [ 1.41666667 32.58333333],0
d2,1,0.521898,0.410141,[5 9] ; [ 9 25],[4.08333333 9.91666667] ; [ 9.91666667 24.08333333],0
s8,1,0.569996,0.322689,[ 3 11] ; [ 5 29],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
r4,1,0.569996,0.322689,[ 3 11] ; [ 5 29],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
n6,1,0.620725,0.24485,[7 6] ; [21 13],[7.74468085 5.25531915] ; [20.25531915 13.74468085],0
p1,1,0.633751,0.227008,[ 1 13] ; [ 4 30],[ 1.45833333 12.54166667] ; [ 3.54166667 30.45833333],0
v4,1,0.652524,0.202733,[8 6] ; [17 17],[7.29166667 6.70833333] ; [17.70833333 16.29166667],0
p7,1,0.668513,0.183346,[5 9] ; [10 24],[4.375 9.625] ; [10.625 23.375],0
s3,1,0.674332,0.176577,[ 3 11] ; [ 9 24],[ 3.57446809 10.42553191] ; [ 8.42553191 24.57446809],0
n5,1,0.765992,0.088578,[8 6] ; [21 13],[8.45833333 5.54166667] ; [20.54166667 13.45833333],0
r1,1,0.797245,0.066005,[ 4 10] ; [11 23],[4.375 9.625] ; [10.625 23.375],0
a2,1,0.869744,0.026891,[ 1 13] ; [ 2 32],[ 0.875 13.125] ; [ 2.125 31.875],0
d5,1,0.936225,0.006403,[8 6] ; [19 15],[7.875 6.125] ; [19.125 14.875],0
