Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.101303,2.684911,[1 1] ; [ 1 12],[0.26666667 1.73333333] ; [ 1.73333333 11.26666667],0
n4,1,0.101303,2.684911,[1 1] ; [12  1],[1.73333333 0.26666667] ; [11.26666667  1.73333333],0
v2,1,0.422813,0.642483,[1 1] ; [ 3 10],[0.53333333 1.46666667] ; [3.46666667 9.53333333],0
r3,1,0.422813,0.642483,[1 1] ; [10  3],[1.46666667 0.53333333] ; [9.53333333 3.46666667],0
r4,1,0.422813,0.642483,[1 1] ; [10  3],[1.46666667 0.53333333] ; [9.53333333 3.46666667],0
s6,1,0.468717,0.525,[1 1] ; [9 3],[1.42857143 0.57142857] ; [8.57142857 3.42857143],0
a6,1,0.591208,0.288462,[1 1] ; [9 4],[1.33333333 0.66666667] ; [8.66666667 4.33333333],0
v3,1,0.591208,0.288462,[1 1] ; [4 9],[0.66666667 1.33333333] ; [4.33333333 8.66666667],0
n5,1,0.591208,0.288462,[1 1] ; [9 4],[1.33333333 0.66666667] ; [8.66666667 4.33333333],0
p2,1,0.591208,0.288462,[1 1] ; [9 4],[1.33333333 0.66666667] ; [8.66666667 4.33333333],0
s3,1,0.648807,0.207407,[1 1] ; [4 8],[0.71428571 1.28571429] ; [4.28571429 7.71428571],0
s7,1,0.648807,0.207407,[1 1] ; [8 4],[1.28571429 0.71428571] ; [7.71428571 4.28571429],0
p8,1,0.648807,0.207407,[1 1] ; [8 4],[1.28571429 0.71428571] ; [7.71428571 4.28571429],0
d1,1,0.756495,0.096154,[1 1] ; [5 8],[0.8 1.2] ; [5.2 7.8],0
d2,1,0.756495,0.096154,[1 1] ; [5 8],[0.8 1.2] ; [5.2 7.8],0
