Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002103,9.457442,[28  6] ; [11 14],[22.47457627 11.52542373] ; [16.52542373  8.47457627],0
r4,1,0.003389,8.58514,[12 22] ; [ 1 25],[ 7.36666667 26.63333333] ; [ 5.63333333 20.36666667],0
p2,1,0.006328,7.454428,[25  9] ; [10 16],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
u2,1,0.013128,6.151779,[13  6] ; [2 8],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
p9,1,0.03947,4.240511,[24  9] ; [11 13],[20.26315789 12.73684211] ; [14.73684211  9.26315789],0
p8,1,0.062392,3.47263,[13 21] ; [ 4 21],[ 9.79661017 24.20338983] ; [ 7.20338983 17.79661017],0
d3,1,0.062964,3.457537,[20 14] ; [ 9 17],[16.43333333 17.56666667] ; [12.56666667 13.43333333],0
s6,1,0.070591,3.269231,[17 17] ; [ 7 19],[13.6 20.4] ; [10.4 15.6],0
a4,1,0.070812,3.264089,[ 6 28] ; [10 16],[ 9.06666667 24.93333333] ; [ 6.93333333 19.06666667],0
p1,1,0.083965,2.986425,[ 1 33] ; [ 4 22],[ 2.83333333 31.16666667] ; [ 2.16666667 23.83333333],0
s1,1,0.083965,2.986425,[ 1 33] ; [ 4 22],[ 2.83333333 31.16666667] ; [ 2.16666667 23.83333333],0
p11,1,0.094249,2.800259,[23 11] ; [12 14],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
a5,1,0.118017,2.443439,[14 20] ; [16 10],[17. 17.] ; [13. 13.],0
u3,1,0.124238,2.363064,[ 7 12] ; [1 9],[ 5.24137931 13.75862069] ; [2.75862069 7.24137931],0
p10,1,0.130713,2.284021,[21 13] ; [10 14],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
a3,1,0.130719,2.283951,[15 19] ; [16  9],[17.86440678 16.13559322] ; [13.13559322 11.86440678],0
b4,1,0.134328,2.241758,[17 17] ; [18  8],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
p4,1,0.134328,2.241758,[17 17] ; [ 8 18],[14.16666667 19.83333333] ; [10.83333333 15.16666667],0
n6,1,0.144559,2.128741,[24 10] ; [13 12],[21.3220339 12.6779661] ; [15.6779661  9.3220339],0
n1,1,0.164725,1.930303,[ 3 12] ; [5 6],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
p7,1,0.201847,1.628959,[16 18] ; [ 8 18],[13.6 20.4] ; [10.4 15.6],0
d5,1,0.204586,1.60933,[20 14] ; [11 15],[17.56666667 16.43333333] ; [13.43333333 12.56666667],0
d2,1,0.211034,1.564318,[ 8 26] ; [10 16],[10.2 23.8] ; [ 7.8 18.2],0
a8,1,0.228152,1.452344,[ 2 29] ; [ 4 20],[ 3.38181818 27.61818182] ; [ 2.61818182 21.38181818],0
n4,1,0.233384,1.420118,[17 17] ; [17  9],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
b1,1,0.252227,1.310924,[22 12] ; [13 13],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
s8,1,0.301654,1.066866,[ 9 25] ; [ 4 22],[ 7.36666667 26.63333333] ; [ 5.63333333 20.36666667],0
