Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.124541,2.359259,[8 2] ; [1 2],[6.92307692 3.07692308] ; [2.07692308 0.92307692],0
b1,1,0.252244,1.310833,[7 3] ; [1 2],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
s6,1,0.252244,1.310833,[7 3] ; [1 2],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
b5,1,0.252244,1.310833,[3 7] ; [2 1],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
p10,1,0.252244,1.310833,[7 3] ; [1 2],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
n5,1,0.325892,0.965152,[9 1] ; [2 1],[8.46153846 1.53846154] ; [2.53846154 0.46153846],0
u3,1,0.342782,0.9,[4 2] ; [1 2],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
p9,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
n6,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
p4,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
p3,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
d5,1,0.611541,0.257937,[5 5] ; [2 1],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
v4,1,0.630701,0.231111,[8 2] ; [2 1],[7.69230769 2.30769231] ; [2.30769231 0.69230769],0
b4,1,0.630701,0.231111,[2 8] ; [1 2],[2.30769231 7.69230769] ; [0.69230769 2.30769231],0
s5,1,0.630701,0.231111,[2 8] ; [1 2],[2.30769231 7.69230769] ; [0.69230769 2.30769231],0
n1,1,0.709388,0.138889,[1 2] ; [1 1],[1.2 1.8] ; [0.8 1.2],0
n2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
s7,1,0.735317,0.114286,[4 5] ; [1 2],[3.75 5.25] ; [1.25 1.75],0
d4,1,0.835099,0.043333,[6 4] ; [2 1],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
p8,1,0.835099,0.043333,[6 4] ; [2 1],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
a7,1,0.835099,0.043333,[4 6] ; [1 2],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
s3,1,0.835099,0.043333,[4 6] ; [1 2],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
d3,1,0.835099,0.043333,[4 6] ; [1 2],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
s2,1,0.835099,0.043333,[4 6] ; [1 2],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
r3,1,0.835099,0.043333,[6 4] ; [2 1],[6.15384615 3.84615385] ; [1.84615385 1.15384615],0
p6,1,0.912637,0.012037,[3 7] ; [1 2],[3.07692308 6.92307692] ; [0.92307692 2.07692308],0
v1,1,0.912637,0.012037,[3 7] ; [1 2],[3.07692308 6.92307692] ; [0.92307692 2.07692308],0
a6,1,0.912637,0.012037,[3 7] ; [1 2],[3.07692308 6.92307692] ; [0.92307692 2.07692308],0
p11,1,0.912637,0.012037,[7 3] ; [2 1],[6.92307692 3.07692308] ; [2.07692308 0.92307692],0
u2,1,1.0,0.0,[4 2] ; [2 1],[4. 2.] ; [2. 1.],0
