Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.864279,[ 3 27] ; [77 16],[19.51219512 10.48780488] ; [60.48780488 32.51219512],1
r3,1,0.0,28.706313,[11 19] ; [80 13],[22.19512195  7.80487805] ; [68.80487805 24.19512195],1
r2,1,1.1e-05,19.254428,[15 13] ; [83  9],[22.86666667  5.13333333] ; [75.13333333 16.86666667],1
n6,1,4.1e-05,16.81773,[ 9 20] ; [68 25],[18.30327869 10.69672131] ; [58.69672131 34.30327869],1
r1,1,7.5e-05,15.682253,[ 8 22] ; [63 30],[17.31707317 12.68292683] ; [53.68292683 39.31707317],1
p11,1,0.000648,11.633499,[ 7 23] ; [55 38],[15.12195122 14.87804878] ; [46.87804878 46.12195122],1
u3,1,0.001715,9.832181,[ 2 14] ; [24 17],[7.29824561 8.70175439] ; [18.70175439 22.29824561],0
p10,1,0.001805,9.738272,[ 6 23] ; [49 42],[13.29166667 15.70833333] ; [41.70833333 49.29166667],0
n3,1,0.007446,7.162,[ 5 11] ; [21  8],[9.24444444 6.75555556] ; [16.75555556 12.24444444],0
v2,1,0.010253,6.590419,[ 6 23] ; [42 46],[11.8974359 17.1025641] ; [36.1025641 51.8974359],0
s6,1,0.01277,6.200701,[ 5 25] ; [38 53],[10.66115702 19.33884298] ; [32.33884298 58.66115702],0
p9,1,0.024903,5.030588,[ 9 20] ; [50 41],[14.25833333 14.74166667] ; [44.74166667 46.25833333],0
n2,1,0.039565,4.236429,[7 9] ; [23  8],[10.21276596  5.78723404] ; [19.78723404 11.21276596],0
a1,1,0.05333,3.733562,[ 6 24] ; [ 7 86],[ 3.17073171 26.82926829] ; [ 9.82926829 83.17073171],0
s1,1,0.053942,3.714492,[ 5 25] ; [ 5 86],[ 2.47933884 27.52066116] ; [ 7.52066116 83.47933884],0
v1,1,0.081057,3.043582,[ 5 25] ; [31 62],[ 8.7804878 21.2195122] ; [27.2195122 65.7804878],0
b5,1,0.084161,2.982651,[13 17] ; [57 36],[17.07317073 12.92682927] ; [52.92682927 40.07317073],0
u2,1,0.087669,2.916667,[ 4 12] ; [20 20],[6.85714286 9.14285714] ; [17.14285714 22.85714286],0
p1,1,0.08822,2.906564,[ 5 25] ; [ 6 87],[ 2.68292683 27.31707317] ; [ 8.31707317 84.68292683],0
p6,1,0.090541,2.864721,[ 1 28] ; [14 77],[ 3.625 25.375] ; [11.375 79.625],0
d3,1,0.100348,2.700005,[10 20] ; [47 46],[13.90243902 16.09756098] ; [43.09756098 49.90243902],0
d2,1,0.102637,2.664077,[15 14] ; [32 60],[11.26446281 17.73553719] ; [35.73553719 56.26446281],0
s2,1,0.115654,2.475207,[ 4 26] ; [25 66],[ 7.19008264 22.80991736] ; [21.80991736 69.19008264],0
s8,1,0.134435,2.240529,[ 1 29] ; [12 80],[ 3.19672131 26.80327869] ; [ 9.80327869 82.19672131],0
d5,1,0.158577,1.98774,[14 16] ; [57 36],[17.31707317 12.68292683] ; [53.68292683 39.31707317],0
a6,1,0.158883,1.984823,[13 17] ; [54 39],[16.34146341 13.65853659] ; [50.65853659 42.34146341],0
a7,1,0.192564,1.697894,[14 16] ; [56 37],[17.07317073 12.92682927] ; [52.92682927 40.07317073],0
n4,1,0.205608,1.602088,[21  9] ; [53 40],[18.04878049 11.95121951] ; [55.95121951 37.04878049],0
s5,1,0.222668,1.487093,[ 3 27] ; [17 69],[ 5.17241379 24.82758621] ; [14.82758621 71.17241379],0
v3,1,0.243935,1.357707,[ 5 25] ; [24 64],[ 7.37288136 22.62711864] ; [21.62711864 66.37288136],0
p4,1,0.28809,1.128527,[ 6 24] ; [27 63],[ 8.25 21.75] ; [24.75 65.25],0
d4,1,0.314535,1.011535,[18 12] ; [65 28],[20.24390244  9.75609756] ; [62.75609756 30.24390244],0
s4,1,0.322208,0.979963,[ 3 27] ; [16 75],[ 4.7107438 25.2892562] ; [14.2892562 76.7107438],0
a2,1,0.349665,0.874671,[ 2 28] ; [12 81],[ 3.41463415 26.58536585] ; [10.58536585 82.41463415],0
a4,1,0.355343,0.854286,[ 8 21] ; [34 58],[10.0661157 18.9338843] ; [31.9338843 60.0661157],0
a8,1,0.371184,0.799696,[ 4 26] ; [ 7 82],[ 2.77310924 27.22689076] ; [ 8.22689076 80.77310924],0
p3,1,0.371733,0.797862,[ 6 24] ; [26 66],[ 7.86885246 22.13114754] ; [24.13114754 67.86885246],0
n1,1,0.381715,0.765172,[8 8] ; [11 19],[6.60869565 9.39130435] ; [12.39130435 17.60869565],0
u4,1,0.395146,0.723047,[ 1 29] ; [ 1 92],[ 0.48780488 29.51219512] ; [ 1.51219512 91.48780488],0
u1,1,0.417986,0.655971,[ 1 29] ; [ 7 86],[ 1.95121951 28.04878049] ; [ 6.04878049 86.95121951],0
a3,1,0.436791,0.604698,[14 15] ; [52 40],[15.81818182 13.18181818] ; [50.18181818 41.81818182],0
p7,1,0.482825,0.492476,[ 7 23] ; [27 63],[ 8.5 21.5] ; [25.5 64.5],0
n5,1,0.569403,0.323683,[20 10] ; [56 36],[18.68852459 11.31147541] ; [57.31147541 34.68852459],0
a5,1,0.571671,0.319894,[15 15] ; [52 41],[16.34146341 13.65853659] ; [50.65853659 42.34146341],0
p8,1,0.576379,0.312125,[ 6 23] ; [24 69],[ 7.13114754 21.86885246] ; [22.86885246 70.13114754],0
d1,1,0.596669,0.28005,[10 20] ; [36 57],[11.2195122 18.7804878] ; [34.7804878 58.2195122],0
p12,1,0.65148,0.204039,[ 1 29] ; [ 5 88],[ 1.46341463 28.53658537] ; [ 4.53658537 88.46341463],0
p5,1,0.675058,0.175742,[ 1 28] ; [ 5 88],[ 1.42622951 27.57377049] ; [ 4.57377049 88.42622951],0
b2,1,0.741607,0.10872,[ 8 13] ; [17 33],[ 7.3943662 13.6056338] ; [17.6056338 32.3943662],0
b3,1,0.741607,0.10872,[ 8 13] ; [17 33],[ 7.3943662 13.6056338] ; [17.6056338 32.3943662],0
b4,1,0.781278,0.077092,[17 13] ; [50 43],[16.34146341 13.65853659] ; [50.65853659 42.34146341],0
s3,1,0.829747,0.046236,[ 8 21] ; [27 64],[ 8.45833333 20.54166667] ; [26.54166667 64.45833333],0
b1,1,0.942415,0.005218,[13 17] ; [41 52],[13.17073171 16.82926829] ; [40.82926829 52.17073171],0
