Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,85.463084,[126  10] ; [14 38],[101.27659574  34.72340426] ; [38.72340426 13.27659574],1
s6,1,5e-06,21.01011,[123  13] ; [33 20],[112.25396825  23.74603175] ; [43.74603175  9.25396825],1
v4,1,0.000574,11.859912,[133   3] ; [44  8],[128.04255319   7.95744681] ; [48.95744681  3.04255319],1
p9,1,0.000741,11.383961,[120  16] ; [35 17],[112.12765957  23.87234043] ; [42.87234043  9.12765957],1
s5,1,0.001419,10.181032,[64 69] ; [12 41],[54.34408602 78.65591398] ; [21.65591398 31.34408602],0
s4,1,0.002148,9.418321,[39 99] ; [ 4 49],[ 31.06806283 106.93193717] ; [11.93193717 41.06806283],0
r2,1,0.002207,9.368827,[132   3] ; [45  7],[127.78074866   7.21925134] ; [49.21925134  2.78074866],0
s8,1,0.004783,7.959837,[100  38] ; [27 26],[91.7591623 46.2408377] ; [35.2408377 17.7591623],0
d1,1,0.016237,5.777006,[87 52] ; [23 30],[79.63541667 59.36458333] ; [30.36458333 22.63541667],0
v2,1,0.019897,5.420875,[82 52] ; [22 30],[74.92473118 59.07526882] ; [29.07526882 22.92473118],0
r4,1,0.024334,5.070633,[123  16] ; [40 13],[118.00520833  20.99479167] ; [44.99479167  8.00520833],0
n5,1,0.027247,4.875099,[109  28] ; [34 19],[103.11052632  33.88947368] ; [39.88947368 13.11052632],0
r3,1,0.055343,3.671733,[130   7] ; [46  7],[126.90526316  10.09473684] ; [49.09473684  3.90526316],0
d5,1,0.093955,2.805279,[114  24] ; [38 15],[109.82198953  28.17801047] ; [42.17801047 10.82198953],0
n3,1,0.100536,2.697021,[27 10] ; [12 11],[24.05 12.95] ; [14.95  8.05],0
u2,1,0.103704,2.64764,[17 15] ; [11  3],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
p7,1,0.108886,2.570315,[74 55] ; [23 29],[69.13259669 59.86740331] ; [27.86740331 24.13259669],0
p10,1,0.127385,2.324083,[112  25] ; [38 15],[108.15789474  28.84210526] ; [41.84210526 11.15789474],0
v3,1,0.132092,2.267741,[55 80] ; [15 37],[50.53475936 84.46524064] ; [19.46524064 32.53475936],0
p2,1,0.138766,2.191591,[111  28] ; [37 16],[107.14583333  31.85416667] ; [40.85416667 12.14583333],0
v1,1,0.19918,1.648374,[73 63] ; [22 29],[69.09090909 66.90909091] ; [25.90909091 25.09090909],0
r1,1,0.232734,1.424074,[116  21] ; [41 12],[113.20526316  23.79473684] ; [43.79473684  9.20526316],0
p8,1,0.242181,1.367856,[58 76] ; [18 35],[54.45989305 79.54010695] ; [21.54010695 31.45989305],0
n1,1,0.24388,1.358025,[14 22] ; [13 11],[16.2 19.8] ; [10.8 13.2],0
a8,1,0.303525,1.05864,[27 96] ; [ 7 40],[24.6 98.4] ; [ 9.4 37.6],0
n2,1,0.352478,0.864517,[30  7] ; [17  7],[28.50819672  8.49180328] ; [18.49180328  5.50819672],0
p6,1,0.390187,0.738359,[45 92] ; [14 39],[42.54210526 94.45789474] ; [16.45789474 36.54210526],0
u3,1,0.414415,0.6661,[22 11] ; [11  3],[23.17021277  9.82978723] ; [9.82978723 4.17021277],0
b5,1,0.417084,0.658518,[85 54] ; [29 24],[82.53125 56.46875] ; [31.46875 21.53125],0
n6,1,0.456415,0.554672,[114  22] ; [42 11],[112.25396825  23.74603175] ; [43.74603175  9.25396825],0
d2,1,0.535654,0.383655,[72 66] ; [25 28],[70.08376963 67.91623037] ; [26.91623037 26.08376963],0
p1,1,0.580614,0.305242,[  8 131] ; [ 2 51],[  7.23958333 131.76041667] ; [ 2.76041667 50.23958333],0
a4,1,0.611786,0.257582,[66 73] ; [23 30],[64.43229167 74.56770833] ; [24.56770833 28.43229167],0
a6,1,0.632933,0.228104,[86 52] ; [35 18],[87.42408377 50.57591623] ; [33.57591623 19.42408377],0
d3,1,0.67603,0.174629,[98 40] ; [36 17],[96.81675393 41.18324607] ; [37.18324607 15.81675393],0
b2,1,0.693996,0.154793,[35 60] ; [15 22],[35.98484848 59.01515152] ; [14.01515152 22.98484848],0
b3,1,0.693996,0.154793,[35 60] ; [15 22],[35.98484848 59.01515152] ; [14.01515152 22.98484848],0
u4,1,0.699934,0.14854,[  4 135] ; [ 1 52],[  3.61979167 135.38020833] ; [ 1.38020833 51.61979167],0
a3,1,0.700055,0.148415,[106  33] ; [39 14],[104.97395833  34.02604167] ; [40.02604167 12.97395833],0
p12,1,0.729778,0.119316,[  7 132] ; [ 2 50],[  6.54973822 132.45026178] ; [ 2.45026178 49.54973822],0
u1,1,0.758679,0.094382,[ 29 110] ; [10 43],[ 28.234375 110.765625] ; [10.765625 42.234375],0
n4,1,0.806289,0.060131,[109  29] ; [41 12],[108.37696335  29.62303665] ; [41.62303665 11.37696335],0
p5,1,0.810772,0.057327,[  9 128] ; [ 4 49],[  9.37368421 127.62631579] ; [ 3.62631579 49.37368421],0
p11,1,0.819968,0.051795,[100  39] ; [39 14],[100.63020833  38.36979167] ; [38.36979167 14.63020833],0
p4,1,0.82198,0.050625,[60 78] ; [24 29],[60.69109948 77.30890052] ; [23.30890052 29.69109948],0
a2,1,0.845559,0.037942,[ 36 103] ; [13 40],[ 35.47395833 103.52604167] ; [13.52604167 39.47395833],0
a1,1,0.866339,0.028328,[  6 133] ; [ 2 51],[  5.79166667 133.20833333] ; [ 2.20833333 50.79166667],0
b1,1,0.893312,0.017987,[51 88] ; [20 33],[51.40104167 87.59895833] ; [19.59895833 33.40104167],0
a5,1,0.897626,0.016554,[101  38] ; [39 14],[101.35416667  37.64583333] ; [38.64583333 14.35416667],0
d4,1,0.913059,0.011921,[111  27] ; [43 10],[111.26701571  26.73298429] ; [42.73298429 10.26701571],0
a7,1,0.9481,0.004237,[99 40] ; [38 15],[99.18229167 39.81770833] ; [37.81770833 15.18229167],0
b4,1,0.976981,0.000833,[79 60] ; [30 23],[78.91145833 60.08854167] ; [30.08854167 22.91145833],0
