Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.005485,7.712296,[3 7] ; [34 11],[6.72727273 3.27272727] ; [30.27272727 14.72727273],0
v4,1,0.005563,7.686798,[4 6] ; [37  8],[7.45454545 2.54545455] ; [33.54545455 11.45454545],0
a6,1,0.021922,5.251989,[2 8] ; [27 18],[5.27272727 4.72727273] ; [23.72727273 21.27272727],0
b1,1,0.073906,3.194074,[8 2] ; [22 23],[5.45454545 4.54545455] ; [24.54545455 20.45454545],0
s2,1,0.096833,2.756943,[1 9] ; [16 27],[3.20754717 6.79245283] ; [13.79245283 29.20754717],0
p5,1,0.141645,2.16,[2 7] ; [ 3 42],[0.83333333 8.16666667] ; [ 4.16666667 40.83333333],0
r3,1,0.148663,2.085913,[5 5] ; [33 12],[6.90909091 3.09090909] ; [31.09090909 13.90909091],0
u3,1,0.165623,1.922123,[2 5] ; [14 10],[3.61290323 3.38709677] ; [12.38709677 11.61290323],0
v1,1,0.174658,1.842503,[2 8] ; [19 25],[3.88888889 6.11111111] ; [17.11111111 26.88888889],0
a4,1,0.191898,1.702985,[4 6] ; [ 9 35],[2.40740741 7.59259259] ; [10.59259259 33.40740741],0
b4,1,0.226463,1.462938,[3 7] ; [23 22],[4.72727273 5.27272727] ; [21.27272727 23.72727273],0
n3,1,0.240575,1.377219,[3 3] ; [10  3],[4.10526316 1.89473684] ; [8.89473684 4.10526316],0
r1,1,0.24869,1.330645,[4 6] ; [27 18],[5.63636364 4.36363636] ; [25.36363636 19.63636364],0
s6,1,0.252232,1.310897,[3 7] ; [22 22],[4.62962963 5.37037037] ; [20.37037037 23.62962963],0
s8,1,0.261811,1.259158,[1 9] ; [12 33],[2.36363636 7.63636364] ; [10.63636364 34.36363636],0
s1,1,0.300451,1.07219,[3 7] ; [ 7 37],[1.85185185 8.14814815] ; [ 8.14814815 35.85185185],0
v3,1,0.300641,1.071347,[2 8] ; [16 27],[3.39622642 6.60377358] ; [14.60377358 28.39622642],0
a8,1,0.32175,0.981818,[2 8] ; [ 4 40],[1.11111111 8.88888889] ; [ 4.88888889 39.11111111],0
a7,1,0.336411,0.924059,[3 7] ; [21 24],[4.36363636 5.63636364] ; [19.63636364 25.36363636],0
b3,1,0.365437,0.819123,[1 5] ; [10 18],[1.94117647 4.05882353] ; [ 9.05882353 18.94117647],0
b2,1,0.365437,0.819123,[1 5] ; [10 18],[1.94117647 4.05882353] ; [ 9.05882353 18.94117647],0
p11,1,0.372808,0.794282,[4 6] ; [25 20],[5.27272727 4.72727273] ; [23.72727273 21.27272727],0
n6,1,0.395085,0.723234,[5 5] ; [29 16],[6.18181818 3.81818182] ; [27.81818182 17.18181818],0
s7,1,0.40061,0.706494,[1 8] ; [10 32],[1.94117647 7.05882353] ; [ 9.05882353 32.94117647],0
p4,1,0.401066,0.705128,[4 6] ; [12 33],[2.90909091 7.09090909] ; [13.09090909 31.90909091],0
a3,1,0.42928,0.624771,[3 6] ; [21 23],[4.0754717 4.9245283] ; [19.9245283 24.0754717],0
p9,1,0.451904,0.565872,[4 5] ; [25 18],[5.01923077 3.98076923] ; [23.98076923 19.01923077],0
d5,1,0.484073,0.489672,[2 8] ; [14 31],[2.90909091 7.09090909] ; [13.09090909 31.90909091],0
a2,1,0.484073,0.489672,[1 9] ; [ 2 43],[0.54545455 9.45454545] ; [ 2.45454545 42.54545455],0
n1,1,0.492353,0.47138,[4 2] ; [7 7],[3.3 2.7] ; [7.7 6.3],0
b5,1,0.524941,0.404174,[4 6] ; [23 22],[4.90909091 5.09090909] ; [22.09090909 22.90909091],0
p7,1,0.620294,0.245455,[4 6] ; [14 30],[3.33333333 6.66666667] ; [14.66666667 29.33333333],0
s3,1,0.632811,0.228268,[3 7] ; [16 26],[3.65384615 6.34615385] ; [15.34615385 26.65384615],0
p1,1,0.652181,0.203162,[1 9] ; [ 7 38],[1.45454545 8.54545455] ; [ 6.54545455 38.45454545],0
p10,1,0.668623,0.183218,[4 5] ; [23 21],[4.58490566 4.41509434] ; [22.41509434 21.58490566],0
n4,1,0.688404,0.160819,[6 4] ; [30 15],[6.54545455 3.45454545] ; [29.45454545 15.54545455],0
v2,1,0.73633,0.113379,[2 6] ; [13 29],[2.4 5.6] ; [12.6 29.4],0
p8,1,0.78981,0.071053,[3 6] ; [13 32],[2.66666667 6.33333333] ; [13.33333333 31.66666667],0
u2,1,0.812547,0.056236,[2 5] ; [ 8 16],[2.25806452 4.74193548] ; [ 7.74193548 16.25806452],0
d2,1,0.830479,0.045833,[3 7] ; [12 33],[2.72727273 7.27272727] ; [12.27272727 32.72727273],0
a5,1,0.848544,0.036472,[5 5] ; [21 24],[4.72727273 5.27272727] ; [21.27272727 23.72727273],0
s4,1,0.869098,0.02716,[2 8] ; [ 8 37],[1.81818182 8.18181818] ; [ 8.18181818 36.81818182],0
p12,1,0.91197,0.012222,[1 9] ; [ 4 41],[0.90909091 9.09090909] ; [ 4.09090909 40.90909091],0
a1,1,0.91197,0.012222,[1 9] ; [ 4 41],[0.90909091 9.09090909] ; [ 4.09090909 40.90909091],0
p3,1,0.945169,0.00473,[3 7] ; [14 31],[3.09090909 6.90909091] ; [13.90909091 31.09090909],0
n2,1,1.0,0.0,[4 2] ; [10  5],[4. 2.] ; [10.  5.],0
