Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.036525,[ 5 23] ; [47  7],[17.75609756 10.24390244] ; [34.24390244 19.75609756],1
s6,1,0.00143,10.167188,[18 10] ; [49  4],[23.16049383  4.83950617] ; [43.83950617  9.16049383],0
a8,1,0.008716,6.880179,[ 8 18] ; [ 4 47],[ 4.05194805 21.94805195] ; [ 7.94805195 43.05194805],0
r2,1,0.034399,4.474742,[23  5] ; [50  2],[25.55  2.45] ; [47.45  4.55],0
n2,1,0.041527,4.154375,[3 5] ; [12  3],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
p5,1,0.085782,2.951806,[ 4 24] ; [ 2 51],[ 2.07407407 25.92592593] ; [ 3.92592593 49.07407407],0
a2,1,0.107113,2.596303,[ 3 25] ; [14 40],[ 5.80487805 22.19512195] ; [11.19512195 42.80487805],0
s7,1,0.117002,2.457,[14 14] ; [34 16],[17.23076923 10.76923077] ; [30.76923077 19.23076923],0
p8,1,0.164676,1.930754,[ 9 19] ; [26 28],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
p10,1,0.172842,1.858121,[20  8] ; [43  8],[22.32911392  5.67088608] ; [40.67088608 10.32911392],0
b1,1,0.182686,1.775638,[13 15] ; [17 37],[10.24390244 17.75609756] ; [19.75609756 34.24390244],0
a6,1,0.182686,1.775638,[15 13] ; [37 17],[17.75609756 10.24390244] ; [34.24390244 19.75609756],0
n4,1,0.210903,1.565216,[16 12] ; [23 31],[13.31707317 14.68292683] ; [25.68292683 28.31707317],0
v3,1,0.257797,1.280548,[11 15] ; [15 36],[ 8.77922078 17.22077922] ; [17.22077922 33.77922078],0
p1,1,0.300849,1.070426,[ 2 26] ; [ 8 45],[ 3.45679012 24.54320988] ; [ 6.54320988 46.45679012],0
v2,1,0.317617,0.998733,[13 14] ; [30 20],[15.07792208 11.92207792] ; [27.92207792 22.07792208],0
p3,1,0.351586,0.867725,[12 16] ; [29 25],[14. 14.] ; [27. 27.],0
r4,1,0.394972,0.72358,[25  3] ; [51  3],[25.95121951  2.04878049] ; [50.04878049  3.95121951],0
r1,1,0.403913,0.696645,[20  8] ; [43 11],[21.51219512  6.48780488] ; [41.48780488 12.51219512],0
n1,1,0.47191,0.5175,[2 6] ; [6 9],[2.7826087 5.2173913] ; [5.2173913 9.7826087],0
a1,1,0.491213,0.473868,[ 1 27] ; [ 4 50],[ 1.70731707 26.29268293] ; [ 3.29268293 50.70731707],0
b3,1,0.514005,0.425906,[ 9 13] ; [11 23],[ 7.85714286 14.14285714] ; [12.14285714 21.85714286],0
b2,1,0.514005,0.425906,[ 9 13] ; [11 23],[ 7.85714286 14.14285714] ; [12.14285714 21.85714286],0
u2,1,0.520146,0.413603,[7 1] ; [13  4],[6.4 1.6] ; [13.6  3.4],0
b5,1,0.547569,0.361691,[19  9] ; [33 21],[17.75609756 10.24390244] ; [34.24390244 19.75609756],0
u3,1,0.561545,0.337037,[7 1] ; [14  4],[6.46153846 1.53846154] ; [14.53846154  3.46153846],0
p2,1,0.596869,0.279744,[22  6] ; [45  9],[22.87804878  5.12195122] ; [44.12195122  9.87804878],0
v1,1,0.61012,0.26,[14 14] ; [22 28],[12.92307692 15.07692308] ; [23.07692308 26.92307692],0
d4,1,0.62906,0.233338,[24  4] ; [44 10],[23.2195122  4.7804878] ; [44.7804878  9.2195122],0
r3,1,0.632167,0.229134,[27  1] ; [53  1],[27.31707317  0.68292683] ; [52.68292683  1.31707317],0
v4,1,0.632167,0.229134,[27  1] ; [53  1],[27.31707317  0.68292683] ; [52.68292683  1.31707317],0
s4,1,0.652922,0.202236,[ 6 22] ; [14 40],[ 6.82926829 21.17073171] ; [13.17073171 40.82926829],0
a3,1,0.660355,0.193093,[20  8] ; [36 18],[19.12195122  8.87804878] ; [36.87804878 17.12195122],0
s1,1,0.692455,0.156441,[ 1 27] ; [ 3 51],[ 1.36585366 26.63414634] ; [ 2.63414634 51.36585366],0
b4,1,0.714692,0.133635,[17 11] ; [35 19],[17.75609756 10.24390244] ; [34.24390244 19.75609756],0
p4,1,0.750137,0.101416,[14 14] ; [29 25],[14.68292683 13.31707317] ; [28.31707317 25.68292683],0
d2,1,0.758988,0.094133,[15 13] ; [27 27],[14.34146341 13.65853659] ; [27.65853659 26.34146341],0
s5,1,0.771668,0.084212,[ 9 17] ; [19 31],[ 9.57894737 16.42105263] ; [18.42105263 31.57894737],0
n3,1,0.781867,0.076667,[6 2] ; [12  3],[6.26086957 1.73913043] ; [11.73913043  3.26086957],0
d5,1,0.785374,0.074159,[23  5] ; [43 11],[22.53658537  5.46341463] ; [43.46341463 10.53658537],0
u1,1,0.785374,0.074159,[ 5 23] ; [11 43],[ 5.46341463 22.53658537] ; [10.53658537 43.46341463],0
d3,1,0.787767,0.072475,[21  7] ; [39 15],[20.48780488  7.51219512] ; [39.51219512 14.48780488],0
p11,1,0.797648,0.065737,[20  8] ; [40 14],[20.48780488  7.51219512] ; [39.51219512 14.48780488],0
a5,1,0.814654,0.054956,[19  9] ; [38 16],[19.46341463  8.53658537] ; [37.53658537 16.46341463],0
p6,1,0.823479,0.049762,[ 9 18] ; [19 34],[ 9.45 17.55] ; [18.55 34.45],0
a4,1,0.853646,0.034028,[12 16] ; [22 32],[11.6097561 16.3902439] ; [22.3902439 31.6097561],0
d1,1,0.853646,0.034028,[16 12] ; [32 22],[16.3902439 11.6097561] ; [31.6097561 22.3902439],0
p9,1,0.918678,0.010424,[24  4] ; [45  7],[24.15  3.85] ; [44.85  7.15],0
a7,1,0.927419,0.008298,[21  7] ; [40 14],[20.82926829  7.17073171] ; [40.17073171 13.82926829],0
n6,1,0.9904,0.000145,[18 10] ; [34 19],[17.97530864 10.02469136] ; [34.02469136 18.97530864],0
p7,1,0.995135,3.7e-05,[17 11] ; [31 20],[17.01265823 10.98734177] ; [30.98734177 20.01265823],0
