Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,56.326855,[42 69] ; [118  23],[70.47619048 40.52380952] ; [89.52380952 51.47619048],1
p7,1,0.0,49.55172,[44 63] ; [117  22],[70.02845528 36.97154472] ; [90.97154472 48.02845528],1
p6,1,0.0,25.67229,[23 89] ; [71 66],[42.2811245 69.7188755] ; [51.7188755 85.2811245],1
p8,1,6e-06,20.481452,[47 64] ; [99 41],[64.56573705 46.43426295] ; [81.43426295 58.56573705],1
p2,1,2.8e-05,17.517999,[82 31] ; [130  11],[94.31496063 18.68503937] ; [117.68503937  23.31496063],1
p10,1,0.000241,13.484741,[83 27] ; [130  11],[93.34661355 16.65338645] ; [119.65338645  21.34661355],1
p5,1,0.000685,11.528244,[  8 105] ; [ 32 109],[17.79527559 95.20472441] ; [ 22.20472441 118.79527559],1
n5,1,0.000908,11.00571,[77 34] ; [122  19],[87.6547619 23.3452381] ; [111.3452381  29.6547619],1
p11,1,0.001949,9.597068,[81 32] ; [123  18],[90.75590551 22.24409449] ; [113.24409449  27.75590551],0
n4,1,0.002771,8.952364,[82 30] ; [124  17],[91.19367589 20.80632411] ; [114.80632411  26.19367589],0
p1,1,0.00366,8.445061,[  7 106] ; [ 26 114],[14.73913043 98.26086957] ; [ 18.26086957 121.73913043],0
p12,1,0.005584,7.679853,[  9 103] ; [ 29 112],[16.82213439 95.17786561] ; [ 21.17786561 119.82213439],0
v4,1,0.006285,7.466667,[104   8] ; [139   1],[108.   4.] ; [135.   5.],0
p9,1,0.012112,6.294338,[86 22] ; [128  13],[92.81927711 15.18072289] ; [121.18072289  19.81927711],0
r4,1,0.014035,6.03379,[100  13] ; [136   5],[104.99212598   8.00787402] ; [131.00787402   9.99212598],0
v1,1,0.017038,5.692472,[65 47] ; [102  39],[73.92885375 38.07114625] ; [93.07114625 47.92885375],0
n6,1,0.026535,4.920811,[93 19] ; [129  11],[98.66666667 13.33333333] ; [123.33333333  16.66666667],0
u1,1,0.039921,4.221227,[21 92] ; [42 99],[28.02755906 84.97244094] ; [ 34.97244094 106.02755906],0
s7,1,0.043503,4.075749,[52 56] ; [79 50],[59.69620253 48.30379747] ; [71.30379747 57.69620253],0
b1,1,0.057816,3.598961,[32 81] ; [56 85],[39.1496063 73.8503937] ; [48.8503937 92.1496063],0
a2,1,0.074444,3.182217,[32 81] ; [55 86],[38.70472441 74.29527559] ; [48.29527559 92.70472441],0
r2,1,0.07763,3.113827,[107   6] ; [139   2],[109.44094488   3.55905512] ; [136.55905512   4.44094488],0
r1,1,0.096952,2.754981,[90 22] ; [124  17],[94.73517787 17.26482213] ; [119.26482213  21.73517787],0
s5,1,0.097723,2.74232,[34 75] ; [56 79],[40.20491803 68.79508197] ; [49.79508197 85.20491803],0
a5,1,0.11467,2.488645,[81 32] ; [113  28],[86.30708661 26.69291339] ; [107.69291339  33.30708661],0
n2,1,0.1311,2.279428,[22 10] ; [15  2],[24.16326531  7.83673469] ; [12.83673469  4.16326531],0
a6,1,0.169221,1.889832,[83 30] ; [113  27],[87.54150198 25.45849802] ; [108.45849802  31.54150198],0
r3,1,0.176373,1.82792,[107   6] ; [137   3],[108.98023715   4.01976285] ; [135.01976285   4.98023715],0
d5,1,0.188089,1.732526,[89 24] ; [120  21],[92.98031496 20.01968504] ; [116.01968504  24.98031496],0
n1,1,0.225413,1.469574,[ 7 22] ; [ 7 10],[ 8.82608696 20.17391304] ; [ 5.17391304 11.82608696],0
s8,1,0.236156,1.403392,[50 62] ; [72 66],[54.656 57.344] ; [67.344 70.656],0
b5,1,0.270868,1.212346,[78 35] ; [88 53],[73.8503937 39.1496063] ; [92.1496063 48.8503937],0
d4,1,0.303713,1.057819,[99 14] ; [117  24],[96.09448819 16.90551181] ; [119.90551181  21.09448819],0
v2,1,0.307544,1.041194,[87 24] ; [116  23],[90.132 20.868] ; [112.868  26.132],0
d1,1,0.341878,0.903377,[73 40] ; [99 42],[76.51968504 36.48031496] ; [95.48031496 45.51968504],0
a3,1,0.346898,0.884773,[82 31] ; [108  31],[85.1984127 27.8015873] ; [104.8015873  34.1984127],0
a4,1,0.407245,0.686829,[53 60] ; [73 67],[56.27667984 56.72332016] ; [69.72332016 70.27667984],0
