Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,28.338364,[ 2 10] ; [72 12],[9.25 2.75] ; [64.75 19.25],1
p7,1,0.000574,11.859181,[4 6] ; [71 12],[8.06451613 1.93548387] ; [66.93548387 16.06451613],1
p2,1,0.000885,11.053294,[8 4] ; [79  4],[10.98947368  1.01052632] ; [76.01052632  6.98947368],1
p6,1,0.003762,8.395216,[3 9] ; [56 26],[7.53191489 4.46808511] ; [51.46808511 30.53191489],0
v2,1,0.006328,7.454464,[3 9] ; [53 27],[7.30434783 4.69565217] ; [48.69565217 31.30434783],0
n5,1,0.010981,6.468449,[8 4] ; [77  7],[10.625  1.375] ; [74.375  9.625],0
r3,1,0.013144,6.149585,[9 3] ; [78  4],[11.10638298  0.89361702] ; [75.89361702  6.10638298],0
b4,1,0.014896,5.928668,[11  1] ; [46 38],[7.125 4.875] ; [49.875 34.125],0
s2,1,0.023706,5.116021,[3 9] ; [49 33],[6.63829787 5.36170213] ; [45.36170213 36.63829787],0
s3,1,0.027521,4.857795,[3 8] ; [51 31],[6.38709677 4.61290323] ; [47.61290323 34.38709677],0
s8,1,0.053645,3.723723,[4 8] ; [52 31],[7.07368421 4.92631579] ; [48.92631579 34.07368421],0
v3,1,0.068026,3.330011,[4 8] ; [49 31],[6.91304348 5.08695652] ; [46.08695652 33.91304348],0
p1,1,0.103065,2.657465,[ 1 11] ; [26 58],[3.375 8.625] ; [23.625 60.375],0
u3,1,0.110149,2.552083,[1 3] ; [11  5],[2.4 1.6] ; [9.6 6.4],0
r4,1,0.115387,2.478839,[9 3] ; [76  8],[10.625  1.375] ; [74.375  9.625],0
b5,1,0.121521,2.397602,[8 4] ; [36 48],[5.5 6.5] ; [38.5 45.5],0
p12,1,0.130632,2.284976,[ 1 10] ; [26 58],[3.12631579 7.87368421] ; [23.87368421 60.12631579],0
s6,1,0.177537,1.818125,[8 4] ; [64 13],[9.70786517 2.29213483] ; [62.29213483 14.70786517],0
n6,1,0.181772,1.783077,[10  2] ; [79  5],[11.125  0.875] ; [77.875  6.125],0
p8,1,0.208154,1.58422,[8 4] ; [69 15],[9.625 2.375] ; [67.375 16.625],0
s5,1,0.223215,1.483579,[6 6] ; [51 24],[7.86206897 4.13793103] ; [49.13793103 25.86206897],0
v1,1,0.248583,1.331249,[6 5] ; [58 23],[7.65217391 3.34782609] ; [56.34782609 24.65217391],0
a3,1,0.254351,1.299248,[8 4] ; [68 16],[9.5 2.5] ; [66.5 17.5],0
d1,1,0.297453,1.08558,[6 6] ; [55 29],[7.625 4.375] ; [53.375 30.625],0
d2,1,0.352862,0.863137,[5 7] ; [47 37],[6.5 5.5] ; [45.5 38.5],0
p11,1,0.354232,0.858238,[10  2] ; [77  7],[10.875  1.125] ; [76.125  7.875],0
r2,1,0.362674,0.828612,[10  2] ; [76  7],[10.86315789  1.13684211] ; [75.13684211  7.86315789],0
n2,1,0.396144,0.72,[2 1] ; [13  2],[2.5 0.5] ; [12.5  2.5],0
s7,1,0.452049,0.565509,[7 5] ; [54 24],[8.13333333 3.86666667] ; [52.86666667 25.13333333],0
u2,1,0.481924,0.494505,[2 2] ; [11  5],[2.6 1.4] ; [10.4  5.6],0
b1,1,0.482761,0.49262,[4 8] ; [37 47],[5.125 6.875] ; [35.875 48.125],0
d3,1,0.512691,0.428571,[7 5] ; [57 27],[8. 4.] ; [56. 28.],0
n1,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
b2,1,0.534045,0.38669,[3 5] ; [30 31],[3.82608696 4.17391304] ; [29.17391304 31.82608696],0
b3,1,0.534045,0.38669,[3 5] ; [30 31],[3.82608696 4.17391304] ; [29.17391304 31.82608696],0
r1,1,0.567051,0.327642,[9 3] ; [68 15],[9.72631579 2.27368421] ; [67.27368421 15.72631579],0
s1,1,0.60248,0.271272,[ 1 11] ; [ 4 80],[ 0.625 11.375] ; [ 4.375 79.625],0
v4,1,0.618374,0.248159,[11  1] ; [78  4],[11.36170213  0.63829787] ; [77.63829787  4.36170213],0
d5,1,0.628315,0.234352,[9 3] ; [68 16],[9.625 2.375] ; [67.375 16.625],0
a2,1,0.640808,0.217687,[ 2 10] ; [19 65],[2.625 9.375] ; [18.375 65.625],0
n4,1,0.640808,0.217687,[10  2] ; [74 10],[10.5  1.5] ; [73.5 10.5],0
a8,1,0.651534,0.203971,[2 9] ; [10 66],[1.51724138 9.48275862] ; [10.48275862 65.51724138],0
a4,1,0.756801,0.095904,[5 7] ; [39 45],[5.5 6.5] ; [38.5 45.5],0
d4,1,0.826963,0.047785,[10  2] ; [72 12],[10.25  1.75] ; [71.75 12.25],0
n3,1,0.828812,0.046753,[2 1] ; [9 6],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
a7,1,0.86217,0.030141,[9 3] ; [61 23],[8.75 3.25] ; [61.25 22.75],0
a6,1,0.935268,0.006597,[8 4] ; [55 29],[7.875 4.125] ; [55.125 28.875],0
