Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.588261,[26  9] ; [ 9 42],[14.24418605 20.75581395] ; [20.75581395 30.24418605],1
s2,1,2e-06,22.267246,[28  8] ; [15 40],[17.01098901 18.98901099] ; [25.98901099 29.01098901],1
s3,1,2.4e-05,17.820386,[27  9] ; [16 38],[17.2 18.8] ; [25.8 28.2],1
s6,1,6.3e-05,15.998707,[29  6] ; [22 33],[19.83333333 15.16666667] ; [31.16666667 23.83333333],1
p6,1,6.4e-05,15.982906,[22 12] ; [11 40],[13.2 20.8] ; [19.8 31.2],1
r4,1,0.003769,8.39179,[28  8] ; [26 29],[21.36263736 14.63736264] ; [32.63736264 22.36263736],0
p2,1,0.005064,7.856401,[30  6] ; [29 24],[23.86516854 12.13483146] ; [35.13483146 17.86516854],0
v4,1,0.005852,7.595435,[34  2] ; [39 16],[28.87912088  7.12087912] ; [44.12087912 10.87912088],0
s5,1,0.008206,6.987987,[15 16] ; [11 42],[ 9.5952381 21.4047619] ; [16.4047619 36.5952381],0
r2,1,0.010811,6.496059,[33  1] ; [40 12],[28.86046512  5.13953488] ; [44.13953488  7.86046512],0
u3,1,0.014707,5.95125,[7 1] ; [3 7],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
p11,1,0.018845,5.515848,[31  5] ; [35 20],[26.10989011  9.89010989] ; [39.89010989 15.10989011],0
p8,1,0.020106,5.402626,[18 17] ; [14 38],[12.87356322 22.12643678] ; [19.12643678 32.87356322],0
p3,1,0.030156,4.700393,[22 14] ; [20 33],[16.98876404 19.01123596] ; [25.01123596 27.98876404],0
p9,1,0.034323,4.478528,[32  4] ; [37 16],[27.91011236  8.08988764] ; [41.08988764 11.91011236],0
r3,1,0.054171,3.707407,[34  2] ; [44 11],[30.85714286  5.14285714] ; [47.14285714  7.85714286],0
v1,1,0.061608,3.493557,[19 14] ; [20 34],[14.79310345 18.20689655] ; [24.20689655 29.79310345],0
v3,1,0.076785,3.13168,[16 17] ; [16 38],[12.13793103 20.86206897] ; [19.86206897 34.13793103],0
